inf0,ylag0,inf1,ylag1
0.37675438211142465,0.8632121722890558,0.4308580554802064,0.8536355001864431
0.32677397799079355,0.4761779004101812,0.472614702947079,0.4539345239437371
0.3305198762258158,0.5478634880860236,0.34439756523671156,0.5623265350136551
0.31991687909236866,0.640254846546665,0.3321335201425552,0.6239501752917321
0.398805649051701,0.6207012474709268,0.4172658648370981,0.6247775562233349
0.35660699574221566,0.6503638062481492,0.3024702356765554,0.6227777995785486
0.3653000938389507,0.6749935856963875,0.3564017185984894,0.6840006155892545
0.31858815521306716,0.8611096534386627,0.3324183855967778,0.8512627749334627
0.34612693445419745,0.6402593262628113,0.3279147885834798,0.6423737695305641
0.34771204765956665,0.7618201182338084,0.24968694206849168,0.8253150639104221
0.3432095349568729,0.7327121882068038,0.11436398390386054,0.7124750296660002
0.33515198036579363,0.7564101555877782,0.34836794359619105,0.7559276716601475
0.33575021404511307,0.7152599685861614,0.30066661939942585,0.669261067926719
0.36329205038531626,0.7950617108143578,0.31186726697954087,0.8072146941716669
0.31251779901877885,0.618190680038052,0.37742605056964995,0.5796981968436918
0.3645844144380582,0.6310911974232565,0.304516566378386,0.6154724521149766
0.3593231199982707,0.7963904613077382,0.3484469738805188,0.7686342973400089
0.32729927971427625,0.6570011237564168,0.3064729075552288,0.6563098285903086
0.327123129466916,0.6910161287455061,0.2786260318823425,0.6590751529156299
0.32441859217421837,0.5494812179094184,0.39021335150466896,0.5199918721196095
0.3428517467936636,0.6777642939712674,0.35392916249139783,0.6379146287833438
0.3570469348473,0.7824175843137393,0.2105410465862852,0.7735245343225473
0.31384501614379157,0.48390867908336554,0.3308603037249209,0.4990442420994271
0.3396968733641477,0.6481318225875636,0.2645322815555683,0.6156030987817083
0.38737280153221837,0.45526528016117795,0.36555186442647947,0.4599574732417023
0.286763986767466,0.7529847980849163,0.20811195435715013,0.7998598196882833
0.32669194631349396,0.7624562928640155,0.23268930980086178,0.7653104711387564
0.3350151031253216,0.7514834380971431,0.28716457853880184,0.7569674579267722
0.3884758334964409,0.5978842229316752,0.42122369979260266,0.608365286092021
0.43589308446901504,0.9064938469978954,0.16692329150114849,0.8795106407652957
0.2711148285466117,0.6347504197550677,0.2204987189626101,0.6236728730752699
0.373870188907809,0.7735570430303127,0.31716311218030235,0.8680539727955782
0.36735034761881225,0.7575922322789477,0.357836036175306,0.7603634958932354
0.3702682615128148,0.8928095516638346,0.33816101940641935,0.8900533034538702
0.3564832840402155,0.7290876613290205,0.3121595889173833,0.7470095782518265
0.31424359100045385,0.7225903696678627,0.2244383113907706,0.6972472953964468
0.4101998002990085,0.6018108519808998,0.21416383764060562,0.5617423627321286
0.3060137172923522,0.49693267986034817,0.2979459489444267,0.46991709690765193
0.31954701052413154,0.6016015809799845,0.20853089177223666,0.6004655395583438
0.35395952773502737,0.6513904620334099,0.3448363535310543,0.6476029352554711
0.40927299520128446,0.6039884613618424,0.3191635236532266,0.6137877193010948
0.3333035716860327,0.6702577439547015,0.2654609630763274,0.6584525484157917
0.3427890942065883,0.6003567167657874,0.28576132540024507,0.6367107877462439
0.32804445538813404,0.8190063681261269,0.3205288357210334,0.8119677486734664
0.3528889142675739,0.7769715787169024,0.42362640052240347,0.7959179659164388
0.3444467558814349,0.8923440188061871,0.30174103783097783,0.8755713386573942
0.3583957888179371,0.6498031283693779,0.2773108027046334,0.6455059438002768
0.4082513029606826,0.8029460299208406,0.3903972407938341,0.7862738043532231
0.3132721154518196,0.7558915523552165,0.28444176600692084,0.7398512622513999
0.3672489087100035,0.6339049012379451,0.3213623797517193,0.6608932802520557
0.31280720719897137,0.8038931056959429,0.22738927126427844,0.8418589204823382
0.34286828439327477,0.7567020013929528,0.3428682843932747,0.7567020013929537
0.333187735483366,0.6684395522243514,0.2915640343698328,0.6879353957643016
0.3348954181956449,0.6306875498970907,0.20090652459562708,0.6207942252612315
0.3258923912310425,0.6561295559751517,0.3184057895533221,0.6607570828732753
0.26631495603654476,0.6609312894467989,0.19748630453731247,0.616695885439912
0.33111396845596675,0.8020584311886826,0.290604190373837,0.7933190986227572
0.3732405463004516,0.680311216929351,0.19747223079761492,0.6442819261418782
0.3437750372622218,0.8749943227302066,0.2865808678378864,0.8717977451678826
0.35414970246781385,0.5351294519875933,0.34784352410626596,0.5534037699454762
0.3676928489056983,0.8413182392899805,0.30735203841934916,0.8075980674081356
0.3264411022337607,0.8506089820031768,0.18000799532535755,0.7203695806473123
0.40323766057640187,0.8284081182154437,0.31995033693308594,0.8476793582426871
0.37672722092478583,0.7414515021447567,0.3686483994014246,0.733223242970561
0.38355165173496264,0.6206131273764195,0.2948402989606709,0.6709662223967306
0.35508096629908703,0.7400297541290248,0.26259790108352626,0.7231292173359807
0.3484623284514895,0.7045136362292664,0.25707132318572384,0.7045999463785935
0.3386061417355314,0.6584321240596801,0.2500016537424393,0.6937484200597615
0.3297619299127781,0.5931510516076921,0.2656700597465488,0.5675575348112267
0.3842970758060863,0.5748704070003254,0.3918001681504987,0.556336176534311
0.35649269188381727,0.7614675408211147,0.3383613346096938,0.7784475212843487
0.36536154484836797,0.7135151871612149,0.3183707275814145,0.7012314707248493
0.34267034800684915,0.9455621980241181,0.36891411590780016,0.9886863913567296
0.34847024511563784,0.7549030337841872,0.30178689224764993,0.7684240330689456
0.3293472932014152,0.6069910128933176,0.2698353714689058,0.6141108853962116
0.36998866289158033,0.7756974533888511,0.17947593026536393,0.8150308703575149
0.42160748611396615,0.6731769414960777,0.3199532036436311,0.6303970046099745
0.36088805611296104,0.6773593157214919,0.2836171513550635,0.6791492301595248
0.43556191271472455,0.5777165266725128,0.2768530305018304,0.5619848729136437
0.3269395609058431,0.6687198411103451,0.2753011363403979,0.6290168857931135
0.3281922665451459,0.7335017487840918,0.2818578656901368,0.7184732241049493
0.3475657972145002,0.6589278640537239,0.3511996253154801,0.6750744198400288
0.4048086345883786,0.5101265032580385,0.3039354341805614,0.5141680224612347
0.36241013957824963,0.5626321615137334,0.3035134312267238,0.5975224400107533
0.3509350712306395,0.646867917349006,0.3032706790328739,0.6714812288943363
0.3879855899186296,0.6810063348438419,0.2753879440394791,0.6729897513818914
0.37724454275988856,0.7172564696685916,0.33607558921067066,0.6747911022004837
0.32891835245540124,0.7619855303907486,0.2508582680768956,0.7825195620676465
0.3795411499207491,0.6706837752878635,0.27254122355853017,0.6731493994229101
0.3400288013333398,0.6631841615732501,0.3861572139701223,0.6618427920245739
0.38103025706845106,0.4782890216549469,0.3048223873726817,0.47732464334091135
0.34005947508516465,0.7569380962396197,0.3050256438887242,0.7503651100022435
0.36165041022859545,0.6791606537153507,0.34303775656501734,0.6679279244743493
0.30589893146802594,0.6405447204908905,0.3499492028390152,0.6588373364432569
0.3459311895824746,0.7714613411534192,0.276839623907951,0.7601431708016702
0.3981737129596049,0.6598882255561199,0.32459334973653664,0.6628443807134319
0.3708376916353652,0.9016002659957136,0.36250793251130187,0.8994641966988643
0.3583877021093256,0.6028952551611502,0.27460147384461236,0.5875975230376324
0.35242186927503916,0.7401302859649808,0.2961853289643553,0.7303649243255651
0.43116646902183764,0.6062058042274355,0.34426853402630386,0.6102763052691169
