inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3
5.685395500508358,5.694548711579133,5.537884183884914,5.634786713781655,5.867214675571359,5.675014568444009,5.676902180619711,5.694573894937077
5.935491310806872,5.497657632515898,5.928134804404957,5.496138968786665,5.733657134430725,5.47591007851425,5.9842746603527655,5.477409198649534
6.057022229131562,5.5737507623734395,6.007446901326717,5.543416967161682,5.423695124843504,5.557161194138095,6.040212098025727,5.580351061069986
5.8375316355428275,5.630478623908118,5.864360112553288,5.627050682032592,5.8465588944337235,5.625086792533656,5.805864643801632,5.6301364181575995
5.999422175944183,5.687009375542868,6.054562083863648,5.717702710039855,5.962055854180373,5.704812494636501,5.943820512572367,5.7014254695330875
5.548441228714744,5.685350014173127,5.485391128528438,5.677983954588009,5.3081802250108545,5.6416586937834,5.446048331446164,5.715461969994289
5.87520960678542,5.670653414162917,5.846156177658323,5.697324727273882,6.077700417834688,5.722269918878822,5.823988055613331,5.688490650593057
5.549561255129753,5.683597081570439,5.570504506869128,5.6685596363706034,5.274103475498881,5.670260401484873,5.464389663643872,5.709437598319626
5.864750015131287,5.650238285692486,5.82202205067347,5.6263398435563845,5.919881975151249,5.655954084811762,5.809898775456549,5.665442286197999
5.786950666502682,5.603277897679261,5.793073568462529,5.605865213198183,4.885042565113185,5.526325435081541,5.709782819325197,5.632335107249555
5.654643717634555,5.675661686680451,5.485532861532244,5.628263231297506,5.112043002795299,5.5849791394351165,5.6488154231291094,5.673145323188483
5.6922697111086755,5.669744251772998,5.355084996216744,5.6552894028651135,4.89902429428499,5.596087174914914,5.690916859248506,5.660015426709221
5.5706166503315275,5.7226434283646,5.471757212242524,5.702001733966645,5.632732199696436,5.676318310378949,5.593296988336858,5.7145555735686235
5.446762196524741,5.853679576009723,4.959510458574574,5.819334385894391,5.274758869865891,5.798671017635958,5.374752998405244,5.874902207480349
5.801069678986245,5.661353773396638,5.752621307107615,5.653037032288932,5.459018632021955,5.6283550795373865,5.757716011520719,5.673893305950661
6.038485917557033,5.609309786246311,5.750956784514854,5.60980435374838,6.1333722659683865,5.587385530426422,5.987591948952623,5.620138777936224
5.691925536471437,5.696884722326419,5.719332230575414,5.710919642811985,5.857285740733077,5.7165232500874605,5.700542271882312,5.693298791212327
5.436717569148565,5.723693935570898,5.301226931762118,5.704737590215755,5.541013772007617,5.740249669729166,5.5336101149150325,5.717687868567523
5.8140337187382265,5.675996485727241,5.613606770744732,5.618136655594411,5.695445463739874,5.648017281521634,5.851033509283095,5.657128941584544
5.933724725800623,5.612208740478827,6.0159183278155925,5.625110827054543,5.90180346756964,5.610318341058125,5.915902818909663,5.609142154753783
5.986522385063969,5.60164489394692,5.959491707736837,5.593899435449892,5.8306823277526725,5.590961458716325,5.954513575315364,5.610331977427124
5.5496365458903,5.754104245159279,5.452392044891273,5.748648900735734,5.423696823340623,5.74207195941037,5.538690308359567,5.756639101552272
6.222140183131011,5.5210174154858,5.955628994484045,5.450101931132826,6.0765586323158844,5.494266051424106,6.231280178667678,5.520487057699576
5.505944557554045,5.711838212119454,5.090452098237624,5.650188357471294,5.794506963740753,5.675122796935935,5.462764332674185,5.726882109976353
5.703407285311334,5.704286041173018,5.183518946966425,5.687103770491154,5.570581761679332,5.7052070910289405,5.624610711827437,5.720478947185415
5.437366019660602,5.723069581397834,5.0949678542201235,5.701634433470847,5.190790934646133,5.703037465934163,5.4166927595801315,5.727235850040339
5.945125711719641,5.697330138699755,5.820449939983614,5.69065055387584,5.898619542220413,5.70886420022807,5.921996777630999,5.688801034555788
6.000727114360551,5.632180447379131,6.066634931156254,5.636031256750995,6.13299406951284,5.648148406636955,6.123336986218966,5.625684631833278
5.987849183267693,5.625698423404837,5.884322361963797,5.620904728955639,6.041043699308144,5.619176554254459,5.957893689906395,5.634664708942073
5.750366896494338,5.71400659294812,5.5069178626976685,5.677662834859262,5.491923630381013,5.687102338862237,5.769375229371911,5.70763137467891
5.722323274142184,5.655543774666099,5.790908779352399,5.659105566893542,5.647056800368734,5.642473885552386,5.74337418917543,5.637113404393483
5.731931287404407,5.739358223682011,5.846381487755352,5.7136981322978695,5.236384227566022,5.6526382370447,5.7191334142549906,5.735624191617523
5.5291752507188665,5.751920637253341,5.189115558678979,5.695378764997519,5.564897888462764,5.7442214527321855,5.515597182915714,5.748698716236923
5.65024189151465,5.754062721781105,5.54889110424634,5.764461778528061,5.530450561623891,5.720291385956673,5.631946219940767,5.758084138857059
5.732536193032112,5.644211235867475,5.5133702949309376,5.651726207476634,5.642930174107189,5.627770452846656,5.7509814059925635,5.644261758345273
5.883582980505253,5.568946131135906,5.624138418306823,5.551590045071331,5.537073219454365,5.517534568857437,5.9170643623000245,5.569446246568915
5.784647702685489,5.730909682746047,5.880813379219617,5.755959533619892,4.926878410661013,5.601672569307322,5.855550353435204,5.721983665617738
5.304658369471879,5.736343368780492,5.314162591554283,5.751516350532857,5.338504355584657,5.717371674832161,5.268702793116571,5.74229411821123
5.756463595740662,5.689747230446285,5.142660983801507,5.6486472076245615,5.46894076152658,5.628632799527546,5.739303384671311,5.692262685344767
5.567316501999733,5.711647423734818,5.496895632399357,5.719278197005051,5.382377986246409,5.7214462303974685,5.462890943486953,5.729676937918851
5.725466599015881,5.720377430988405,5.773212510601974,5.7250867295810846,5.849733652671752,5.725643222412212,5.813362389186199,5.699790883530447
5.578771049891738,5.730852918835913,5.5531730350038835,5.710552200461129,4.9448789906463855,5.592746150321604,5.685701674045406,5.7104877670824274
5.52371990395497,5.688940263731803,5.47423605614202,5.665461739124198,5.371349981073912,5.675213540743799,5.489641256360063,5.700691359693227
5.570884776864583,5.694421499215601,5.468018763497314,5.680437846910186,5.2297023458089384,5.689156513459943,5.561291028165851,5.702924312345024
5.919856863920268,5.566581951781954,6.008806080953095,5.5721025699682585,5.7639930804517014,5.552690175768886,5.9210879282291575,5.5587235865189015
5.830315918114039,5.731561598059175,5.707862439515898,5.734835114221256,5.824570199852326,5.734392728318816,5.825400905258347,5.735010877103104
5.848998199318198,5.731199530044975,5.8488044067792,5.71346463860882,5.304040791415617,5.643693249381592,5.86721578768633,5.71997702722785
5.831453365029715,5.694714236109903,5.489090363183696,5.671043854730759,5.698835141663442,5.708217916104781,5.810123169155707,5.69371324133387
5.973923593537666,5.548744003877242,5.630217247677668,5.523600147659295,5.8281604771235,5.544617444946617,5.968720367044184,5.5609604705033195
5.545491159793183,5.7766919178661915,5.440174372762846,5.777848336147805,5.620222830443373,5.755757827422805,5.6150247291168665,5.765705406323848
5.4473328677680675,5.751573038696882,5.353854196439622,5.729854114097981,5.025489378910738,5.714757279919377,5.427423833252063,5.776739395265404
5.649617539401977,5.722732725195386,5.012670607455306,5.702051080673775,5.300284251377591,5.7155123929060565,5.681518615751337,5.715166031287902
5.907546468451255,5.611920027508219,6.217195102104225,5.6440914364810215,6.28545331531515,5.672220578079978,5.82190515340633,5.6410877596348
6.195681786879346,5.577908619097281,5.8244328995339325,5.484798551078113,5.660154736462353,5.515562084662059,6.292560601602185,5.559017878614384
5.396033619126107,5.736722946971314,5.413909743188774,5.741289779139653,4.917776454996885,5.764856255091856,5.409254253607212,5.740129080173884
5.643106285498157,5.676562285784488,5.0451325221231285,5.5906985950588775,5.525816370758808,5.66699089132279,5.602411457443293,5.685125074008823
5.509364102280232,5.724752189204796,5.634114282152781,5.711945621593261,5.327737702629424,5.702616970153056,5.448653988170731,5.749042527595244
5.7828343574592,5.710075742545811,5.607427772180843,5.701735886665629,5.777696666013596,5.713469538861347,5.812287998545631,5.695884772192203
5.477915212804685,5.73022327291492,5.378310282429797,5.699103436311431,5.171684265460373,5.677211900776696,5.495163216360076,5.72732589755957
5.537272699825643,5.723817467208926,5.235822615668468,5.697139930105406,5.402519282134468,5.7286340078290205,5.568222874482593,5.721792482231685
5.612611964537522,5.748878536701488,5.745077223274951,5.760786246177574,5.731002237384468,5.739236637047554,5.651942468176971,5.743656577729002
5.860437682935201,5.604193477192712,5.920891807493976,5.602849465126363,5.624349152699825,5.590977361107032,5.862664088082954,5.599060661653047
5.674438531538804,5.752900919129004,5.696911127956977,5.756866639469593,5.754304875264217,5.756230518067233,5.736142571314057,5.739232742218453
6.010035390366281,5.64669580881602,5.924836753127276,5.631607028851649,5.91296041119915,5.615389167152008,5.893462744350932,5.67297419762702
5.582165682222156,5.769587915381147,5.456708589751269,5.760346229630874,5.152435563210217,5.784890619624615,5.543118639882305,5.786208565248446
5.900600723613932,5.661016750093564,5.877629699847926,5.663901049099117,5.579434615808484,5.640368591367357,5.8876524686122576,5.6656071876219345
5.628847223205587,5.7519245794794305,5.3030421425102565,5.697165795938465,5.47742478840716,5.72934548008354,5.61136463401339,5.757307484877462
5.669233117888817,5.715699459081349,5.407045432009023,5.656082431111938,5.339033450972208,5.681839442443087,5.689057491408045,5.716511493415206
6.325520352722178,5.495235818985453,6.292935786874748,5.4884254111099375,6.475371465038302,5.503591632489829,6.243317597633245,5.529899481430725
6.019516998891801,5.632302882479955,5.856891567285834,5.594659156011316,5.427067033398871,5.558931324105239,6.028695707875459,5.622503249589268
5.679310864208709,5.709228128840053,5.499808535954843,5.679401941310536,5.607971634367738,5.723068067320122,5.857202790858002,5.672493504025136
5.905834882087325,5.621395016318129,5.849792705034838,5.621779705611935,5.7714381508785255,5.6015742382228275,5.884070351511177,5.6534414910715025
5.12348207307926,5.870601717990048,4.908941147394014,5.844181981618783,5.065107843166032,5.812131786911946,5.115219362908423,5.879119213676994
5.659626614576366,5.714577395623177,5.296561014128553,5.6097852234711505,5.48627091040977,5.66859526400533,5.483986784795464,5.762158408936797
5.975740865277752,5.606158544553136,5.735312600999675,5.555553289923947,5.814397526868923,5.574727173121332,5.9575996023472655,5.6228971971403094
5.519888409641884,5.759705300735632,4.905861825334343,5.681945205245123,5.115707720456451,5.731565013131542,5.509884702115488,5.747608434506526
6.064428007400439,5.691257001544201,6.143344137651406,5.70295474820354,6.006842042970128,5.686945531439164,6.138636044037711,5.652947589331284
5.730414721112329,5.740235692453693,5.752153207629542,5.72315003655283,5.516764020849163,5.723953722929402,5.748564835950759,5.728202685333505
6.026953742733274,5.675565542033649,6.106378745877574,5.644620309669275,6.097924863114125,5.6816035316975135,6.0731183312267145,5.6483748843295185
5.9760630341899486,5.650866542313749,5.973205419830374,5.6045962681241575,5.692456294050958,5.604559537572372,5.941947434531384,5.653164585078579
5.513427555779181,5.744394324456083,5.484771743818461,5.745675436809751,5.294794496922602,5.694188158510529,5.552875396878955,5.727326758094973
5.733582845685535,5.675364017108728,5.712465697614686,5.684135812976615,5.673256030544897,5.69791599273208,5.793656024440752,5.662754481786933
6.170127134375035,5.558405632613673,6.105849035735753,5.554423572448584,6.076918773489707,5.550188289383698,6.187917339214785,5.546028691639928
5.92994098933357,5.664653894306027,5.929865710208087,5.664336276264642,5.66915411657976,5.648728656882543,5.906095993970611,5.663065018435833
5.697900559439791,5.709550089558559,5.694214724301945,5.716425732231524,5.191663015300948,5.664631339488507,5.736384313117515,5.670700952635621
5.846347683123162,5.665634563441473,5.33133876995825,5.627157382376161,5.849017758771733,5.65798094915886,5.774642735500443,5.691503446423362
5.943634870733065,5.592739619526846,5.555089213516001,5.554063543923305,5.467017139136209,5.572744274220565,5.944514408224836,5.590072437608503
5.773876293301062,5.709731201970332,5.359995644722247,5.704583636813609,5.147214330680033,5.67612160424564,5.842859471789126,5.687937455422014
5.456456302012807,5.790409041584555,5.28862935843356,5.762372849683198,4.937854147005838,5.697745986431382,5.433212436332364,5.8070548239404225
5.876608700407596,5.663265955510319,5.796234464047256,5.641484458384148,5.699506529252738,5.607968723075098,5.886380449608741,5.664322959314694
5.9377430623357315,5.591495180351272,5.911391102231472,5.585643460297187,5.568717556626065,5.574522257465308,5.905873228747311,5.583953488487131
5.929768471724387,5.626167694764883,5.76453505788058,5.6020388707128355,6.012722259862172,5.606344096460017,5.91744004853907,5.649683812821285
5.5685149195799895,5.751245202013422,5.530895786680949,5.746352158404507,5.430338704377558,5.714091156996377,5.619861012246034,5.751649878083122
5.703201597739343,5.571739663319848,5.419178033565773,5.5876718269529455,5.639204347712774,5.568494475759062,5.701974663808792,5.566688750271805
5.437023764173704,5.766838849209784,5.460989849281438,5.770841599408191,5.225565490716058,5.731422856723568,5.5367471486219735,5.740524572058113
6.073421948903873,5.572204641483241,6.003688472554543,5.57224495226149,6.040046301676931,5.572048129114208,6.0819978536668895,5.5546953798474075
5.623831765137648,5.710701581301751,5.565097055541937,5.710967197202428,5.422780534469702,5.693215124269656,5.628232675031319,5.723443334147673
5.982678589756746,5.597166682813944,5.372818676652335,5.548675242721945,5.90008132453704,5.583988884684805,6.0291853718064035,5.5715960071553186
5.957221355859409,5.596941288602122,5.619594725585222,5.571462625609747,5.913243926669452,5.57591040845886,5.907944461722616,5.61268736668435
6.0515300313932805,5.655155120008159,5.858988566104398,5.646667029744968,5.88025584177962,5.617523945538202,6.083216631694253,5.648955110514201
