inf0,ylag0,inf1,ylag1,inf2,ylag2
0.47047963827725114,0.8972103845320112,0.447469902176608,0.86454157732361,0.4864003937784611,0.8948339625523807
0.483559496123274,0.5904750769191383,0.4651046387477881,0.6001541869860102,0.5810174038169839,0.6032300248122937
0.6108418941991167,0.6075098401447062,0.6189479000819953,0.6319090017776349,0.6262388981604237,0.61991142297504
0.3492284650097269,0.7736782601054359,0.33574534184814786,0.7526515091598743,0.35737262779382906,0.7270273609736916
0.6363618488609099,0.8090428607092988,0.6883575961936568,0.8713349062159426,0.5838905818008285,0.8122298040165574
0.7266278754957765,0.8435168133780351,0.7060156308850816,0.8357202835505612,0.7310756534050409,0.8348276316414849
0.5908665327398672,0.8530133675918705,0.6183103600018478,0.8718904186181916,0.6091872521346894,0.8421819620823563
0.533470383300837,0.9318455379182751,0.4775993773983258,0.8893873233654086,0.5494268485661058,0.8498419100071501
0.6217804643505904,0.7858596605699676,0.6417110486605324,0.8002200835532933,0.6112340350862002,0.7994065819658221
0.6805178327793949,0.8292327871329006,0.7144694502197673,0.8292431286486468,0.7427355440984145,0.8480535038951966
0.4765184867595529,0.8561963256421551,0.47237720176019893,0.8712484848024831,0.5099697216452529,0.8512035248478171
0.6255890980829621,0.8572625413767545,0.5650036823309619,0.843128269969474,0.6205417534186267,0.8517095008908038
0.5332007065232995,0.8434314357442251,0.5181700124422147,0.8331419390141154,0.5575676348243115,0.8427874036804769
0.4292491663333673,1.047420392653831,0.45770530162808737,1.0954277710293718,0.3860571314626379,1.022235425320103
0.4763446675152313,0.6880178201556357,0.3826337651185123,0.6197713470704704,0.48323335455215627,0.6932028178775619
0.48210180707587247,0.8529296817664368,0.5601392455521161,0.8570897777162557,0.42751754712772927,0.8027121610874093
0.4301733938835768,0.9738998468746611,0.4505260362874247,0.9576705504542611,0.4355151312755434,0.9565234644865764
0.5527578038449944,0.8630961080714772,0.5531161115833864,0.862410960808589,0.5836329403511246,0.8991830528100135
0.5850786630284305,0.8562477035919513,0.5632013728732528,0.8515516404170348,0.5331332132004739,0.8393651476225646
0.5915444577689971,0.6307432012657184,0.5108376078779038,0.6403682183486732,0.5674520295213565,0.6545308903805898
0.6054073066972816,0.7530319547648863,0.6030770982903297,0.7505440641736649,0.6029227223205373,0.7253898225738478
0.5008239128442897,0.9651711043825224,0.4559325027316139,0.9547052410077772,0.4779489764513988,0.9926829002066001
0.5828656548285258,0.6288985563403405,0.530582539916846,0.577550486034793,0.5882965545458152,0.6734133388317676
0.5414961646314906,0.8657553194555712,0.5390772515303768,0.8055699965747714,0.5469781728629203,0.8776738034386267
0.4985195552393791,0.6641128387235327,0.5380663583046315,0.6895399749297388,0.4767887891081325,0.6635393890054169
0.4882510139137993,0.8139086210099185,0.5081476451735069,0.8165422827140566,0.5296017748018265,0.8346377630071269
0.3134598137229912,0.9203312670874542,0.3589158285230256,0.9293940603729238,0.30788101477723456,0.9279920767633604
0.5827778660886216,0.8714594172349103,0.5411776632480486,0.8633273962712693,0.5840149849707601,0.8578967561205525
0.5478751499320724,0.765608215474197,0.5192457709255545,0.771152161035676,0.566599189905882,0.74759334471109
0.7746979346658275,1.036638393788301,0.7731107442355067,1.0189496673953662,0.7718811994650274,1.0304108467299484
0.5228847154786492,0.69959503067454,0.6025562453893227,0.7164564057259616,0.5235335492027563,0.7173982769639258
0.8067745050016751,0.9464917182936307,0.8018968220596866,0.9671733004558203,0.771061354018082,0.9324166823639323
0.7798761847373814,0.9122505589961523,0.7664370139455727,0.9150902575657902,0.7850092225676754,0.906321377834456
0.5349990595537584,1.0872981738712522,0.5105998305268873,1.0601739879928507,0.5374439524421132,1.0809102202927519
0.5319159043964314,0.8601934971347562,0.5409612482253612,0.8802507433380435,0.5364541568558937,0.8486129455086882
0.5757176802819413,0.7943165757420804,0.5622472998428198,0.7881546017585869,0.5832733914556851,0.788700551410213
0.449144122026412,0.8555114244646616,0.38811026017757444,0.8548224428379256,0.4471340245691442,0.8746606294180566
0.3445098119722369,0.7244319079328418,0.3186128306490559,0.7205370675155662,0.3218909181784129,0.7195564145247686
