inf0,ylag0,inf1,ylag1,inf2,ylag2
0.35533850565597,0.7699076331980117,0.4450217677574139,0.7849073652050432,0.37895992595519806,0.7698899178939234
0.3127945538927631,0.4941867602431218,0.26421464556901963,0.47460805866162936,0.40379031574965385,0.5156538964707205
0.3137653594994416,0.4717813043666471,0.420068124170779,0.5142104492522278,0.3132808221283304,0.47561180958632093
0.2900344617349575,0.626038815891762,0.4635448519855668,0.6753178819764605,0.255448974053047,0.5524473066440121
0.2909834433817624,0.5758891099525457,0.3904391718310175,0.6452081262325748,0.2890696722551235,0.6014466126445297
1.0904176893803674,0.7232565593170652,0.9346996121016077,0.6906114259685749,1.102173892954231,0.712131725515792
0.49737571492180166,0.6536211822300111,0.5593789106954181,0.7144740569897738,0.5352074399822733,0.6645520468819244
0.36608563325295457,0.874945425660165,0.48292428207874794,0.8738581221908381,0.36517769266659683,0.7901273156633418
0.6391838442606254,0.6161845579357298,0.7212518795644902,0.6808920790179581,0.650261629363832,0.6336564652436284
0.6918113379686838,0.7150522706995746,0.6397909979914823,0.7588409463415338,0.8296063529819728,0.7181999948286839
0.48269387202235664,0.7237084564301253,0.36628164865665835,0.6799067405141104,0.5122067657579481,0.7170722719885725
0.37594574301696004,0.7221145612207724,0.47107970766905444,0.7267713396843529,0.4337127336870127,0.7376734290307043
0.11935127183052383,0.6710879491461573,0.20537986648744036,0.6774584424639583,0.1447669628759502,0.67811750318776
0.3299489168643664,0.7591945908821462,0.277628550242049,0.7766107017767341,0.26797276824828875,0.7280946731564418
0.41200240193573234,0.5844551708894121,0.42765632649876584,0.608523618025253,0.4713596819796869,0.5944878415069604
0.38229627441929825,0.6444655626652731,0.45691299733082447,0.5897522870098195,0.2949972270686321,0.6195629004623944
0.36369120322249804,0.817339337837938,0.5267990648067955,0.7874714829947105,0.42372943325614737,0.8025782432568116
0.6856436028957524,0.7234586122476122,0.6694705307619413,0.6882716476095989,0.7166209167579292,0.7486020387269925
0.8350513643517584,0.6866532288457816,0.9063338962683087,0.6662145649011264,0.8322887266383769,0.6870884783456026
0.6253040362985365,0.5252002528328616,0.6818527797764333,0.5483935632118757,0.6452059007889666,0.5579568122504952
0.574124087316825,0.6707056997647081,0.7165292371163389,0.6926085112282478,0.60906033091281,0.6450120711891878
0.6564604117671372,0.8114259804649351,0.393796394264992,0.7718829138064847,0.652088934901367,0.826424167282906
0.04044251349342434,0.45571029915678096,0.17349235763866877,0.5065080437309704,-0.05416997515021499,0.48821810313092917
0.8601661899440056,0.6698570922220457,0.507124314798738,0.5450916241857506,0.8467817631670576,0.6908831364056534
0.6651688727811527,0.4286983728136422,0.821613040634652,0.4614481895572484,0.7323699829085167,0.41685927875481843
0.4083499187605487,0.7345051543866936,0.5370641779290087,0.7588094966225801,0.38580997094581904,0.7708731620973963
0.5182409229090525,0.7512203051362802,0.4874750868832227,0.7957507751170299,0.5631943614933527,0.7689339949493099
0.5904161040525469,0.7269532405215755,0.7064850784775705,0.7377474805261134,0.5988855698045095,0.7111551064290287
