inf0,ylag0,inf1,ylag1
0.38503368643703995,0.8662975342204896,0.4789988255594358,0.8659271770146346
0.3218217904794524,0.4788334685070037,0.5037192446590353,0.45768779350484656
0.3346244692851241,0.5452390946188423,0.34498347466593055,0.5586862180265489
0.3179842461298573,0.6391656242213288,0.29447794023450785,0.6234527223612136
0.40502302278272,0.6195845398423505,0.40910008963542144,0.6260769113629332
0.3604596516002905,0.6408671057982063,0.3117099811462915,0.6230629397641546
0.36371171615644216,0.6720139580819423,0.33507166024297946,0.6778987060567507
0.3196403131039958,0.8620595266565712,0.3318875961823027,0.8537443830027519
0.35630585998562875,0.6435574966552904,0.32985400621329153,0.6438333107381118
0.34099165906572765,0.7610266667632215,0.13539526965094084,0.8225234592309794
0.35333525151906886,0.7334240291498555,0.16547814348312742,0.7147755154557701
0.3442338333258711,0.756587861072803,0.37337030931915666,0.7532946787522459
0.34695048610234314,0.7144863805254941,0.3071346495496783,0.6693771645413864
0.37224740317431093,0.7942161408839639,0.3190252648411685,0.8063202949832562
0.31416979708698084,0.6189852832503786,0.3861063727038837,0.5852194295457709
0.3638862316268803,0.6359002846723979,0.2727572256161408,0.6127467220260527
0.364507342377406,0.799688634693888,0.3555961564389025,0.7718183159338965
0.3303866845657858,0.6589861648854891,0.30509681341178607,0.6571768665308292
0.3336968784825554,0.6903033684661513,0.27041114638497105,0.6600670125698995
0.3208635459413477,0.549889949104391,0.3701420401225947,0.5302921508506019
0.3554173430981826,0.6753176161332424,0.44857698342485,0.6276201740075157
0.3780307932794763,0.7727912544100544,0.23689580036422372,0.7762104583991638
0.31666015818584997,0.48356160728578573,0.33686919905872353,0.4985576886703997
0.3372159774237919,0.6444364799692165,0.24507866708213363,0.6167133615580083
0.387916275252256,0.45914296999306,0.3060526873152878,0.453401867379148
0.28847114266863816,0.7537620883385073,0.181923594297612,0.7878252724446153
0.3386021082285444,0.7649717154061575,0.22725492241489043,0.7661832525862227
0.3505584522530766,0.7552816346393297,0.34238521840329367,0.752758673841316
0.38664664296734436,0.5983175512104265,0.4048434819736066,0.6086082141337011
0.4580853105900919,0.914807850395079,0.19390810686551646,0.8816936428350388
0.26136978997948374,0.6330000244251335,0.16539057050001818,0.6222053148032123
0.3998903793369152,0.76964620557204,0.4095765725091061,0.8766169981780227
0.3697411870477124,0.7549593084036688,0.3541113095648449,0.7585687818969238
0.37913571877543956,0.8984435362231571,0.34247416980608375,0.8939479483136018
0.3670590691633226,0.7326950886374815,0.3113314985900858,0.7485950956290948
0.32746190452114365,0.7226794892511716,0.25080489897601116,0.6999888870561061
0.4330513752907065,0.5960119638758852,0.2683782648773491,0.5703034486526872
0.3071932951553086,0.49594171013715055,0.2966540828036366,0.469974438626876
0.32582092656453016,0.6012434457666462,0.17921703010934167,0.60440791577191
0.3554850382908896,0.6561756578664615,0.34023392534772934,0.6517547403759391
0.4078376867021124,0.6043215611239185,0.22024435918697635,0.6276895071632065
0.33704684213431046,0.6686694001149426,0.2588782583373209,0.6604662971446184
0.3472505378147721,0.602102587196627,0.3017402935499709,0.6338640278759543
0.32484382035949316,0.8158700924659228,0.28606092635535735,0.8084393691053198
0.3502087669410965,0.7716868081526859,0.40798869531899107,0.7820440590509621
0.34759680697068035,0.8946005317547367,0.2887347570681068,0.8770338170866109
0.36767333026355475,0.6481695745625637,0.28068680463244733,0.6460572949880002
0.42147377948253517,0.8079324799988767,0.3921540352719308,0.7930835778917718
0.3219768145820504,0.7521758814822929,0.3165320651269782,0.7281859994500033
0.38238886892064283,0.6392049572713816,0.3298507016970762,0.6606532490786022
0.31791549146180276,0.8020957063838621,0.20589116451811218,0.8396211551211361
0.3508257190084715,0.760056132071102,0.3508257190084715,0.7600561320711023
0.33488428456349084,0.6697414453527792,0.28862664990719444,0.6883104098020324
0.35283910506841265,0.634634722360797,0.1936163398459224,0.6198310881508328
0.3277417590941692,0.6558098627977159,0.3088903507292133,0.6611249918461239
0.26500795031296354,0.6615035335319759,0.16642510116842513,0.6162039041623901
0.3311900606727941,0.8053643795793205,0.2779986415076004,0.7881213470668526
0.38514717973733076,0.6770278833149894,0.14418435303760666,0.643754708266834
0.357064761148488,0.87922215977476,0.29663411073127255,0.8718800229679843
0.36577265200278314,0.5323771602886751,0.38254484721166815,0.5508880913995422
0.3752039538816331,0.8327719302794859,0.302817074638712,0.8064166863128702
