inf0,inf1,inf2,inf3,inf4,inf5,inf6,inf7,inf8,inf9,,inf0,inf1,inf2,inf3,inf4,inf5,inf6,inf7,inf8,inf9
2.184288595,1.115698539,0.864242347,0.876555449,1.422928903,1.192965806,1.189769374,0.742607457,0.715079613,0.704271917,,1.991352865,0.682434171,0.242965674,0.280206643,1.257635049,0.798382156,0.833840533,0.176967793,0.202625551,0.206230456
2.17997045,-0.173081471,-0.248462465,-0.38278807,2.222228572,1.65860064,1.55200291,-0.177469452,0.226623816,-0.136343895,,,,,,,,,,,
3.169724828,1.97993063,1.988163296,2.044465143,2.69997689,2.658003649,2.470965638,2.131815491,1.898455665,2.081000183,,,,,,,,,,,
2.348874726,1.483849697,0.84665705,0.809319341,2.367689153,2.001945091,2.176048578,0.294035933,0.474067654,0.312194576,,,,,,,,,,,
2.964683469,2.001669028,1.754573976,1.688049421,2.581720037,2.33589234,2.32550539,1.242288489,1.176193078,1.409208158,,,,,,,,,,,
3.175538756,2.376131887,1.12233428,1.266397052,3.225699212,2.473970243,2.385023361,1.739344969,1.617179775,1.900463018,,,,,,,,,,,
3.65784766,2.608633239,2.384109532,2.218918577,3.000552072,2.615609789,2.511644671,2.697255363,1.743447272,2.506997135,,,,,,,,,,,
2.052922024,0.920896781,0.287344585,0.027110533,1.307425269,1.181422731,1.094008278,1.257832458,0.978894322,1.171781015,,,,,,,,,,,
3.907082932,2.379809573,2.254714553,2.253795733,3.453115795,2.660215414,2.680746169,2.580795437,2.612029552,2.591655105,,,,,,,,,,,
2.37704399,2.712353813,1.287573297,1.312764877,2.396463856,2.649073629,2.424738692,0.892837666,0.819031603,1.078882146,,,,,,,,,,,
2.552238113,1.224672795,0.375113765,0.484025992,2.139319243,1.529449854,1.541604014,0.439226067,0.272346545,0.521719985,,,,,,,,,,,
3.090654948,2.578488649,1.843936469,1.787613433,2.99218836,2.017863523,2.014028192,2.329326574,2.232330972,2.476309361,,,,,,,,,,,
2.691066176,0.863229414,0.583878312,0.514073529,3.017794263,1.78858808,1.664862528,0.611787054,1.155307547,0.548578661,,,,,,,,,,,
2.828295332,0.749328598,-0.689871432,-0.536853484,2.529633589,1.2313522,0.942523273,-0.130582632,-0.15839632,-0.261421114,,,,,,,,,,,
2.5588531,2.426988856,1.93559911,1.983387909,1.959096781,1.75055508,1.825484633,0.952924518,0.892030702,0.999370303,,,,,,,,,,,
3.865537876,3.070174417,1.507521201,1.329030493,3.85206213,3.702244507,3.666385384,1.17567203,2.005503239,1.173129537,,,,,,,,,,,
2.693375955,1.118590015,1.125563129,1.092374501,2.592119166,2.405644642,2.370370346,0.979887644,0.994158179,0.87923316,,,,,,,,,,,
2.66062632,2.009903295,1.713742806,1.475552367,2.765530259,2.467389767,2.394287126,2.041914739,1.491228861,2.011330772,,,,,,,,,,,
3.096903635,1.311077117,1.864021087,2.045061919,1.734490175,1.672348455,2.007827216,1.472950162,1.505712365,1.776575335,,,,,,,,,,,
3.682403175,3.195265599,3.506420962,3.512238734,3.52896047,3.673686566,3.676151108,2.761725241,2.921561895,2.7535522,,,,,,,,,,,
3.021869065,1.618415087,1.43835289,1.493066891,1.989800494,1.916396494,1.905830715,1.406954554,1.506647007,1.575627065,,,,,,,,,,,
3.068443703,0.941943054,0.578934026,0.808568494,2.26876146,1.422437893,1.788574364,0.81675308,0.954976265,0.894512736,,,,,,,,,,,
3.24002008,0.81019897,0.994253565,1.310402185,3.211339532,2.47150412,2.511597988,1.2369557,1.44191673,1.255624059,,,,,,,,,,,
3.050979392,1.656642547,1.368760155,1.11965027,2.487849689,1.910819777,1.876191519,1.422551944,1.601556166,1.424604618,,,,,,,,,,,
3.397148678,3.14002136,2.63562875,2.524553989,3.19561996,2.924144518,2.729389706,1.473351201,1.243533878,1.662097798,,,,,,,,,,,
2.115986668,2.080568379,1.754507804,1.766906185,1.948332313,1.75700013,1.841551445,1.346370774,1.075740638,1.302546679,,,,,,,,,,,
3.104881144,0.798313732,0.325608152,0.49108446,2.190628828,1.229632255,1.430891638,0.594021337,0.628583573,0.590568225,,,,,,,,,,,
4.015007622,3.254318423,3.613872166,3.382853592,3.790382832,4.061593932,3.968483893,3.089652415,3.111819896,3.115811703,,,,,,,,,,,
3.65937967,1.964665254,1.707161847,1.655846124,2.870485892,2.283344327,2.301074093,1.886196656,1.817894105,1.874858311,,,,,,,,,,,
2.607192477,0.404248392,-1.149139426,-1.025081434,0.593078685,-0.025123729,0.049475433,0.352266648,0.175405951,0.104011426,,,,,,,,,,,
2.738161635,1.511511656,1.293774089,1.647957214,1.205234558,0.846938484,1.130304706,1.540708795,1.546217605,1.923694623,,,,,,,,,,,
3.570777775,1.276771223,0.773804312,0.784349478,2.868696373,2.395497154,2.385581446,1.294981777,1.677022031,1.163626241,,,,,,,,,,,
3.405767552,2.74910854,2.167049633,2.044632466,2.739546232,2.238381436,2.249361278,1.798200932,1.607332833,2.009017161,,,,,,,,,,,
2.861477175,1.147327042,0.988617441,1.24590477,1.692223207,1.358696245,1.562176085,0.924215663,0.965108645,0.771376737,,,,,,,,,,,
2.300144955,0.82765673,0.752714231,0.587560856,1.711859928,1.406890068,1.193695263,0.573273717,0.347928893,0.573950187,,,,,,,,,,,
2.832822241,2.125481941,1.874699454,1.989986196,2.107422664,1.703948421,1.763705095,1.632253528,1.643435551,1.712490823,,,,,,,,,,,
3.19592439,0.267054354,-0.262603933,-0.250840192,3.16714859,2.294503666,2.175587712,-0.053759809,0.286497768,-0.310361447,,,,,,,,,,,
2.392678979,1.429575928,-0.235507407,-0.013138413,1.207353823,0.852768591,0.919567173,0.172281108,0.18873518,0.064306549,,,,,,,,,,,
2.790992447,-0.116550862,-0.554186631,-0.208423862,0.214705647,-0.309187661,0.023668927,0.02629684,0.103709644,-0.10682812,,,,,,,,,,,
4.068805045,2.765578717,2.773002307,2.831359112,3.173458661,2.664074707,2.786086669,2.633083858,2.718988744,2.777775978,,,,,,,,,,,
2.278976534,0.444862448,-0.883154947,-0.675520559,2.155663432,0.127980952,0.255345372,-0.622732514,-0.360073165,-0.535708038,,,,,,,,,,,
3.73090391,1.871736223,1.554570203,1.494624284,1.900000421,1.841991929,2.165443362,1.723735709,1.797714906,1.706735268,,,,,,,,,,,
2.770114957,1.017535006,0.769585501,1.079029629,1.969852741,1.744698776,1.66530369,0.910480886,1.071901873,0.784994259,,,,,,,,,,,
2.080921072,2.173997313,1.55755814,1.735420512,1.645517727,1.477304601,1.555057004,0.130602535,-0.05275148,0.279262986,,,,,,,,,,,
2.134688622,0.084181287,0.239830919,0.218123013,1.239087385,1.004329438,1.154727789,-0.356496103,0.266767706,-0.371881252,,,,,,,,,,,
2.809889111,1.15758357,0.215331456,0.226721454,2.711031327,2.644721277,2.589955845,0.69069276,1.5082679,0.683467136,,,,,,,,,,,
