inf0,inf1,inf2,inf3,inf4,inf5,inf6,inf7,inf8,inf9,,inf0,inf1,inf2,inf3,inf4,inf5,inf6,inf7,inf8,inf9
1.129584361,0.924383892,0.522346418,0.735591975,0.948798522,0.960878777,0.98708973,0.622161573,0.620659617,0.776366978,,0.616846325,0.388296573,0.041635562,0.048303226,0.475018596,0.437393334,0.429643586,0.176394663,0.166746548,0.162401633
1.519266421,1.349154526,0.888731535,0.934428997,1.306687575,1.133625569,1.14664496,0.78997916,1.046917606,0.761572611,,,,,,,,,,,
1.443491296,1.274127449,1.046443958,1.014459206,1.28124974,1.24677928,1.274783382,1.096394147,1.117422049,1.087533858,,,,,,,,,,,
1.364207334,1.174352047,0.821030491,0.841293831,1.094969119,1.097341085,1.128758587,0.961765499,0.971559539,0.957181804,,,,,,,,,,,
1.377347454,1.408041049,0.878897409,0.778829794,1.395444028,1.352387044,1.355401856,1.469315737,1.239590534,0.96968108,,,,,,,,,,,
2.071730147,2.031778365,1.204497039,1.216950753,1.934140581,1.893981339,1.807632116,2.04198598,1.691286875,1.949542865,,,,,,,,,,,
1.58946577,1.300831474,1.11539945,1.064032387,1.385298583,1.478549062,1.4730973,1.043363949,0.967586148,1.183857995,,,,,,,,,,,
1.533017149,1.485916062,1.473030215,1.654571785,1.259774265,1.218448869,1.287023208,1.101727009,1.181741299,1.077977216,,,,,,,,,,,
2.127965805,2.058625164,0.95485571,1.056846241,1.990910469,1.869161876,1.951108578,1.540024921,1.554425815,1.664794662,,,,,,,,,,,
1.813496948,1.526455866,1.005254946,1.016005113,1.586088822,1.683233551,1.705960658,1.284005415,1.432569363,1.279163676,,,,,,,,,,,
1.429651377,0.363859339,0.189962774,0.188836125,1.261373423,1.040889508,1.095927607,0.571365993,0.743823147,0.612512188,,,,,,,,,,,
1.588021918,1.449449604,1.799110498,1.566641731,1.319347673,1.375294352,1.23671861,1.081842218,1.171775432,1.112466879,,,,,,,,,,,
1.430601614,1.166912731,1.190715689,0.910976707,1.452315887,1.567523194,1.471289324,1.040476133,1.078034382,1.026251827,,,,,,,,,,,
1.507740166,1.263786835,0.085176551,0.096816617,1.547272656,1.608131352,1.567070558,0.894133647,0.932121506,1.048777479,,,,,,,,,,,
1.286411412,1.151238505,0.995677861,1.067414333,1.207050926,1.266131763,1.325852001,1.121430532,1.063470241,1.049699891,,,,,,,,,,,
1.711067485,1.46616015,-0.269940236,-0.011028523,0.996910322,1.063604846,1.072571387,1.036913671,1.160679701,1.049412423,,,,,,,,,,,
1.632100955,1.149841608,1.076974656,0.993051944,1.467613338,1.358675506,1.446897211,1.143096822,1.028199651,1.160573211,,,,,,,,,,,
1.693539512,1.611874919,1.333509089,1.315198165,1.69022672,1.501071436,1.563608708,1.432033196,1.29713904,1.424580217,,,,,,,,,,,
2.299147765,2.003786832,2.327834614,2.425468059,2.331936817,2.415148399,2.367896711,1.920433474,1.864977636,2.02274752,,,,,,,,,,,
1.326657154,1.374506698,0.477169905,0.497054282,1.384334019,1.331576706,1.328167032,0.888236051,1.054851174,0.832880721,,,,,,,,,,,
1.62018917,1.497313372,1.244851659,1.208902907,1.502717372,1.51257748,1.511701135,1.367386998,1.429423865,1.250170632,,,,,,,,,,,
1.452896404,1.429316282,1.631684077,1.63565501,1.549671863,1.742446378,1.680377798,0.844851499,0.989144943,0.845603706,,,,,,,,,,,
1.846985844,1.179166651,0.926275967,0.757847975,1.554735469,1.461308898,1.462187321,1.30236557,1.421657956,1.232795895,,,,,,,,,,,
1.827152461,1.372835701,1.38245833,1.296066863,1.534440638,1.302427454,1.26336464,1.146239268,1.137878235,1.163569775,,,,,,,,,,,
1.805217602,1.45742012,0.650730459,0.653779868,1.856646005,1.705116331,1.757239645,1.288197256,1.185051953,1.343504439,,,,,,,,,,,
1.344473285,1.291783015,1.203250028,1.320203779,1.358684021,1.284080695,1.39628812,1.10678401,1.115310133,1.109756294,,,,,,,,,,,
1.353116059,1.074382248,0.474331648,0.722430891,1.010471223,1.02980988,0.984342502,0.818812123,0.955285145,0.757062328,,,,,,,,,,,
1.777745819,1.209350135,1.041146512,0.736072117,1.745701197,1.729246703,1.755662895,1.367006377,1.423640243,1.295114236,,,,,,,,,,,
2.083376918,2.299521009,1.503552215,1.452461035,2.134384815,2.068020119,2.015076997,1.533105618,1.400323162,1.58051222,,,,,,,,,,,
1.938012761,1.355293102,0.47763046,0.276362794,1.338160251,1.133554178,1.165054336,1.293148027,1.367249162,1.284779921,,,,,,,,,,,
1.571819514,1.660139292,2.457673031,2.423994913,1.557656524,1.371708079,1.453552339,1.275093647,1.300177741,1.385872471,,,,,,,,,,,
2.056503081,1.942817196,1.599760146,1.647280281,1.941880433,1.854304905,1.853512985,1.550636459,1.569699809,1.596426568,,,,,,,,,,,
2.071724791,2.516361149,1.60290779,1.860349117,2.236740385,2.106598085,2.069256093,1.756900072,1.67144089,1.712090059,,,,,,,,,,,
1.076885132,0.84718589,0.422932369,0.428011259,0.809557453,0.756727188,0.781395887,0.868763297,0.843420834,0.626467078,,,,,,,,,,,
1.308781836,1.283751016,1.960729054,1.844427688,1.149442147,1.128312028,1.124205093,1.091581479,1.022596056,0.917850729,,,,,,,,,,,
1.533191147,1.348852321,1.396859754,1.290125113,1.359793909,1.07198234,1.156559643,1.178289922,1.159172834,1.150499197,,,,,,,,,,,
2.260744431,2.056474852,1.471481715,1.41903015,2.14611873,2.095971546,2.062142163,1.820196289,1.652799237,1.700620701,,,,,,,,,,,
1.24087814,1.281618444,0.021039178,0.187685879,1.176532728,1.107802729,1.152056147,1.11082218,0.727528062,1.099393538,,,,,,,,,,,
1.346192899,1.037482571,0.49128561,0.279225311,1.035421254,0.920489805,1.0279913,0.80825166,0.730595247,0.586608759,,,,,,,,,,,
