inf0,ylag0,inf1,ylag1,inf2,ylag2
0.46148703767556065,0.9011242480520978,0.4214033152776301,0.8625199150005862,0.4652430432888458,0.8965590553628766
0.5834441785041684,0.5825446546208718,0.5498050801555107,0.5363470932025841,0.6884255632583615,0.5926509205814319
0.5794741003937919,0.6093507156827903,0.5757962905110313,0.6024787638863272,0.593835052157351,0.6214787999436449
0.5116770323735703,0.7583258064731035,0.39776241958670566,0.7372940888885482,0.5287342967747903,0.7065565299053981
0.5571723252141766,0.8050234735145573,0.5420517704024205,0.7797913353551229,0.48591210271456575,0.8030125985711835
0.8480400634172636,0.7940388265327107,0.7896649540012258,0.7416467216623936,0.8656969990196415,0.779223871594997
0.5473739234724314,0.851225063297201,0.5044479616867193,0.8576314157557181,0.5219080361074535,0.8420186064753448
0.5958980678823802,0.912596359630882,0.47991414559745843,0.883732719851267,0.5954466407006774,0.8344083829054261
0.7570674366275312,0.7826849741831174,0.70767511376302,0.7409272422568238,0.7592224649628849,0.790904078304717
0.7522890923229067,0.8471367654993345,0.7642195020733555,0.8450276559384854,0.7985157597980677,0.8711593173314826
0.49226729069225844,0.8557395055936519,0.40358578749340634,0.7865283445891968,0.5260570374849017,0.8484860201141844
0.7062082385348597,0.8552804508814538,0.7097184758014133,0.8397232931617558,0.7094074035367259,0.8482985566536239
0.5170411723084454,0.843419381423796,0.41818991693009805,0.7625639307063782,0.5338647381757522,0.842909371481819
0.4810742517953064,1.03707845511804,0.4422694875109059,1.018121200615294,0.4311233940915065,1.0090964925822292
0.47475708217550194,0.6899669097086985,0.47803200956158737,0.6981168617385118,0.4877140071511098,0.6947091135447581
0.5674459694734543,0.8468964778047207,0.5444902546366533,0.8384702752502623,0.555488180238017,0.795388598239382
0.5508229822074139,0.976235246726683,0.5215252003089504,0.9654328582226444,0.5551415621955762,0.953583694926339
0.6293994157885534,0.8322789738944923,0.6311802199778549,0.8339448005087826,0.6436245502270634,0.8668419411421284
0.7481439989914056,0.8435654304960838,0.6367914823368941,0.795184114490251,0.6586831098671433,0.8298311779345622
0.5951693966148919,0.6310667916488788,0.5449834018783802,0.609724984888061,0.5792410800912463,0.6530293751339484
0.6637548155261279,0.7386763832232366,0.7110765141910026,0.7383076549718458,0.6453491636923863,0.7192362391204621
0.49043213053237905,0.9656161039715112,0.49658134972561485,0.9476351609509603,0.4802143223886839,0.9939038645221525
0.6441490961381873,0.6371586127135801,0.5618773591957978,0.5870559469791855,0.6437999283528608,0.6815002613156336
0.7048359166963137,0.809263283619513,0.6718695501732538,0.7658889746755985,0.723849975539722,0.8228902958617699
0.6588266208132871,0.6546682140574434,0.6385581473930768,0.6320057097117449,0.6212014522275644,0.6583529069792576
