inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs2,abs1
0.504062258,0.90089069,0.397256517,0.831727213,0.50934977,0.903022408,0.501685794,0.902529217,0.00934977,0.102743483
0.584847761,0.579784464,0.69171175,0.622904399,0.459494539,0.52282705,0.607720207,0.563990091,0.040505461,0.19171175
0.604951527,0.608978327,0.591087185,0.608396907,0.553700133,0.571238418,0.619995803,0.592521448,0.053700133,0.091087185
0.510651919,0.759656193,0.453492049,0.743402171,0.522987192,0.763587833,0.438747026,0.751930213,0.022987192,0.046507951
0.511184213,0.797759156,0.49154434,0.758921021,0.495806084,0.778370479,0.487796633,0.806285343,0.004193916,0.00845566
0.960686308,0.749861322,0.949496931,0.752402658,0.808544261,0.682937678,0.965356456,0.756981374,0.308544261,0.449496931
0.547651101,0.851287529,0.330936336,0.807452735,0.443601307,0.813671252,0.547899281,0.882261616,0.056398693,0.169063664
0.555989357,0.924649646,0.438650612,0.887323378,0.464278338,0.868163464,0.536452719,0.930515931,0.035721662,0.061349388
0.806675663,0.779407652,0.733003661,0.765907331,0.759637587,0.740131219,0.78060599,0.785585003,0.259637587,0.233003661
0.621168025,0.817134492,0.579589021,0.807650578,0.366639163,0.767950114,0.570599224,0.860913551,0.133360837,0.079589021
0.579863076,0.853497876,0.479598698,0.773991237,0.37624443,0.740255475,0.580170395,0.867775649,0.12375557,0.020401302
0.805572132,0.827318925,0.596902138,0.744428481,0.676334645,0.772553629,0.7897956,0.839878331,0.176334645,0.096902138
0.685237679,0.844207608,0.598924434,0.782767283,0.674018001,0.840986966,0.724622872,0.857827407,0.174018001,0.098924434
0.56115316,1.032211635,0.567805117,0.990061258,0.544312077,0.999639955,0.587468592,1.033231541,0.044312077,0.067805117
0.602734158,0.689934247,0.519458222,0.644280243,0.592564009,0.663609354,0.578892661,0.69761889,0.092564009,0.019458222
0.683789488,0.837460437,0.548801019,0.765971408,0.588686882,0.833664734,0.723562725,0.839834294,0.088686882,0.048801019
0.680416589,0.947034982,0.679183045,0.931738557,0.546975465,0.87459097,0.684660988,0.925790895,0.046975465,0.179183045
0.652139831,0.821170983,0.626525461,0.793726727,0.639119686,0.803678637,0.665027858,0.864167227,0.139119686,0.126525461
0.892075236,0.80304032,0.767014757,0.773140462,0.836032187,0.771304382,0.913580213,0.774167721,0.336032187,0.267014757
0.688436293,0.61660481,0.634116556,0.612421253,0.667934502,0.593268,0.676803419,0.642401886,0.167934502,0.134116556
0.757128285,0.740161068,0.766677837,0.735621111,0.643620615,0.754962912,0.77241276,0.765280956,0.143620615,0.266677837
0.602170361,0.955756571,0.610083253,0.92963105,0.525697548,0.898307239,0.60582761,0.964362874,0.025697548,0.110083253
0.702370428,0.622118428,0.662178769,0.584303428,0.614975378,0.568484888,0.697251049,0.60873739,0.114975378,0.162178769
0.663055308,0.807089736,0.470037578,0.721064715,0.622195541,0.773422406,0.667778046,0.817282915,0.122195541,0.029962422
0.756636066,0.646693992,0.750234188,0.626060343,0.721641637,0.664859879,0.723663065,0.660159024,0.221641637,0.250234188
0.519330052,0.812725628,0.518255536,0.812237614,0.520855902,0.803564691,0.542624991,0.818220463,0.020855902,0.018255536
0.61377677,0.894676281,0.503100873,0.875040365,0.560346985,0.861882104,0.574974948,0.895857534,0.060346985,0.003100873
0.915738057,0.807124732,0.738115305,0.714542375,0.725413339,0.735122324,0.974058537,0.795648797,0.225413339,0.238115305
0.728732019,0.74721409,0.639417957,0.692568668,0.781134784,0.756427713,0.725352827,0.736752041,0.281134784,0.139417957
0.885883094,0.986064375,0.724297596,0.933235293,0.776179994,0.958630861,0.877120188,0.989911032,0.276179994,0.224297596
