inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs
0.504062258,0.90089069,0.397256517,0.831727213,0.50839184,0.902820812,0.501685794,0.902529217,0.00839184
0.584847761,0.579784464,0.69171175,0.622904399,0.455403122,0.518753925,0.607720207,0.563990091,0.044596878
0.604951527,0.608978327,0.591087185,0.608396907,0.552035586,0.569912677,0.619995803,0.592521448,0.052035586
0.510651919,0.759656193,0.453492049,0.743402171,0.510254018,0.73354278,0.438747026,0.751930213,0.010254018
0.511184213,0.797759156,0.49154434,0.758921021,0.455291135,0.720924763,0.487796633,0.806285343,0.044708865
0.960686308,0.749861322,0.949496931,0.752402658,0.805047175,0.681017528,0.965356456,0.756981374,0.305047175
0.547651101,0.851287529,0.330936336,0.807452735,0.437334429,0.810927982,0.547899281,0.882261616,0.062665571
0.555989357,0.924649646,0.438650612,0.887323378,0.457985561,0.86530486,0.536452719,0.930515931,0.042014439
0.806675663,0.779407652,0.733003661,0.765907331,0.757622037,0.737686554,0.78060599,0.785585003,0.257622037
0.621168025,0.817134492,0.579589021,0.807650578,0.360167559,0.766423465,0.570599224,0.860913551,0.139832441
0.579863076,0.853497876,0.479598698,0.773991237,0.368742283,0.737035753,0.580170395,0.867775649,0.131257717
0.805572132,0.827318925,0.596902138,0.744428481,0.672142279,0.771290912,0.7897956,0.839878331,0.172142279
0.685237679,0.844207608,0.598924434,0.782767283,0.674006012,0.841064065,0.724622872,0.857827407,0.174006012
0.56115316,1.032211635,0.567805117,0.990061258,0.539803153,0.999911636,0.587468592,1.033231541,0.039803153
0.602734158,0.689934247,0.519458222,0.644280243,0.591023725,0.663137885,0.578892661,0.69761889,0.091023725
0.683789488,0.837460437,0.548801019,0.765971408,0.614289962,0.780982993,0.723562725,0.839834294,0.114289962
0.680416589,0.947034982,0.679183045,0.931738557,0.536154406,0.87135597,0.684660988,0.925790895,0.036154406
0.652139831,0.821170983,0.626525461,0.793726727,0.645681285,0.806835515,0.665027858,0.864167227,0.145681285
0.892075236,0.80304032,0.767014757,0.773140462,0.830743263,0.770938448,0.913580213,0.774167721,0.330743263
0.688436293,0.61660481,0.634116556,0.612421253,0.667248268,0.592414024,0.676803419,0.642401886,0.167248268
0.757128285,0.740161068,0.766677837,0.735621111,0.63790153,0.753753475,0.77241276,0.765280956,0.13790153
0.602170361,0.955756571,0.610083253,0.92963105,0.515020772,0.893137122,0.60582761,0.964362874,0.015020772
0.702370428,0.622118428,0.662178769,0.584303428,0.612560948,0.567829107,0.697251049,0.60873739,0.112560948
