inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs
0.55423323,0.897762578,0.336948195,0.800457435,0.352248883,0.805689512,0.558220126,0.899521511,0.147751117
0.680121821,0.558636314,0.709119174,0.575427616,0.480451671,0.507860347,0.691633227,0.543635963,0.019548329
0.560446305,0.607220645,0.56226908,0.597939962,0.520950658,0.602160849,0.583146431,0.591598668,0.020950658
0.552098822,0.757226568,0.510089522,0.720769677,0.535258587,0.752161133,0.475706947,0.750335615,0.035258587
0.790654625,0.783566353,0.638658301,0.726386954,0.766539838,0.768666091,0.745219736,0.796531452,0.266539838
0.967946832,0.732789897,0.865166554,0.725170471,0.759637339,0.706747094,0.967140373,0.74676454,0.259637339
0.748223953,0.84769756,0.511044039,0.779223522,0.353671681,0.713832255,0.7555965,0.877703799,0.146328319
0.518742563,0.933718568,0.472110215,0.932032733,0.404247165,0.920891817,0.486841112,0.943592025,0.095752835
0.834691736,0.79695633,0.642587691,0.678714764,0.81222945,0.754397072,0.80679996,0.802507339,0.31222945
0.69579106,0.80527514,0.652428805,0.791965894,0.473465262,0.747538263,0.635144396,0.849929905,0.026534738
0.540839785,0.853641003,0.38111597,0.742021181,0.307332342,0.717914592,0.543678295,0.867841182,0.192667658
0.822412533,0.834743928,0.643221432,0.783309237,0.620618587,0.770195484,0.821163731,0.845994639,0.120618587
0.780190722,0.84341551,0.57748436,0.752680808,0.788690685,0.836282122,0.837894463,0.857114041,0.288690685
0.702672556,1.018659518,0.509415538,0.879764817,0.542508691,0.931627574,0.697254554,1.019584754,0.042508691
0.525828747,0.691203618,0.427096649,0.667552488,0.520526496,0.656306883,0.489425054,0.699073408,0.020526496
0.72894747,0.838875677,0.458744364,0.714553084,0.73047649,0.832471818,0.752601512,0.843273219,0.23047649
0.750153219,0.948297424,0.612427591,0.874506024,0.684694631,0.917099501,0.76325035,0.928351069,0.184694631
0.692788239,0.809966505,0.593453924,0.761131879,0.58900699,0.697072475,0.69956103,0.855276948,0.08900699
0.869573529,0.804035274,0.637295541,0.732432988,0.784753001,0.757651757,0.896013185,0.774017696,0.284753001
0.732042175,0.618007208,0.678644771,0.58989469,0.635435099,0.589674491,0.713284068,0.644708634,0.135435099
0.938864639,0.751920281,1.006213362,0.768353322,0.851612851,0.765253794,0.937453363,0.777756894,0.351612851
0.791025164,0.925628429,0.79638099,0.895553909,0.703443605,0.901437333,0.792558907,0.933347764,0.203443605
0.595304028,0.625857191,0.547876281,0.616561533,0.396509772,0.536134598,0.606082452,0.614512456,0.103490228
0.74819084,0.767581305,0.266292034,0.582677797,0.727419089,0.732480666,0.740545286,0.778076235,0.227419089
0.82169184,0.647657426,0.539758251,0.560373393,0.725197751,0.593181854,0.786545233,0.661107971,0.225197751
0.612270686,0.819022483,0.601330299,0.806394625,0.4975138,0.769878238,0.634322741,0.825495685,0.0024862
0.582123756,0.906252589,0.532566569,0.907809006,0.601505836,0.897296753,0.536474223,0.905213225,0.101505836
0.913845445,0.830065027,0.640911745,0.746428998,0.783385656,0.778848507,0.977237322,0.814187611,0.283385656
0.707379291,0.758149259,0.618529841,0.748354764,0.624992253,0.710128388,0.695518673,0.748946198,0.124992253
0.948467078,0.987509834,0.880136207,0.969184204,0.700074828,0.95378472,0.955280632,0.989797446,0.200074828
