inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs
0.504062258,0.90089069,0.397256517,0.831727213,0.508443662,0.902869576,0.501685794,0.902529217,0.008443662
0.584847761,0.579784464,0.69171175,0.622904399,0.425787667,0.528678877,0.607720207,0.563990091,0.074212333
0.604951527,0.608978327,0.591087185,0.608396907,0.552145592,0.570009124,0.619995803,0.592521448,0.052145592
0.510651919,0.759656193,0.453492049,0.743402171,0.523463362,0.738909496,0.438747026,0.751930213,0.023463362
0.511184213,0.797759156,0.49154434,0.758921021,0.459462129,0.738232546,0.487796633,0.806285343,0.040537871
0.960686308,0.749861322,0.949496931,0.752402658,0.805032111,0.681077419,0.965356456,0.756981374,0.305032111
0.547651101,0.851287529,0.330936336,0.807452735,0.43770752,0.811100095,0.547899281,0.882261616,0.06229248
0.555989357,0.924649646,0.438650612,0.887323378,0.458163938,0.865335305,0.536452719,0.930515931,0.041836062
0.806675663,0.779407652,0.733003661,0.765907331,0.743954802,0.734959411,0.78060599,0.785585003,0.243954802
0.621168025,0.817134492,0.579589021,0.807650578,0.360469672,0.766505117,0.570599224,0.860913551,0.139530328
0.579863076,0.853497876,0.479598698,0.773991237,0.369113979,0.737185493,0.580170395,0.867775649,0.130886021
0.805572132,0.827318925,0.596902138,0.744428481,0.672531022,0.771479224,0.7897956,0.839878331,0.172531022
0.685237679,0.844207608,0.598924434,0.782767283,0.674002753,0.84105874,0.724622872,0.857827407,0.174002753
0.56115316,1.032211635,0.567805117,0.990061258,0.526610092,1.011079148,0.587468592,1.033231541,0.026610092
0.602734158,0.689934247,0.519458222,0.644280243,0.591103214,0.663163116,0.578892661,0.69761889,0.091103214
0.683789488,0.837460437,0.548801019,0.765971408,0.632555715,0.775134755,0.723562725,0.839834294,0.132555715
0.680416589,0.947034982,0.679183045,0.931738557,0.5372212,0.8715548,0.684660988,0.925790895,0.0372212
0.652139831,0.821170983,0.626525461,0.793726727,0.644544114,0.806652231,0.665027858,0.864167227,0.144544114
0.892075236,0.80304032,0.767014757,0.773140462,0.830809473,0.770753711,0.913580213,0.774167721,0.330809473
0.688436293,0.61660481,0.634116556,0.612421253,0.667318121,0.592450962,0.676803419,0.642401886,0.167318121
0.757128285,0.740161068,0.766677837,0.735621111,0.639336688,0.754051529,0.77241276,0.765280956,0.139336688
