inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs
0.504062258,0.90089069,0.397256517,0.831727213,0.509128365,0.903031482,0.501685794,0.902529217,0.009128365
0.584847761,0.579784464,0.69171175,0.622904399,0.453684033,0.523830207,0.607720207,0.563990091,0.046315967
0.604951527,0.608978327,0.591087185,0.608396907,0.552899675,0.570727547,0.619995803,0.592521448,0.052899675
0.510651919,0.759656193,0.453492049,0.743402171,0.524989398,0.739491794,0.438747026,0.751930213,0.024989398
0.511184213,0.797759156,0.49154434,0.758921021,0.467602519,0.762170072,0.487796633,0.806285343,0.032397481
0.960686308,0.749861322,0.949496931,0.752402658,0.806454778,0.681801408,0.965356456,0.756981374,0.306454778
0.547651101,0.851287529,0.330936336,0.807452735,0.440403267,0.812317256,0.547899281,0.882261616,0.059596733
0.555989357,0.924649646,0.438650612,0.887323378,0.460684812,0.86603706,0.536452719,0.930515931,0.039315188
0.806675663,0.779407652,0.733003661,0.765907331,0.734506893,0.753092623,0.78060599,0.785585003,0.234506893
0.621168025,0.817134492,0.579589021,0.807650578,0.363135312,0.767145309,0.570599224,0.860913551,0.136864688
0.579863076,0.853497876,0.479598698,0.773991237,0.372239177,0.738516852,0.580170395,0.867775649,0.127760823
0.805572132,0.827318925,0.596902138,0.744428481,0.674004554,0.771817439,0.7897956,0.839878331,0.174004554
0.685237679,0.844207608,0.598924434,0.782767283,0.673984391,0.841017103,0.724622872,0.857827407,0.173984391
0.56115316,1.032211635,0.567805117,0.990061258,0.545962238,1.025526656,0.587468592,1.033231541,0.045962238
0.602734158,0.689934247,0.519458222,0.644280243,0.591740744,0.663357384,0.578892661,0.69761889,0.091740744
0.683789488,0.837460437,0.548801019,0.765971408,0.626196862,0.831781509,0.723562725,0.839834294,0.126196862
0.680416589,0.947034982,0.679183045,0.931738557,0.541484515,0.872826305,0.684660988,0.925790895,0.041484515
0.652139831,0.821170983,0.626525461,0.793726727,0.643108911,0.805359673,0.665027858,0.864167227,0.143108911
0.892075236,0.80304032,0.767014757,0.773140462,0.833322387,0.77088729,0.913580213,0.774167721,0.333322387
0.688436293,0.61660481,0.634116556,0.612421253,0.668429149,0.592717839,0.676803419,0.642401886,0.168429149
0.757128285,0.740161068,0.766677837,0.735621111,0.640500753,0.754315806,0.77241276,0.765280956,0.140500753
0.602170361,0.955756571,0.610083253,0.92963105,0.519414457,0.895546232,0.60582761,0.964362874,0.019414457
0.702370428,0.622118428,0.662178769,0.584303428,0.613719858,0.568106584,0.697251049,0.60873739,0.113719858
0.663055308,0.807089736,0.470037578,0.721064715,0.610536943,0.757746663,0.667778046,0.817282915,0.110536943
0.756636066,0.646693992,0.750234188,0.626060343,0.761525646,0.626961885,0.723663065,0.660159024,0.261525646
0.519330052,0.812725628,0.518255536,0.812237614,0.520734147,0.803507163,0.542624991,0.818220463,0.020734147
0.61377677,0.894676281,0.503100873,0.875040365,0.554378867,0.861276764,0.574974948,0.895857534,0.054378867
0.915738057,0.807124732,0.738115305,0.714542375,0.719773603,0.733402346,0.974058537,0.795648797,0.219773603
