inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs
0.471588293,0.901093795,0.394279514,0.840551225,0.376569489,0.829438985,0.472624155,0.902723867,0.123430511
0.588247711,0.583731827,0.599906069,0.530802456,0.618211982,0.591916365,0.604300606,0.569078587,0.118211982
0.555922444,0.607314624,0.501924461,0.611371198,0.528196466,0.571690096,0.572097767,0.590136817,0.028196466
0.505926622,0.759304728,0.427720153,0.729498495,0.423928683,0.699199924,0.458996637,0.755106028,0.076071317
0.606498224,0.805479698,0.578886927,0.7929559,0.625707671,0.802220797,0.615993813,0.817470564,0.125707671
0.900781609,0.762931568,0.801334981,0.713519348,0.87155803,0.747828981,0.903265318,0.769029802,0.37155803
0.559873178,0.847086441,0.478081294,0.848982324,0.49425072,0.818733042,0.5443446,0.879127814,0.00574928
0.614428097,0.908699945,0.518604931,0.868787599,0.628955341,0.916077011,0.593510398,0.913209694,0.128955341
0.754183807,0.802705867,0.763002111,0.795284805,0.735278109,0.768175613,0.722289549,0.806517994,0.235278109
0.773712703,0.82854952,0.780771342,0.836598388,0.726606309,0.814388025,0.747820079,0.865744356,0.226606309
0.522244464,0.851108587,0.440230166,0.806888622,0.445927147,0.802021014,0.53051411,0.863900218,0.054072853
0.677421979,0.841208921,0.566832014,0.752227733,0.649483559,0.793248566,0.656417587,0.854248566,0.149483559
0.541088043,0.843738605,0.439688698,0.784152958,0.457283969,0.733810582,0.545334502,0.856833867,0.042716031
0.489892938,1.036657763,0.479219837,1.019406396,0.516145076,1.011754459,0.481383828,1.037237988,0.016145076
0.495129996,0.690737296,0.450205512,0.701574035,0.40918346,0.654624779,0.46885558,0.6981419,0.09081654
0.566489169,0.845211315,0.407688558,0.754378522,0.395061792,0.723488584,0.580560972,0.8453073,0.104938208
0.609556013,0.960889486,0.570106595,0.924960257,0.58435822,0.973373784,0.595110726,0.942345184,0.08435822
0.636401044,0.830179709,0.604674637,0.785802295,0.533687929,0.756119891,0.628111812,0.877111507,0.033687929
0.760345891,0.838206116,0.677304936,0.867289951,0.678707779,0.772682091,0.758981526,0.81460459,0.178707779
0.645358528,0.613204385,0.589560567,0.598892571,0.638617777,0.585834773,0.63963587,0.640482821,0.138617777
0.663611049,0.737816166,0.647314511,0.739939746,0.670537545,0.723128695,0.648355416,0.765450486,0.170537545
0.536968271,0.961384771,0.570564555,0.968890463,0.473985406,0.88114893,0.526925932,0.971061077,0.026014594
0.747228193,0.634283749,0.703524957,0.595523169,0.691316138,0.579922021,0.753881626,0.620561289,0.191316138
0.726908773,0.793816054,0.620441338,0.720058105,0.765101111,0.73677172,0.739989203,0.801020148,0.265101111
0.647086889,0.652264209,0.665822032,0.656460778,0.610467867,0.55416579,0.611455735,0.668109137,0.110467867
0.488637534,0.813973579,0.460158689,0.817283092,0.466667847,0.777174514,0.500861561,0.818797116,0.033332153
0.508338776,0.913288588,0.33439178,0.837529788,0.441509844,0.875551662,0.502843068,0.908513459,0.058490156
0.675384709,0.843400308,0.633235463,0.858235459,0.561608274,0.813748238,0.717143703,0.829394681,0.061608274
0.789297512,0.733356762,0.721273463,0.689887383,0.750481789,0.710040701,0.764408516,0.72544327,0.250481789
0.770673496,1.017131174,0.681212041,0.996577087,0.547755688,0.884659921,0.76779458,1.018816695,0.047755688
0.58653253,0.692708907,0.585953896,0.727633548,0.604528271,0.690377926,0.576798615,0.702023857,0.104528271
