inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs0,abs1,abs2,abs3
1.670501056,1.38277263,1.044073077,1.286772135,1.667247969,1.389180553,1.659471534,1.387742027,0.670501056,0.044073077,0.667247969,0.659471534
1.771699546,1.164148109,1.791844752,1.161526699,1.666121348,1.15049347,1.801433763,1.14295525,0.771699546,0.791844752,0.666121348,0.801433763
1.796147579,1.337910913,1.67144591,1.268006404,1.32843911,1.212960312,1.802787102,1.33858544,0.796147579,0.67144591,0.32843911,0.802787102
1.716861145,1.390300741,1.678424958,1.377714386,1.597098212,1.349831939,1.662399956,1.385640445,0.716861145,0.678424958,0.597098212,0.662399956
1.707655177,1.47037422,1.525801276,1.439983526,1.654209528,1.483149133,1.664244075,1.486716725,0.707655177,0.525801276,0.654209528,0.664244075
1.674615119,1.342992993,1.594717697,1.340483136,1.545195624,1.314314761,1.63769448,1.363035931,0.674615119,0.594717697,0.545195624,0.63769448
1.740215387,1.438113667,1.751802646,1.448952613,1.313687976,1.362000467,1.737671855,1.447908481,0.740215387,0.751802646,0.313687976,0.737671855
1.36345123,1.492421989,1.249954384,1.472472261,1.118991064,1.458226454,1.311989465,1.506924207,0.36345123,0.249954384,0.118991064,0.311989465
1.83490275,1.376748139,1.668045579,1.292378364,1.804261612,1.370864974,1.804109816,1.390899321,0.83490275,0.668045579,0.804261612,0.804109816
1.713799597,1.345287401,1.642493408,1.335484853,1.323539795,1.258349258,1.656235707,1.381948829,0.713799597,0.642493408,0.323539795,0.656235707
1.613699923,1.424412912,1.213757896,1.27955809,1.207723564,1.265675498,1.609960655,1.428982567,0.613699923,0.213757896,0.207723564,0.609960655
1.6097562,1.415849034,1.168463666,1.295729899,1.580782836,1.406280042,1.594536688,1.413943931,0.6097562,0.168463666,0.580782836,0.594536688
1.606779717,1.394621788,1.262369181,1.333389526,1.402298469,1.330765305,1.649527777,1.375939021,0.606779717,0.262369181,0.402298469,0.649527777
1.576712904,1.627385731,1.282879466,1.518311907,1.532055274,1.621221076,1.515327308,1.650457987,0.576712904,0.282879466,0.532055274,0.515327308
1.73574915,1.360991491,1.386014911,1.316778784,1.718819007,1.336550499,1.705020999,1.372220989,0.73574915,0.386014911,0.718819007,0.705020999
1.916424087,1.303415985,1.661016866,1.289832708,1.951485568,1.272170326,1.892977711,1.312703345,0.916424087,0.661016866,0.951485568,0.892977711
1.508828076,1.551288626,1.336434393,1.488305853,1.255802862,1.47823511,1.532552552,1.533386556,0.508828076,0.336434393,0.255802862,0.532552552
1.481479551,1.434685081,1.439504936,1.410432001,1.379523237,1.36694029,1.503681887,1.46286147,0.481479551,0.439504936,0.379523237,0.503681887
1.709082761,1.371326428,1.20103457,1.314291688,1.617967012,1.342865249,1.760584822,1.328395336,0.709082761,0.20103457,0.617967012,0.760584822
1.755756378,1.300803685,1.767391605,1.292714944,1.765942478,1.278216406,1.729736361,1.308803805,0.755756378,0.767391605,0.765942478,0.729736361
1.897740135,1.284552857,1.954356846,1.294789676,1.690143142,1.278534655,1.860401438,1.304381418,0.897740135,0.954356846,0.690143142,0.860401438
1.584004976,1.525518491,1.458610077,1.504279013,1.466626342,1.488033135,1.571807121,1.533103189,0.584004976,0.458610077,0.466626342,0.571807121
1.89121594,1.236263699,1.575572517,1.198118626,1.396129465,1.14651569,1.903016498,1.236952038,0.89121594,0.575572517,0.396129465,0.903016498
1.485232815,1.434059891,0.980022529,1.295409244,1.649051116,1.414218612,1.456648721,1.451582728,0.485232815,0.019977471,0.649051116,0.456648721
1.694799708,1.41212971,1.063034885,1.301451419,1.584752404,1.3323799,1.635868407,1.426208186,0.694799708,0.063034885,0.584752404,0.635868407
1.43914007,1.433529925,0.984805734,1.357801676,1.117710724,1.381719578,1.437242036,1.431604835,0.43914007,0.015194266,0.117710724,0.437242036
