0,1,2,3,4,5,6,7
0.04696803,-0.0009885803,-0.2592189,-0.045365214,0.040909227,-0.0058866767,-0.25531477,-0.037272766
0.011485361,-0.006062392,-0.12823775,0.0036067422,0.02662747,-0.003517177,-0.29562503,-0.017969837
0.033297244,0.0031243488,-0.279255,-0.020368027,0.035050217,-0.0052098506,-0.26887414,-0.02613547
0.031154044,0.0074861683,-0.2874283,-0.028061269,0.03486812,-0.0077486886,-0.23207246,-0.031096676
0.030985693,-0.013124444,-0.21195629,-0.02691409,0.035446916,-0.007592585,-0.27529654,-0.032965392
0.04455542,0.0034366734,-0.32884356,-0.045612775,0.035528023,-0.005438665,-0.25819364,-0.031897645
0.03483712,-0.008487131,-0.20233765,-0.027996104,0.036675185,-0.010067089,-0.27806687,-0.03209472
0.0286992,0.006257262,-0.22690603,-0.02356729,0.03637353,-0.01169695,-0.23940487,-0.03383309
0.032907464,-0.017276004,-0.31020144,-0.032763116,0.036907014,-0.013426826,-0.23678054,-0.034161206
0.04190363,0.0039562806,-0.32822564,-0.034935836,0.038687527,-0.0066720173,-0.27153566,-0.032671385
0.016897123,0.010515012,-0.11480358,0.0064037517,0.026965702,0.0023165368,-0.21471338,-0.013375831
0.0402885,-0.0043626875,-0.30834064,-0.03910455,0.038395192,-0.004581101,-0.2984264,-0.03368066
0.022860521,0.0030303448,-0.080532104,-0.00520668,0.027452257,-0.00048234648,-0.21126609,-0.01442988
0.042053707,-0.008303434,-0.1588743,-0.035818163,0.04034855,-0.0065941364,-0.24975358,-0.036645748
0.04616012,-0.027300848,-0.25408295,-0.04827623,0.041709986,-0.016132025,-0.29040816,-0.04103631
0.033392362,-0.0044492,-0.18876007,-0.026259255,0.03778989,-0.0059228023,-0.28665155,-0.033921864
0.036615036,-0.012872342,-0.22090867,-0.026183194,0.037303437,-0.009298498,-0.2530809,-0.030714707
0.041186996,0.0076747797,-0.28209588,-0.034002624,0.034518182,8.943065e-05,-0.2856159,-0.027570728
0.041460577,-0.031407036,-0.16580024,-0.038285024,0.038721297,-0.01116603,-0.33291152,-0.037143555
0.020229053,-0.0036101379,-0.15121737,-0.0052507734,0.02903367,-0.0035353818,-0.22645377,-0.017578382
0.040891275,-0.0031784438,-0.19782183,-0.037558746,0.039250154,-0.0056954036,-0.27850074,-0.03678335
0.046976276,-0.0122662075,-0.3227854,-0.04809837,0.035912648,-0.0044798143,-0.26575807,-0.02858984
0.04833706,0.0015968345,-0.26034674,-0.048813477,0.040568925,-0.006241358,-0.249392,-0.038734507
0.044448577,-0.012586061,-0.33275244,-0.04296386,0.03499543,-0.009335181,-0.2919682,-0.030891329
0.03259852,-0.020646468,-0.27390417,-0.030778576,0.03531859,-0.01018289,-0.28126076,-0.0311237
0.049491115,0.0041514486,-0.38292155,-0.048038386,0.03755577,-0.008120714,-0.25464857,-0.032727208
0.041399315,-0.04114816,-0.27627984,-0.044138297,0.03988751,-0.014497808,-0.31057692,-0.038549524
0.035143513,-0.008657977,-0.4223741,-0.03553961,0.03529107,-0.011828017,-0.2842206,-0.031728834
0.036482234,-0.023462312,-0.15886518,-0.033642072,0.041768253,-0.0055675907,-0.32505772,-0.0379241
0.055472117,-0.018537307,-0.31286588,-0.059755556,0.04042971,-0.0036026137,-0.2968524,-0.03797869
0.041630853,-0.014499862,-0.3557451,-0.044401065,0.03804285,-0.008637699,-0.27878425,-0.035640467
0.035535395,-0.003665436,-0.1645405,-0.024557613,0.033571545,0.004050046,-0.28163263,-0.023148816
0.03422432,0.0035803095,-0.17783657,-0.015876554,0.029684085,0.0019354362,-0.2039969,-0.014643094
0.03049305,0.0046747625,-0.12972066,-0.013945011,0.03399948,0.00387629,-0.26284447,-0.02190781
0.040516067,-0.012215801,-0.33209065,-0.039004322,0.038331605,-0.009756605,-0.27574944,-0.03416708
-0.008395124,0.04108081,0.08378962,0.0712699,0.016608706,0.012183573,-0.2078627,0.010865884
0.043913193,-0.0033713207,-0.40850773,-0.044094272,0.040681083,-0.009026684,-0.3140096,-0.037850708
0.052551534,-0.009677976,-0.24825153,-0.05426034,0.044584885,-0.010678955,-0.2613202,-0.043723214
0.035800762,0.001643654,-0.21330765,-0.029813267,0.038641118,-0.0079304995,-0.25853533,-0.034969535
0.040333666,-0.006416939,-0.069595605,-0.02883312,0.03966478,-0.0039518974,-0.2424651,-0.033035297
0.03445282,-0.008410059,-0.16719648,-0.026575813,0.038183894,-0.008025746,-0.29591715,-0.034919273
0.0037189797,0.013957672,-0.15924308,0.032271333,0.025201917,0.00051485037,-0.20165356,-0.009202484
0.044830013,-0.0018317997,-0.24157193,-0.042824335,0.035255656,0.0015942386,-0.23096298,-0.026519451
