z,zn,y0,y1,influence_true,influence_0
0.15416284237967237,0.2565472890581957,-0.5861730159860195,0.054482742138642404,0.25,0.25
0.7400496965154048,0.5663150148455586,0.8872529081969509,1.886589664992633,0.6,0.6
0.26331501518513467,0.2839771879734388,-0.2476106562085606,0.47025744065514635,0.3333333333333333,0.3333333333333333
0.5337393933802977,0.48973230326643413,-0.6071284407776957,-0.3237568644165637,0.6,0.6
0.014574962485419674,0.3028837432309722,-1.3232079149423845,-0.43206153548236476,0.5,0.5
0.918747008099885,0.7036058848135059,-0.20164424121517588,0.8386309856695761,0.8888888888888888,0.8888888888888888
0.9007148541170122,0.7496347659381992,-0.46118639255759764,1.1920920006255509,0.75,0.75
0.03342142762634459,0.2331997163404457,-0.4403063600741851,-0.13366543419260288,0.3333333333333333,0.3333333333333333
0.9569493362751168,0.7431607493559362,1.7496946290345115,3.0031530260231527,0.7,0.7
0.13720932135607644,0.28540296668723203,-0.4526969730837214,1.5204220457668134,0.4,0.4
0.28382835295794584,0.40256911523724115,-0.32200473166541776,0.2013737000508945,0.5384615384615384,0.5384615384615384
0.6060831843588289,0.5407809799318226,-0.6154172945257812,0.7824499421564821,0.5555555555555556,0.5555555555555556
0.9442251360530421,0.7394101323021922,0.29215625670403017,2.284359451761353,0.5,0.5
0.852735541109285,0.6207821569942663,-0.17307836645225827,0.6435013455394907,0.5714285714285714,0.5714285714285714
0.002259233518513537,0.3588290137110701,-0.4789913708803778,0.39444604835712654,0.2,0.2
0.5212260272202929,0.3944340792394907,0.5237257821131173,1.1377230693454026,0.15384615384615385,0.15384615384615385
0.5520376332645666,0.4074518069993358,0.3888445551324642,2.0185684983141887,0.5714285714285714,0.5714285714285714
0.4853774136627097,0.3711868351399286,-0.9304685909030459,-0.5020257505932704,0.4,0.4
0.7681341540644223,0.6522443506791304,-0.05949149257434089,0.9307196630659896,0.7368421052631579,0.7368421052631579
0.1607167531255701,0.3442536421246443,-1.6401932044484098,-0.37457822650699624,0.5,0.5
0.7645604503388788,0.623129193697338,0.6370541125938489,2.037166099437629,0.38461538461538464,0.38461538461538464
0.020809797952066167,0.24876904412551726,-0.8939440668481731,-0.34916572577253563,0.45454545454545453,0.45454545454545453
0.13521017836911686,0.3370331759501782,-0.22949340518188732,0.7260973298580654,0.5,0.5
0.11627301740168983,0.18828020806566081,-0.4389347182181889,0.19100463173883175,0.25,0.25
0.30989758449002924,0.43506919568963426,0.32489529134617334,0.4951127582278586,0.4375,0.4375
0.6714526452120027,0.6161120200972039,0.6025041486115308,0.6672900541251219,0.5,0.5
0.4712297782500141,0.3449247158849807,0.3381388845627272,0.39706183618660607,0.42857142857142855,0.42857142857142855
0.8161682980460269,0.7083984082948291,0.9311924224871557,1.4686982103867188,0.6153846153846154,0.6153846153846154
0.28958678353055356,0.44115901945769853,-0.8114940961465695,-1.2740319279888594,0.35714285714285715,0.35714285714285715
0.7331259776126706,0.6306946459480199,0.2380495830413646,0.8974601705712363,0.25,0.25
0.7026223552552463,0.6590130712774331,-0.4154275802433536,0.5229926146047117,0.5,0.5
0.32756947626342303,0.3830057993500715,0.12326650210695017,0.7494132091378182,0.3181818181818182,0.3181818181818182
0.3346475291060558,0.40380195030826477,0.6582763282543832,1.7879118315683145,0.6875,0.6875
0.9780580790165189,0.7654794078894886,1.3107766004231753,2.9537981353058,0.8571428571428571,0.8571428571428571
0.6245821117353524,0.5047167684726128,-0.03993822457250479,0.7576918481169046,0.3,0.3
0.9503135246995253,0.7579972659799599,0.48766415206255376,2.1412703807307163,0.6666666666666666,0.6666666666666666
0.7674756506204887,0.540153580995564,0.13390289255572185,0.958332180019428,0.5555555555555556,0.5555555555555556
0.8250092532147735,0.6379368338589209,0.6977289965756923,1.9305159883400504,0.7647058823529411,0.7647058823529411
0.40664030180666166,0.43240150111874004,0.2082383909021201,1.1325868657790228,0.5,0.5
0.4513084114213143,0.5335770354974697,-0.630651073806276,0.05311322648225797,0.5714285714285714,0.5714285714285714
0.40063162736167357,0.4141071680148213,-0.33539927892406196,0.24595848431102318,0.4666666666666667,0.4666666666666667
0.9951381603385585,0.7204048167433593,1.8078006880789463,3.365392306135953,0.6153846153846154,0.6153846153846154
0.1775641759378893,0.29932148033068123,0.016426491754244765,1.1119063370280182,0.25,0.25
0.9625969030278503,0.843190528490685,0.3372494850633978,2.2369568098770936,0.7777777777777778,0.7777777777777778
0.4192502702591062,0.5263998876479762,0.7872472879198209,1.5710332664872422,0.5333333333333333,0.5333333333333333
0.4240524465509987,0.4301475675906321,-0.07448607170279146,0.3426465215587894,0.2857142857142857,0.2857142857142857
0.4631488697273459,0.46001982950205256,0.013116575649944444,0.9188054749824129,0.5,0.5
0.37372314882391533,0.469810140581343,-0.6188109831189348,1.4591543962359306,0.5833333333333334,0.5833333333333334
0.465508100172511,0.46420551821593464,1.1097931807012043,0.4682596867683917,0.4666666666666667,0.4666666666666667
0.03516826147080476,0.3689367543227934,-0.5986619250154146,0.004074283095448328,0.3,0.3
0.08427266973184566,0.32509518415180483,-0.1810957441662344,0.4040375298728771,0.38461538461538464,0.38461538461538464
0.7325206981419501,0.6151521531099855,-0.950343590731757,0.7659830828513347,0.55,0.55
0.6361999938328675,0.5062135538451781,0.9931111311816526,1.4123476250342413,0.35714285714285715,0.35714285714285715
0.027907788861532556,0.42952475272386226,0.16864746373466732,1.520394039990622,0.26666666666666666,0.26666666666666666
0.3001700598239866,0.261257259742074,0.6332943293077725,1.5172691028098448,0.08333333333333333,0.08333333333333333
