z,y0,y1,influence_true,influence_0
0.30793495262497084,0.4298647252187028,0.5824844357725708,0.3,0.3
0.5193914793053007,0.2042662116690536,0.24388984523804402,0.6666666666666666,0.6666666666666666
0.7682976615379734,0.03486662330449158,0.7158348488414656,0.6363636363636364,0.6363636363636364
0.7892207361708597,0.26361859553592704,0.8662288674307608,0.625,0.625
0.8705620624758235,0.07040019962709422,0.38967633427244897,0.25,0.25
0.1879213916220689,0.23271712449975424,0.5236285698325281,0.5,0.5
0.26950524561691824,0.09187714403744006,0.3893517844217111,0.5,0.5
0.49619214098786124,-0.06677891940562002,-0.027581800986165084,0.4444444444444444,0.4444444444444444
0.7391217471137107,-0.13931728904311236,0.29869164484441457,0.6666666666666666,0.6666666666666666
0.19495199164164057,-0.050462630844344616,0.2726862556263954,0.25,0.25
0.17974524672591197,-0.07944762868575878,0.03017829396778235,0.0,0.0
0.5388262585751533,-0.196640907111358,-0.02457574813687352,0.42857142857142855,0.42857142857142855
0.28276560461097755,-0.07197934869088224,0.5114097313625663,0.5714285714285714,0.5714285714285714
0.7609398694620987,0.21405047707302882,0.5522324817274697,0.6666666666666666,0.6666666666666666
0.26969294164594737,-0.2784280674344825,0.0009655720761049813,0.6,0.6
0.29351950931400517,-0.18905226571598055,-0.0006761717935757361,0.5,0.5
0.9624055116127744,-0.056017030897314246,0.6326428390600258,1.0,1.0
0.9132143261711101,-0.019192255221594276,1.0597147731558665,0.5,0.5
0.5681748454057759,-0.26043964952769344,0.39322409762659405,0.6111111111111112,0.6111111111111112
0.4854923540035292,0.27004758146207997,1.021533973516364,0.5384615384615384,0.5384615384615384
0.6537043706485851,0.038223464073249544,0.6366327568417955,0.8,0.8
0.5366293985293746,0.0912067669588679,0.5795611053950601,0.6,0.6
0.9957388974004195,0.126451129034255,0.5265840062882501,0.6666666666666666,0.6666666666666666
0.14198246388143665,-0.007198855502737245,0.4684835119567111,0.4444444444444444,0.4444444444444444
0.9753416365737264,0.4584044529325778,1.2176571047423161,0.625,0.625
0.6195574740026408,0.1047529539784747,0.5900063883462643,0.42857142857142855,0.42857142857142855
0.7204862077049744,0.22143462642844258,0.8067514446476804,0.6153846153846154,0.6153846153846154
0.2950635713755718,-0.16839637953819242,0.413358435949263,0.8,0.8
