inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,inf4,ylag4
0.4715882933472767,0.9010937953699228,0.4461556358975126,0.8387662780818582,0.41729614297873774,0.8491445707016279,0.46337779115632416,0.8597527066230424,0.4752648330033667,0.8964550074524256
0.5882477109999754,0.5837318266310313,0.4543052752344044,0.5186370287646536,0.501591105157075,0.5088872202274053,0.48546543328026937,0.4820436340200015,0.6828456401012422,0.5961818378390134
0.5559224438258998,0.6073146238456814,0.524662010067832,0.573515204658483,0.5241319817010532,0.5783395438064458,0.5246619535742141,0.6033356507341479,0.570562872047704,0.618433556396046
0.5059266219773945,0.7593047278949088,0.524388133364882,0.7584866926673807,0.510023578587016,0.7469645772185597,0.5894720351124555,0.7778220787271415,0.5268965321600205,0.7073532484555147
0.6064982237801805,0.805479698014673,0.5719770686783825,0.7828143860030367,0.5458242716403995,0.7654501736808821,0.5773943409599476,0.7703833846249435,0.5183460940697548,0.8064890354918222
0.9007816089110935,0.7629315684006134,0.888209389567207,0.7655008104631202,0.8622575994211166,0.7730981260847948,0.90554245026276,0.7822942058438391,0.9074197769141492,0.7543452085143878
0.5598731784335192,0.8470864413376935,0.49886118383883227,0.8336269897337673,0.44796549359444243,0.7940195210144816,0.4569684394837871,0.8235687624094896,0.5334399298993515,0.8393586906683378
0.6144280973705711,0.9086999454288708,0.5627747748770696,0.8856236672925563,0.5694310929936286,0.8782871661524507,0.5579609187545093,0.8890672176551256,0.6095176359725322,0.831803759654574
0.7541838069642178,0.8027058670129175,0.7622827165797447,0.7786613009364725,0.6937390524915569,0.773961831037385,0.6516284119161022,0.713194667036215,0.7606593609359366,0.8117490651606406
0.7737127031542346,0.8285495202029863,0.5999316860741103,0.758155959460951,0.5814607349348074,0.7337558981035961,0.592554899406834,0.7427425480495484,0.833006978987962,0.8507698797053154
0.522244464040821,0.8511085873501663,0.44959749879269084,0.8300860452296088,0.39878890614557855,0.7691157832786204,0.3937205660215232,0.7484649563481551,0.5478589787223348,0.8448450407778438
0.6774219785980705,0.8412089207665419,0.6284099814945804,0.7943407220100765,0.6140480976184719,0.7924858297975237,0.6661623080123382,0.8307841041321845,0.6748011062495394,0.8350198717992471
0.5410880431934153,0.8437386046057023,0.49530245904277337,0.7748845956847372,0.43395413148872636,0.756655596039608,0.3922169810281644,0.708151650787243,0.5576103414719038,0.8426759086630746
0.4898929378618069,1.0366577633065348,0.512315764286058,1.0471872030751277,0.4917910619784728,1.0038945271095892,0.5602347139636359,0.9810735011997491,0.45357685647464474,1.0097482452260542
0.4951299960357799,0.69073729561714,0.4727616882261314,0.6823244005611845,0.4308746268367307,0.6575482528198278,0.43094176305620013,0.659282134819807,0.488817416328697,0.6947480845229511
0.5664891689924498,0.8452113151594698,0.3721703574249401,0.6995991113700535,0.5327496232344149,0.8287916092550366,0.46260516087180575,0.7362976236762011,0.5202907558953977,0.7975611148691915
0.6095560126845349,0.9608894856268754,0.6005952935493817,0.9657477582103736,0.5955326222549461,0.9054721171268575,0.6113627190593359,0.9620487728853115,0.6069924025806921,0.9373601452467386
0.6364010438472288,0.8301797090642691,0.6199436271968115,0.8173966290225949,0.652381412209289,0.8335672884914674,0.5921773664390793,0.7753782123267893,0.6574495227195769,0.8650588028171209
0.7603458907600379,0.8382061158933787,0.692532933415523,0.8352706320452783,0.7369773605398204,0.7996499529592762,0.6627634196649066,0.7567988159551531,0.6779209665896957,0.8259365395728447
