inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,inf4,ylag4
0.5542332298468935,0.8977625776715619,0.3723669999683089,0.7636926855554647,0.2809756687003909,0.7759493000614195,0.3272377406631723,0.8072335604660339,0.5638916804873183,0.8929535463317065
0.6801218213176179,0.5586363137465533,0.34544431212340365,0.4893754507461613,0.4637034668982688,0.5169645780641128,0.8711083436504761,0.5729380809829011,0.738915171265357,0.56580973068335
0.5604463048801142,0.607220644747982,0.45966310810055855,0.5578451119291307,0.4423925654775614,0.5629959102173885,0.5554477097794468,0.6182016251320301,0.5677795721549718,0.6174700301207448
0.5520988221082441,0.7572265683660443,0.4521999241999758,0.7006534350042924,0.3553014958630559,0.687952021142002,0.6638100910401352,0.6731498637885366,0.5547022864344344,0.7082336897778381
0.7906546250776522,0.7835663533221253,0.6989778288157804,0.7036389036253923,0.6944338817588855,0.7425246850828688,1.1526175773780014,0.7799716069403455,0.7471400913082475,0.7924692470587229
0.9679468323734319,0.7327898966597446,0.791827002570501,0.6724250276310015,0.8719429569005606,0.7216932256731527,2.0409103043473977,0.7502547847277559,0.976516468879794,0.7211974945486701
0.748223953240925,0.8476975603129133,0.46562044393197943,0.7794594871809295,0.3207736223365678,0.7119745860819202,0.4184362943631781,0.7430553897736341,0.7757269769464068,0.8361565027140336
0.5187425630327602,0.9337185684664829,0.31162140234386276,0.9131143706739886,0.2216364986984361,0.8690656489781526,0.04402244906671793,0.8672975123080189,0.529052341301006,0.8528100838271806
0.8346917363989084,0.796956329955599,0.7115608925811293,0.7643056923213026,0.5477165774505561,0.6501026245378847,0.832344064084066,0.7449238309191879,0.8337373070603834,0.8099266276126847
0.6957910600995016,0.805275140412063,0.5002504639786347,0.7570779746731572,0.5536144326710476,0.7693009161643208,1.406045401645645,0.7976683114515253,0.7861344722414931,0.815949207243267
0.5408397854341832,0.8536410030829492,0.3403252162166418,0.7287350246225911,0.27595746616946115,0.7600874412155461,0.06905024004042842,0.7042477778081067,0.5660725463026384,0.8515372250835302
0.8224125329689778,0.8347439281624273,0.731445154526681,0.8051738035799845,0.5119908314340962,0.7287448712894505,1.031097948355638,0.810964658567003,0.8100833751392804,0.830458195488299
0.7801907218976879,0.8434155102065133,0.6361587802033111,0.7831821228775744,0.6860521623738387,0.788979821364153,0.7801907218976882,0.8434155102065135,0.8046863648236346,0.8420705734707916
0.7026725558820587,1.0186595175127147,0.4280136654071779,0.8674727528167487,0.3478000713440693,0.8840094035396636,0.8243621951091222,0.9645481143298201,0.6707812245694957,0.9953456856299399
0.5258287473715575,0.6912036180786979,0.39757489700288984,0.6767554042049195,-0.1163910863143594,0.5294478090596436,-0.8906803372801495,0.5721055778342212,0.5965510578725229,0.6960321176483558
0.7289474695986042,0.8388756768391119,0.3871622207527818,0.6643373961509084,0.2619739447711472,0.6197198859267443,0.8263894621632424,0.679599448096118,0.6586980901903059,0.7927423312743374
0.7501532190410616,0.948297423856083,0.5878485252579317,0.8696646044629552,0.3969216603001372,0.8252132365195706,0.4675868297198479,0.8852906455624094,0.7502567093604131,0.9242056267187739
0.6927882386327632,0.8099665053100682,0.709250892165592,0.798622628512482,0.6979658021339692,0.8084143327336485,0.74364762018498,0.824267662571148,0.7034128113630868,0.8429288465359077
0.8695735286321049,0.8040352741499583,0.6689016772385568,0.7308185447528012,0.7275988149847699,0.7570594969571891,0.8346695890516695,0.7621507858844507,0.8055768295024125,0.7941209609759567
0.7320421747922262,0.6180072082575188,0.6383363319052916,0.5751223160825187,0.42319538512223837,0.5437633722547929,0.5395720415595548,0.5863308147273867,0.7199695531077798,0.636752343140144
0.9388646388789861,0.7519202812025724,0.898399511373786,0.741949359832189,0.7539104622205186,0.7079760848509213,1.2828484907760487,0.7264699266467941,0.9359141388145451,0.7254002849677983
0.7910251639862319,0.9256284294635096,0.5690022180641588,0.872176218516076,0.5724048253564679,0.8694768432372645,0.5296370838856512,0.8611798767134597,0.7705694864172862,0.956898740128359
0.5953040281561807,0.6258571909910073,0.4535246910665787,0.6041136537162717,0.3340151278567213,0.6110328516191609,0.7099698430947009,0.6336360739446005,0.5859706549808088,0.668743588326062
0.74819084040225,0.7675813049134032,0.39082099802792775,0.6372099586666577,0.14138745150353513,0.5756992631458143,0.29714649308753377,0.6814366459104251,0.7560148442034762,0.7791777286957267
0.8216918399511114,0.6476574261322683,0.6705991151202959,0.5228674042966771,0.6855210526614754,0.5432197693675649,0.14690706128678688,0.5856647139003248,0.8248541080753261,0.6449032806276892
0.612270685635356,0.8190224827513171,0.5897617289179459,0.8186301973264294,0.47851045115154495,0.7620705048127675,0.7004215968985846,0.8401810284030489,0.6174764689092571,0.8429916663393993
0.5821237564607796,0.9062525887375192,0.30589202388090564,0.8605298874298609,0.1961023551017081,0.8632098771074358,0.24201485872639208,0.8243816298896243,0.6018885759080476,0.9104761734859919
0.9138454454990997,0.8300650269159227,0.8022512453781848,0.7960469862705156,0.4834507281091513,0.7471887206802884,-0.8754513024453101,0.7479732657809555,0.8977211590329561,0.809748407930106
0.7073792911907995,0.7581492591740747,0.39389049687679967,0.6206876033462486,0.4129573654771455,0.6484442927662366,0.24771960468120702,0.6473208076487332,0.7103305181904733,0.741168539832051
0.9484670781051183,0.9875098341390379,0.756667176413623,0.9244954905743342,0.304413531447787,0.837195438313971,0.24288219506087275,0.9298635879515583,0.9434990424058081,0.980350303138575
0.4828432637722639,0.699552909973035,0.3348495654832449,0.6323341109440666,0.2314622170350061,0.6231588853376117,0.4276146409304103,0.6994350075186581,0.43223148363109126,0.719198859136287
1.0233116107140625,0.8464069648821508,0.6967352423911369,0.7932669630773639,0.6462060301424037,0.7487487043397437,1.0233116107140618,0.8464069648821502,0.9948474549482582,0.8305621533580766
0.9323162702938466,0.8506265132665334,0.704163837058946,0.7797251276960517,0.6643880436005821,0.7775897417728066,0.5622807785024065,0.722183974986732,0.9446590466419698,0.8407508495221745
0.9151565415180342,1.0707313540990193,0.7508948823769968,1.0088134986224098,0.7937952375728563,0.9870702874747231,0.7471072768623102,1.0013217157766414,0.9709471482492738,1.0598425405813923
0.7216123583067979,0.8223157561309468,0.5575844502531642,0.7991429495608277,0.4130804710934144,0.7724533633878344,0.09586042454532939,0.7622225581157972,0.7649514694072685,0.8058568186870771
0.697860845488799,0.7804149134942949,0.4985207770783068,0.7232015031883727,0.5546233122422362,0.7368291052296199,0.5331080534111409,0.7170222174880521,0.7171320198115156,0.7747147734195496
1.0533187253074507,0.7653041013905275,0.9041754160275121,0.7047212101522904,0.840174408284917,0.7451458406438218,0.9204400320542093,0.7458030906961404,1.0950073020811708,0.7499210876789721
0.5016433019579888,0.7190160033826658,0.4214252565741444,0.6968853362103382,0.18390746071776398,0.6523096363332385,0.5213213737875503,0.6953744086807919,0.48424916365293086,0.7217771701429738
0.7581440291899674,0.7828073160880074,0.5057607771805399,0.7015586835800401,0.51049836558807,0.7048984400958133,0.38316113794052464,0.6494289150933875,0.7968142484510132,0.7984807586256388
0.7632797533765048,0.7621442090829724,0.7739331765204002,0.7655847968323677,0.5499730245476023,0.7299808962161837,0.13120968301609864,0.6918090912106967,0.7724997692410595,0.7941336563651583
0.7839863718994847,0.8250916950666298,0.4003199401957297,0.6415327650218333,0.8590528607353003,0.818364824379983,1.1798080851566985,0.8016350525709692,0.7988896323911499,0.8256531844215578
0.6820839233657114,0.7657606360776396,0.3268405356054411,0.6908813053086453,0.26404042166335917,0.6507930408769504,0.6213692083424233,0.6765552855247091,0.7159207495304603,0.7557919426956898
