Id,x0,t00,t01,t02,t03,t04,t05,t06,t07,t10,t11,t12,t13,t14,t15,t16,t17,y0,y1,y2,influence_0,influence_1
0,0.44960492399999996,0.6949582166963472,0.3040447823046519,0.452587087945204,0.4691451155529554,0.16401710665733107,0.7027676814617547,0.3746263746253746,0.09712609712509714,0.6515233906528255,0.34747960834817354,0.5595804484595803,0.5077805133043753,0.0993491656465082,0.6287922413078858,0.3885013885003885,0.13875113875013878,0.8141486326521596,0.656756966144107,0.5642461912595466,0.6956521739130435,0.6521739130434783
1,0.13803834199999998,0.3885013885003885,0.6105016105006107,0.1319445281699433,0.4806524240476505,0.8201920562695781,0.19831813743377624,0.552639850511191,0.29757576565987204,0.3885013885003885,0.6105016105006107,0.18841108801442685,0.4806524240476505,0.3864070467834053,0.19831813743377624,0.552639850511191,0.29757576565987204,-0.15550784274561164,-0.19751130163769148,-0.19602509214428643,0.3888888888888889,0.3888888888888889
2,0.7620100129999999,0.5994015994005994,0.39960139960039964,0.2664012664002664,0.5661015661005662,0.3534166583925824,0.621394697292499,0.4662014662004662,0.06660106660006661,0.49950149950049955,0.49950149950049955,0.2853077047075606,0.5661015661005662,0.23310123310023312,0.35508311273857074,0.5328015328005329,0.19980119980019984,-0.6418135055804006,-0.21190812779682788,-0.08393118588552587,0.6,0.5
3,-0.11372737699999999,0.4281442852861424,0.5708587137148566,0.22200122200022201,0.49950149950049955,0.5890270973209708,0.10796515590024112,0.567001567000567,0.351001351000351,0.49950149950049955,0.49950149950049955,0.42267759956675643,0.5365015365005367,0.1665011665001665,0.1799412598337352,0.5400015400005401,0.32400132400032405,0.9783813775617968,0.5484776673208658,0.33558232425515644,0.42857142857142855,0.5
4,0.086347921,0.5379246148466919,0.4610783841543073,0.2497512497502498,0.5222060676596132,0.4819314432626124,0.3916356831675413,0.5582662641476172,0.146912911617794,0.5379246148466919,0.4610783841543073,0.35663438088445076,0.5222060676596132,0.22704668159113617,0.3916356831675413,0.5582662641476172,0.146912911617794,-0.36125907004504737,-0.12292441387107317,-0.027748628781798325,0.5384615384615384,0.5384615384615384
5,-0.232576315,0.5411265411255411,0.4578764578754579,0.25632362474367737,0.598087124401914,0.30691459807776894,0.41879744345174175,0.41893690280687057,0.26586416908897553,0.4578764578754579,0.5411265411255411,0.2721685801486598,0.6046594993953416,0.2037446247962564,0.2791986289678278,0.4108804431375077,0.3786546044600561,-0.022708617203536556,0.0013094515046941264,-0.09922622102072337,0.5416666666666666,0.4583333333333333
6,0.540781255,0.666001666000666,0.33300133300033297,0.4578764578754579,0.4578764578754579,0.17670882919629122,0.44385364092321344,0.5827515827505829,0.08325108325008325,0.5550015550005551,0.444001444000444,0.35663438088445076,0.5827515827505829,0.1665011665001665,0.44385364092321344,0.49950149950049955,0.1665011665001665,-0.062140613379429686,0.1430104313554775,0.1583211827856698,0.6666666666666666,0.5555555555555556
7,-0.010372209,0.5676152039778405,0.43138779502315866,0.3072595309427415,0.5208617182291394,0.36271707045554513,0.4451668144170691,0.4669896326691061,0.19802782524576018,0.5449106358187268,0.4540923631822723,0.40355982573766797,0.5307202807192808,0.18567059356433044,0.4097111300829663,0.46403400841170667,0.22758406781975424,0.5318463439898723,0.46170342849743384,0.3163768537890632,0.5681818181818182,0.5454545454545454
8,-0.461214816,0.9990019990009992,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.9990019990009992,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,-0.8031734945713477,-0.09861956191632956,0.23459637381822773,1.0,1.0
9,-0.8060992840000001,0.8325018325008327,0.1665011665001665,0.6993016993006994,0.2997012997002997,1e-06,0.7989357536617843,0.39960139960039964,1e-06,0.8325018325008327,0.1665011665001665,0.9985744664764622,0.2997012997002997,1e-06,0.7989357536617843,0.39960139960039964,1e-06,0.9305008597062057,0.7448938903861598,0.5831498179240191,0.8333333333333334,0.8333333333333334
10,-0.160865691,0.5550015550005551,0.444001444000444,0.26330358888398425,0.5343503715586739,0.4273873775910299,0.5297606036825452,0.4511627414843221,0.15038824716144072,0.5550015550005551,0.444001444000444,0.37598657984717293,0.5343503715586739,0.2013500385583409,0.5297606036825452,0.4511627414843221,0.15038824716144072,-0.8536290826066977,-0.3110387531708643,-0.25478287531075616,0.5555555555555556,0.5555555555555556
11,-0.134535988,0.4578764578754579,0.5411265411255411,0.18668300486382308,0.5247287974550703,0.6104462281326425,0.30728359756222473,0.49950149950049955,0.2689628074233459,0.4578764578754579,0.5411265411255411,0.28098487584835513,0.5398651762278127,0.2623648987275351,0.2731410867219775,0.4610783841543073,0.33300133300033297,-0.6250352108883176,-0.4795445255877723,-0.3293160185866794,0.4583333333333333,0.4583333333333333
12,-0.09209604800000001,0.561939061938062,0.43706393706293706,0.2402670630508732,0.5943433664942652,0.34894304246356234,0.5521103826118021,0.3898550483906338,0.1949280241953169,0.686814186813187,0.3121888121878122,0.5958947503385761,0.5184698728992527,0.06322891132917717,0.7144954951446852,0.34112329234180455,0.12183039012207306,0.9666621625829745,0.6303438867894205,0.4793039767583399,0.5625,0.6875
13,-0.028767827000000003,0.47571576142904715,0.523287237571952,0.17582517582417584,0.5514495514485516,0.5767753544966946,0.36030490851413793,0.48187207010636424,0.24681301151789392,0.4281442852861424,0.5708587137148566,0.23965863195435097,0.5434575434565436,0.2877132877122877,0.2349818099005248,0.4701191171769407,0.35258958788270556,0.2673906512150618,0.1353377269659283,-0.0006480947739855615,0.47619047619047616,0.42857142857142855
