inf0,inf1,inf2,inf3,inf4,inf5,inf6
2.0613833800385923,2.105297944199076,1.3742209379612391,1.2202736729299177,1.1115610304221883,1.1804511228161254,1.1235956065755324
2.0917275017469175,2.047733373522206,1.155738280505317,1.687306145567014,1.696235095606546,1.1246633113163815,1.0319788848564446
2.364525891311625,2.401079225622583,1.351636971296168,1.2596666468850473,1.4938488627284583,1.807487443272199,1.3586555987732303
1.4918616766330446,1.213633836971624,1.0128688917257023,0.07009784769126148,0.28468040645323667,0.3035523931305065,0.3627520993442084
2.2272742428783143,2.0242549193783255,1.871779909417732,1.2834958666731744,1.3952366315101088,1.4245068614038758,1.2978197881363753
2.7621501307916816,2.775162175943568,2.69491594218713,1.713657841540923,1.9345527202682709,1.7800927222929819,1.7885990879338503
2.524715057528306,2.4394667778470494,1.3951248773936276,1.6200550618411236,1.3797180725511442,1.3002956356474948,0.6071344458182479
1.3288751108048604,1.1724985694526016,1.327794544395194,-0.5885782952734764,-0.6060563267528972,-0.9308504062982083,0.45128105058549106
2.6274134445468067,2.568988636953785,1.769937345607099,1.1931394261487411,1.1534668602545577,1.2209636521693357,1.3004447208053818
1.8846554662884614,1.6893290251361008,1.2617331503882045,0.49945682796484536,0.33648223907375474,0.3358443153631331,0.731487198858203
1.7004215052716252,1.6006651160947742,1.6241264931596864,0.271097178743697,0.5103523121242795,0.34683949198517894,0.2331015360026763
2.4103386394140043,2.3418729267268406,2.06354801017011,1.59388902258085,1.6669148824174456,1.58184876540733,1.647482419082753
2.6078932658832494,2.7084116921788635,2.0809747137406513,1.6809092457433361,1.6742982245406994,1.7128649907742053,1.541398565073695
2.3327650637616046,2.2620304827976248,1.6592814889214398,0.8774904862272117,0.8100277045522845,0.6562683426146549,0.5092205336086185
1.60004668702787,1.5343900204561578,1.3447531183154904,0.8323418538490608,1.0656764558817626,0.7962769308981766,0.5482564952838087
2.5833547832305177,2.5490309817536625,2.061060131441115,0.05340700797476594,-0.1676980537289947,-0.36650437210474446,0.7225386844494699
1.967459021553439,2.076474610869075,1.4330176512758888,1.2272211547413396,1.0500066144674376,1.1698644143134564,0.6108493096738632
2.03184908998666,2.137197935137652,1.610745477386867,1.4306790933797913,1.4070241798191956,1.4189432461592522,1.1055891574420371
2.3408026320971906,2.3825879274351167,1.765978347516663,1.4946046425061954,1.5221243148795909,1.4212421649093514,1.1584464035281672
2.5932917665035595,2.510217235756892,2.1937116547750968,1.0900884130872606,1.056870690021015,1.1306185900292964,1.7952073801475517
2.324197004015043,2.2939036771927133,2.3559936684223466,2.099776721878447,1.7971690066661175,2.3425503420403673,1.3850687783315947
2.194970524356537,2.17038451673364,1.8204761935299731,0.573181987791197,0.6486027434700613,0.21484152925978817,0.36564291098489105
2.3490534133116867,2.393174110268289,1.4705820747863538,0.9141528003304152,0.8503115765530807,0.9784752911121294,0.8714583346489223
2.2886005783167866,2.2302101359692275,0.30775858212985563,0.6711819088385629,0.6743317824916693,0.8028310447802998,0.7254334697441241
2.907743016108818,2.857149271176791,2.81486386049541,2.542316614097392,2.3775024248333048,2.5709010358918114,1.1934644054585946
2.05623868139435,2.016028797051951,1.5020541573004644,1.3190889143837992,1.2631472385495388,1.2854991180640576,1.46505516472936
1.9588588225222678,1.8600251135740842,1.4100183215926545,0.3503579239736251,0.5402722401294391,0.4116780070233395,0.2746375008743849
3.100042734290558,3.400585842084178,2.536948624400108,2.219644749745232,2.30316609940751,1.9070924995635514,2.405796374391749
2.3316066696196986,2.32961897037067,2.4057338655129854,0.6600153563490703,0.6941925397557737,0.6247352217316343,0.48979148995576594
2.666346652470323,2.615837613743585,1.8541145144371525,1.6610143890888098,1.757630005974102,1.715132829345353,1.5961946967117602
1.5798556855610393,1.3463976425146784,1.3250361222642308,0.5700338884003469,0.5425629409848082,0.7388333347661006,-0.12383508269204896
2.857710183423409,2.7574950632380775,2.4251356164020144,1.8327676794438768,1.6965459548095825,1.8374068286449177,1.8948674460451842
2.5428392405698874,2.493292649443956,2.0900769405823616,1.4911775299743866,1.6933069454071552,1.5631809307140516,1.3070771430647408
2.2815214379495106,2.2137084867371266,2.196022207616817,1.7123131434872465,1.8844774327815768,2.074611521004739,1.3541220056048193
1.7474912604327466,1.7830709982142001,1.23775092878323,0.8210181163437105,0.6417461515084307,0.8750223375970677,-0.006986603785439416
2.0377480757632886,1.9254014093997116,2.06362912783868,1.352430274379274,1.444386245446216,1.5275651791183087,1.0365350748346116
3.1276920137428075,3.219971760621354,2.501755246270079,1.3444271013806406,1.1643782107106087,1.5466600466443072,1.163718603736085
1.806764223438888,1.808276399615826,1.4240190004410322,1.5195328700466206,1.4256983469237763,1.2165784531988866,0.17233132342761975
2.3037593227475255,2.237094903519244,1.5289549386241144,0.6779344393452413,0.5379953986990871,0.9391319602344975,0.19592665178442492
2.362388236901609,2.1183737899377872,1.9891517417882958,0.6786453475186291,1.0582445851708124,0.7804606328898172,1.2197263211375367
2.0860164996389967,2.092421954520777,1.8847430219756487,0.585858441104099,0.5148016232391448,0.5094659400230107,0.8084469264138459
2.0240445299290397,2.130541768388702,1.8526777097916183,0.4669821367571735,0.4203344176326682,0.43427326906996244,0.48529602007760053
2.384992569392363,2.4144554797165645,2.402773614747024,1.4999213272354708,1.4045056696342817,1.1147416176046863,1.4251621053423718
1.3291301150041461,1.4680853955332518,1.3194770277344292,0.2914734305081306,0.47193507940949736,0.25973159465723206,-0.07401045750556257
2.1422237125001615,1.916003408264523,1.6157760818465259,1.8458531486848215,1.782597177204499,1.5957311112473296,1.2445907334740216
2.2511097012153685,2.305380485891514,1.6839799970644704,1.1213622995567716,1.1147231859038185,1.049475367950481,1.252835512275444
2.816278966842602,2.8678791962792793,2.6820883611671227,1.3544978469008169,1.3276193832063161,1.2548557852801987,1.4029446181293637
2.1049078709210884,2.016726426051779,0.6565681408231048,0.4712634103282428,0.5498285570625348,0.5421967054945599,0.8213321662277036
