inf0,inf1,inf2,inf3,inf4,inf5,inf6
1.5874093835507428,1.6090030276816134,0.9889319517594487,0.5867332961182172,0.5769524424255751,0.43477082781811416,0.8494212361367371
1.7017107532547893,1.752162331710272,0.7490485206180671,1.5638828081793572,1.5024046716853772,1.024119910681307,0.7272813764856836
1.4817379827571626,1.5112562898348045,0.972197116343459,0.6033188589146739,0.5159288978273788,0.7451247151605422,0.8502845926185103
1.510177680630881,1.3233309748578184,1.0924638115806133,0.5399936000376722,0.7437454150016314,0.864051790908221,0.8095773176945645
2.066017112800252,1.9298301357896332,1.7860796542479924,1.5227338488435422,1.6067589971528882,1.504611529603159,1.3950657392620855
2.532583333848352,2.522447197342176,2.095200693989276,2.0593493287417903,2.235485517369689,2.3303237251620716,1.7249980950880284
1.8036102498184028,1.8059701014509286,0.8640391175823742,0.7254890001932324,0.8343826950934323,0.6361825259112815,0.5959168811847204
1.20567817125495,1.1040622781906735,1.1303276767119674,0.2028159140991028,0.21654272678774994,-0.1273568553272153,0.5289531088572841
2.2326809070634708,2.1505696701737134,1.7046170905613742,1.2374504707008867,1.2964418334465555,1.3816268684793023,1.3660997751621748
1.8529740891461113,1.6856752154995307,1.1247954048883047,1.4490880989750168,1.503901411058831,1.5633082751845744,1.1843406325264108
1.4036014275643154,1.355896335544066,0.7297035422141372,0.5133483051050858,0.6031278161298503,0.6798537080806578,0.4231362782209587
2.058718721637481,2.0151218160469684,1.5167849636742314,1.4413540342640008,1.6764408970833842,1.74979141030005,1.3781286920231262
1.9848895063472631,2.0896824644014353,1.2371928570829165,0.9226587058592259,0.871960782858913,0.8193327380830019,1.2208601071679128
2.0217935195402386,1.9623128022617946,1.3873267536602811,1.0349240386578344,1.163139454747969,1.02780422177402,0.7042883630035641
1.2091456693623786,1.115334515559293,1.1059773285704937,0.39346911231875153,0.5496156295516457,0.6832765996283108,0.4198972355666668
2.0952266030556053,2.080972602876399,1.7310778523069432,1.150526269328719,1.230176315204702,0.9039656868297168,0.744193407001488
1.8776517894762579,1.9524493174948083,1.3199186290825753,1.6546350451657832,1.667259133660626,1.6978357358863074,0.8985121181066151
1.7639072667596647,1.8239853800182682,1.438229400711274,1.4008798065786061,1.2257192608188412,1.2923273735041167,0.9999962812008454
2.3083149472968025,2.3590881655485694,2.3354292336398927,1.6333518361131576,1.6105031067023308,1.6195340645851646,1.671885302180327
1.7692943720532228,1.7119069221524925,1.3740411736227698,0.9541169809698246,0.7707101551661324,0.6425804272962716,1.0205971905740034
2.4901158932564806,2.5038697098787615,2.6597020768974264,2.112122889240542,2.2604463482463126,2.2987593151204266,1.699762056215838
1.9299675696490821,1.9358730992380122,1.5910137636103667,1.0280923484079063,0.8458708005691343,0.9786671358521719,0.948451088477722
1.9488540471008053,1.9362594453234774,1.0346227181964065,1.2109327851807947,1.1915585098440444,1.2790950257327016,1.1881276606482458
1.858567101910214,1.830898621371432,1.0691533388266352,0.6117553088037649,0.7892451047554248,0.6467304526883332,0.7119235323288505
2.1713067308875904,2.067192869719827,2.085032105318368,1.3881486361503734,1.3942437339265141,1.1711674857057486,0.7827476401158353
1.502712603719047,1.55203722228543,1.3173717746000448,1.2183382149815583,1.1486193725567575,1.137344167983506,1.0661232760845492
1.4021990740614285,1.3129222455638148,1.0860223471960264,0.4086868063652991,0.9152985244156195,0.36348310224304137,0.4951705433750048
2.4290578097495974,2.6164796029694624,2.02117623496002,1.767993724186493,1.6289589404104188,1.4428039624812479,1.9570335018739922
2.036573836263703,1.9843981848235663,1.9726804660076005,0.8285635786989097,0.7952472305971595,0.5300534816046206,0.935554030290407
2.288282656652625,2.2930693903271475,1.89713778093283,1.1427459845855836,1.2288763989880467,1.155813327695494,1.456331734426024
1.2701336659073894,1.2129284202781223,0.7963428675808247,1.0863987017965862,1.0671467269584898,1.0795810209866072,0.39044159838948905
2.499998295873957,2.4145994941506634,1.8586254044440484,1.3262916272364933,1.6395320545308785,1.184842204827087,1.6672602545035748
2.1213105468745694,2.0969950775613837,1.5182716030108498,1.1155283465371115,1.3195637116483814,1.0987909636364936,1.1445238220245617
2.0155708244446733,1.9685415081422095,2.019693433702235,1.3047683302158142,1.1501708091933445,1.0636518632744827,1.1603368018421787
1.6878567358309846,1.6680943558108294,1.3023432123028176,0.634196464889214,0.627148858742406,0.6468266833877966,0.6284602674419241
1.7532506681419833,1.7084066442333543,1.2503669140176723,0.8220589461106727,0.8341102378707554,0.8667867670037032,0.9619554205445158
2.5084119825344136,2.64051502729184,1.872548918946444,1.7277051942434924,1.302346601452216,1.134042301154262,1.2320684470618044
1.4755854090212097,1.4717151750273199,1.0916951990783132,0.9594828199646241,0.9399390609169544,0.6920696791349188,0.19318352203613665
1.9245537228289944,1.9172517563069882,1.4761105121567621,0.6584965218096565,0.6030102680580183,0.5511591832054988,0.5130008736304035
1.8819125420560652,1.7250985330025903,1.8143558624423248,1.164820754188163,1.1363799850375833,0.9946610317806974,1.015331007197297
1.8350267014174346,1.8683502279333166,1.3998783507461448,0.8116873644797997,0.8038606506218634,1.0291450033757017,0.9956116699421252
1.7013530826813343,1.8567172791615396,1.6004291726428317,0.4628806500058554,0.237565324653315,0.3993484903907802,0.6013545768433229
1.9147917596576858,1.8747116515035716,1.7870030956952685,1.525567614375344,1.4264145282497513,1.5249392916117719,1.26457491387651
1.2797659416711262,1.340780364389924,1.0575853082189344,0.6185089496064692,0.59369971914522,0.7516903570311861,0.3692982411743919
2.0907630921273936,1.9346073223879094,1.9995996143902814,2.3508144949061585,2.179397961109096,2.2406281324446176,1.6061717659999897
1.7758611292948647,1.807083227534195,1.5304637153554128,0.8828893769023707,0.7613499971443788,0.5766369416836851,0.9935728744803218
2.0584274042701565,2.1500457594271394,1.469273585998196,0.5020099420243324,0.4128136798350386,0.47181366496630206,0.6671371956622171
1.7495988079499234,1.644729809656277,0.6196224779745207,0.04964056193080629,0.22805729866892777,0.1315009787803128,0.8207820850316064
1.4121976364566213,1.4164462776454223,1.3648664118046785,0.2007075509541098,0.619075737264204,0.5627825505735461,1.055764488960972
1.223720859442495,1.21644270891173,0.8695003607204376,0.12802011120815254,0.34738789054079827,0.19453231975510737,0.6619485391874758
1.7300270205299673,1.7672721490216956,1.383083873290425,0.9945369728043568,1.0616403848400378,1.1103315633289506,0.6994552437930405
1.73260413361822,1.7590205992639016,1.1633488946613983,0.6736178583075574,0.7477239553990673,0.7627507332844633,0.8478066239375003
2.435989369233827,2.3389742937373392,2.2171516361947363,2.0991597957887214,2.0396229619642945,2.0051337663170035,1.4312665497910486
1.5827535391750573,1.6452912316089447,0.7415736614085806,1.1238861959370414,0.7380121753628204,1.192099393310984,0.7379152519451065
1.4475740546952383,1.4319582000944926,1.315963719430566,0.9432600201513617,0.9682467383744159,0.9124419736836931,0.7700390552530254
1.7552267081696082,1.784059558708715,1.3303076605308832,1.508607846803173,1.4214970054866738,1.2748682232790043,1.2508614526715949
1.698738790029831,1.6563286560350343,1.532123895632873,0.8788223002984503,0.7998034084720418,0.8182193733382062,0.8987539531090478
2.2448973739747866,2.251788949733018,1.2545645850463387,1.2922335848764857,1.2856739730335607,1.306257330722206,1.2616755049732378
1.9282981694979153,1.962763650278259,1.8636188214399323,1.8313552778409454,1.878942507788641,1.7511602118423812,1.6461350396643595
2.0121166888883004,1.9944599895158346,1.8288625144299149,0.7028843735114889,0.8530195732660819,0.7845642069211658,1.1109927177060384
2.0142272735685425,2.1091830342414655,1.680911791585803,1.299646317048789,1.4169254575162877,1.2896671829133082,1.0684867106714215
1.916596736897754,1.9090224613664486,1.4697824113734708,0.6727871628983448,0.35743630142912614,0.3292356640724128,1.5220384980048034
2.210461756052269,2.269717582812217,2.028126571811203,1.9098659315305837,2.1887765077694876,2.3032849572067353,1.3757662763299157
1.277856097555358,1.2400907930619618,0.710829812889189,0.4696998569650934,0.6667215761058622,0.39759221135827594,0.40129043407224285
1.777205202337956,1.7526152090236664,1.5746073363052324,1.1715559655985235,1.394083882624003,1.20368724348228,0.44449648258591334
1.8701173805979132,1.8220174081289708,0.4552252637901408,0.11989851932054246,0.14680823607920468,0.7380140276081987,0.6851500953749158
1.9466717301185614,1.9450481114281652,1.8698208931013358,1.123712688972816,1.033665913131057,1.0320751256409353,1.0390108949862884
2.2651315642798022,2.312223087070948,2.1181126756806066,1.8261167781035794,1.7982049957456683,1.800552110967199,1.533975173823773
2.789726782751523,2.645462195182665,2.121051453694832,1.292134888839585,1.363461207424176,1.3578557057295806,1.868036118249198
2.731512488925963,2.778194222814906,1.8954764844884027,1.2397994119199458,1.2296321430316015,1.2514885210962465,1.3556494395652354
1.5485077100753641,1.6591319644156415,0.9052338073740366,0.5741145149983583,0.5780536656198358,0.46100366920388575,0.4455397560387545
1.9318308518127103,1.9045175263426652,1.9402993712745098,0.8026405010749758,0.8642251531959697,1.0240715979186223,1.0392711225077804
1.5142430973002097,1.5304131016951985,1.2838097946341098,1.0717359888592513,1.2528305315180757,1.34059860805892,0.8151585142246213
1.1647666939502583,0.9537150913503087,0.4157864915137359,0.18726472181336484,0.4253662955069313,0.2828580822698983,0.27807829996250455
2.318375150743995,2.2416413806138413,1.676353355355978,1.573854062890935,1.5116045386305847,1.5134781978689924,1.424218706281025
1.5000358830272977,1.3062951678262713,0.8819208512748462,0.4502395215030889,0.6113825889033839,0.539908176234795,0.4911917564211077
1.747232272234706,1.7655964606041903,0.49018647191357956,0.6044195985548267,0.7480261685747103,0.7396562384813712,0.5126441159469552
2.082364763032315,2.063416031143279,2.0839890728167187,1.6465230265672468,1.7735885003055207,1.673725158536476,0.8279959395146703
1.9135991377899932,1.936954811598449,1.0384256190338688,1.3474217384620304,1.2035957238596953,1.7111525350859058,1.0794034773987857
1.550750998562085,1.4576078155348149,0.9968271893647679,1.2700123495023075,0.9544853285818853,1.2104880270929668,0.9338530803755316
1.3125732832214232,1.3540719205760476,0.5511799450750885,0.16266743279107443,0.17281375209809724,0.10009607847006974,0.6236291840613969
1.7443887023412277,1.8716423271778024,1.8297779775711305,1.0642212134516602,1.1495466671080246,1.3312938905705611,0.8669517614155637
2.541661004916974,2.518565772530466,1.462425895797597,1.7898702851696113,1.991774760364993,1.6250580153564873,1.2278185109467261
2.2995146693015,2.2892161630364343,2.2625655460884815,1.7613868357494642,1.7343098826709629,1.8520077215128405,1.5149223372924348
2.0925338249899044,1.9984201092309384,1.0900098766214046,1.3226136950596195,1.3161979476393169,1.1869890252732338,1.133123759555943
2.5550900773922427,2.580064001036544,1.8625872715936145,1.5361492057725985,1.4393873067692358,1.2258817426502682,1.452857754539843
1.5610658951922,1.5391056077120155,0.4775698158289551,0.4524027248380045,0.22691035596138623,0.1619044626674182,0.2689133334772155
1.9974490067689579,2.0785204967460755,1.3141483063077806,1.5594174808868835,1.361725914974853,1.3566637575321123,0.9444334695267804
1.978725959162898,1.9371246069050845,1.2978414662871702,0.6767200710790957,0.7999310691752037,0.7669486143255382,0.6587642821943623
1.5189467854044523,1.5639135303816816,1.3507436969330218,1.2150826203526153,1.2055242736649188,1.086746540254656,0.957444932622707
2.063940767407333,1.9876221218661514,1.8946154748887793,0.9159172784474345,0.3763168163364705,0.7190959376555681,0.7738704300880543
2.0241695201914225,2.027138999492455,1.6878803067066699,1.4366267747763746,1.4812379622042215,1.3668100261491358,1.4889976654387085
1.5230032319943954,1.5382738994365934,1.0846655620077086,0.38216987385573237,0.42790695879688223,0.43434837008367183,0.37905372584644853
1.6986519954089478,1.6952060405875997,1.351579152064713,1.2553633474641916,1.3561562725193295,1.3689250029467641,1.1655495632450408
1.7083018166630226,1.8299892361346126,1.3623459529639377,1.5112306742207609,1.4880477574050301,1.7808955874676875,0.7752864014430814
2.5765544230716633,2.475475946681711,1.8014729674905883,1.106727812028306,1.0016183877847984,1.1611635836150946,1.3511651761017123
2.3116556575458462,2.3544431182408325,2.3436207088246936,2.1972135252220815,2.3715344408107266,2.278201334241284,1.7979459518597132
2.0247879584050716,2.0341742265391622,1.2107306668285964,1.1828911883953606,1.152965246375795,1.0668664491758797,1.1164171833944756
2.360719093981934,2.3531642583892873,1.982004666440599,2.6725531989031213,2.3118914757385074,2.8704524646143557,1.5261269826670598
2.0415881306863657,2.043696759871463,1.0339854713330558,0.7148267229909155,0.5938933780970959,0.8229013571758688,1.1654007264449282
