0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.639702022,-1.133409268,-0.526281656,-0.397753948,-0.774570229,-0.409897428,-2.121052016,0.696426722,0.238653934,-1.033876599,0.331088947,0.556684906,0.525202916,1.503268073,-1.459059293,1.569194086
-0.4292287,0.199555739,1.07764057,0.968984207,0.599430944,0.409664999,-1.128327691,0.31135954,-0.63485034,-0.752617313,0.833957496,-1.773178629,0.339666714,-1.086051486,-0.375696876,-0.532131176
1.365757463,-0.006567895,0.63275002,-0.659918872,-0.713943943,-1.239117895,0.642229778,0.348093272,-0.669288942,0.72096494,-0.260828295,1.075338856,1.110698837,-0.567008868,1.059400883,-1.243518387
0.291359989,0.163635927,-1.275338116,0.082943165,0.941935451,-0.003829718,0.104442237,-1.43374747,0.729932703,-0.075371537,-1.205435518,1.383387465,-0.847482627,0.771945982,-1.435601273,-3.154648727
-1.122084639,-0.303280679,0.524323594,0.546512918,-0.450255037,-0.134331492,-1.558402678,1.064952434,-1.398186065,-0.940848245,1.019671121,-1.458710207,0.97101508,-1.767467025,-1.80652829,-0.147988658
0.146693652,-2.16775904,-0.061750024,-0.860060021,-0.35344368,0.35205364,-0.765653927,-0.216943931,1.164685279,0.375180981,-0.113662435,0.410478589,0.149030668,0.934247748,0.088463621,-2.428104256
0.183001392,-1.395809689,0.312971123,-0.56137572,-1.061645397,-0.814764651,-0.94389296,0.469085791,0.30591757,0.501240549,-1.401983136,1.110039113,-1.187522671,0.45022104,-0.126095014,0.509767936
0.085669676,0.88410626,0.325485709,0.587178417,0.857771898,0.544758971,1.418622146,1.927190972,2.380494731,1.133390959,0.159036325,1.352111847,-0.707079117,0.207285138,0.059101685,0.004299991
0.477709151,0.34247601,-0.164241111,1.834248401,1.094207378,-0.86836652,0.514517083,-1.231851942,-2.400384063,-0.753085526,-0.532023486,-1.109239121,-2.479095712,-0.374032489,0.004886337,0.578163388
1.463258701,1.171025358,-0.483429117,-0.14829367,-0.270857385,1.58564971,1.754676427,1.275210231,-0.392791708,0.371085195,-0.043600455,0.749223154,0.396089674,1.943561709,0.59910416,-2.159113813
-0.610101554,-1.629701042,0.739167929,-0.294775182,0.94015958,0.189963953,-1.250494343,0.366323827,0.451158488,0.940835333,1.032328679,-0.92641072,0.772136752,0.024254437,1.085673923,-0.975719701
0.977577483,0.81717615,-0.602308386,-0.005837307,-2.180462128,0.578702586,-0.517867722,0.366657232,1.062753757,0.050732815,-1.268406577,1.192811384,0.472561541,-0.111097778,-2.243191925,-0.804331525
0.13077837,1.915142486,0.49627192,-1.366979081,-0.453337289,0.222445783,0.531527186,0.419098135,-0.958868684,-0.198067978,-1.139808357,0.704733236,0.13262347,0.477668933,-0.404002898,1.197023644
