0,1,2,3,4,5,6,7
-0.76047015,0.47737032,1.4143134,-0.69785255,0.9336647,-0.65372974,-0.052018218,-1.0008664
0.5563022,0.30176395,-0.5939066,0.76551276,1.140956,-0.27819836,-0.53022426,0.4029231
0.20727366,-0.028045187,-0.53804314,0.4397086,1.146981,-0.17950353,-0.019035324,-0.6991706
-0.17848441,-0.0083146505,-0.600667,0.88614535,0.56841874,-0.43272522,-0.040718243,0.1434006
0.71786666,0.26036325,-1.1034856,-0.26237255,0.76476467,0.7722817,0.29715976,0.093251735
0.3336325,0.03723291,-0.16878591,0.50931156,1.1325188,0.12712419,-0.118668586,0.07062185
-0.2395258,-0.25510794,-0.34696943,0.37622297,-0.045960188,-0.38096905,0.1451118,0.27028793
0.070370644,0.08511844,-0.17213878,-0.31563097,0.7447039,-0.64473,-0.15574142,0.6805476
-0.22890124,-0.7153407,-0.4313957,0.22278826,1.0358475,0.4327564,-0.47299773,-0.087184265
-0.03954856,-0.4308642,-0.28415972,0.95555574,0.6663522,0.4531974,0.35262358,-0.011618525
-0.20683615,0.410157,-0.15786782,-0.2248061,0.1878048,-0.021371514,0.24259438,-0.169903
0.5168742,0.41517293,-0.6513232,0.2528963,0.9935501,0.62409943,0.7955515,0.2689606
0.6098772,-0.08907512,-0.46743637,0.3345515,1.2519641,-0.15895098,-0.1737087,-0.1287436
0.66600615,-0.14742757,0.12840387,-0.078609094,1.2179813,-0.34144527,-0.43549204,-0.056806315
0.51018834,0.17051524,0.15173747,-0.061932087,0.9927781,0.7720813,0.13191749,0.29797745
-0.17422187,0.21218629,-0.9298693,-0.27982074,0.2672498,-0.9203946,0.32971096,-0.13581164
0.24596053,0.30113643,-0.9506581,-0.39823067,0.42437327,-0.34748203,0.60946125,-0.74862224
-0.022073127,-0.72281283,-0.4129297,0.08086987,0.1714336,0.54855305,-0.31299627,-0.1610986
-0.35390925,0.22873129,-0.9708642,-0.05913565,0.21700968,-0.7123225,-0.2527448,0.06034476
0.8715585,-0.0029753558,-0.44359154,0.4012276,1.6427435,1.3196275,-0.13215175,0.23727134
-0.06356336,-0.08645804,-0.6178562,0.12121364,0.5030134,-0.56401706,-0.3080234,0.67371047
-0.5611852,0.104040526,-0.5549324,0.29290348,0.47238386,-1.0091501,-0.96140003,0.8292703
-0.47216362,-0.0807897,-0.43235344,-0.071526855,0.65414345,0.3410048,0.24354582,-0.15922499
-0.30766022,-0.53256756,-0.8403326,0.10004587,0.22292851,0.63861513,0.3920359,-0.25320393
-0.5984174,1.0389987,-0.40712458,0.5075767,0.10364572,-0.70912594,0.30280617,0.5696838
0.44967696,0.5320724,0.4001068,-0.47475442,0.33224747,0.86541134,0.1512424,0.08392764
-0.5457867,-0.39380458,-1.1267054,0.19589692,0.92370987,0.39559585,-0.20432428,0.073778585
0.29479355,0.36385867,-0.13438003,0.20263934,0.92209846,-0.48564258,-0.44104642,-0.045238156
0.5509857,0.009372093,0.5461395,-0.09075361,1.203934,0.58308244,0.0024627242,0.33935603
0.111468114,-0.038584188,0.9304379,0.1830889,-0.12816821,0.93324816,-0.026223749,-0.06623249
-0.10815689,0.19054006,-0.6006847,-0.07584433,0.093658775,-1.4367155,-0.31628603,0.6747432
-0.1418294,-0.558214,0.17486966,-0.13097197,0.7500899,-0.7930389,0.14864343,0.24603301
-0.34608945,-0.040296655,-0.6685553,-0.19546916,-0.15374412,0.5027969,-0.33400726,-1.4660832
0.09085176,0.52746135,-0.36328167,0.056030024,0.43883651,0.44243044,0.2747193,0.5888061
-1.4835589,0.25544918,-1.1225625,-0.73697054,0.14457732,0.24098714,0.75071585,0.70178497
-0.77171326,0.5775506,-0.20332146,-1.1296281,-0.7109488,-0.121917136,0.17097972,-0.9119258
0.09111525,0.030187659,-0.35779494,-0.03473543,0.124597326,-0.75095534,-0.0784393,0.062082972
-0.28001493,0.43785828,-1.0437579,-0.24996817,-0.6724069,0.9230585,-0.28538805,0.40047798
-0.5955728,0.17624032,-0.65036446,0.31035715,-0.2404817,1.3030941,0.06234898,0.12777412
0.25231165,0.289226,0.49822655,0.48429608,-1.5183297,-0.3325733,-0.043046787,0.28665343
0.0556667,0.7975913,-0.3617373,-0.51334697,0.092638075,0.36840147,0.077268645,0.5732568
-0.702193,0.4707933,-0.9429016,0.47199392,0.1468975,0.39858958,0.49825832,-0.29951245
-0.39490074,-0.6040946,-1.522168,0.7247107,0.060318142,-1.111353,0.06966209,-0.3367659
-0.032628015,0.57827234,-0.15988576,-0.089851044,0.6268057,0.6696594,0.08695552,-0.27955794
-0.66479653,0.10002547,-0.3071277,-0.21062656,-0.9267791,1.1528711,-0.5724679,0.17391795
-0.11775383,-0.33125186,-1.5259159,0.31835395,0.14519249,-0.66678774,0.06253205,-0.2833566
-0.10264522,-0.35606158,-0.7680462,-1.0475328,0.6508522,1.0256244,0.7006856,0.94765365
-0.0775041,0.7141915,-0.37846997,0.10872498,-1.3642975,0.69167024,0.40576354,-0.7064423
-0.10851121,0.2754479,-1.0512737,-0.5521957,-0.7999571,0.1327312,-0.40669197,0.41654158
-0.3741247,-0.28708294,-0.23111536,-0.13932113,-0.9584573,0.3984561,-0.0039009787,-0.33323243
1.3908653,0.10749613,0.03673303,0.3281272,1.0427788,-0.822471,-0.05573448,0.27379608
0.8910026,0.03346781,0.47024888,0.20158435,1.0428183,0.36380872,0.28103966,0.051122375
0.929103,-0.79487264,-0.08293904,0.2783997,1.3109534,-0.16252787,0.074387774,-0.19237791
0.7785326,0.97765476,-0.06365393,-0.84207016,0.58437,-0.010721654,-0.04585617,0.3120894
0.75267035,-0.67199844,0.53024554,-0.2736445,0.5399019,0.91934437,0.33759165,0.25526857
0.85452646,-0.006032735,0.41620544,0.17866486,0.8042699,0.5436944,-0.04373137,-0.3703042
0.68233114,0.024737634,0.9426992,1.043082,0.03250876,-0.096313775,-0.33121228,0.23730221
0.9042711,0.34491634,0.10059667,-0.5630614,1.0697206,-0.1691683,-1.0481507,-0.41291085
-0.4489013,-0.23115689,0.41247454,0.850652,-0.6355667,1.1581942,-0.41886175,-0.31710294
0.30045074,-0.10563513,-0.7334734,-0.49268726,0.5325824,-0.69399893,0.107722014,-0.47352076
0.3472436,0.24733317,1.1149586,-0.4637894,0.31423151,1.0993862,0.20310676,0.24716632
0.139032,-0.26415202,1.2868967,0.79444724,0.0603289,0.9604324,0.0043932945,0.08952391
0.7577676,-0.36039722,0.73218036,0.63209325,0.6456219,0.33224902,0.011833623,0.6318301
0.863814,0.5162349,0.46794614,-0.21345434,0.0043911785,0.25531468,0.687099,0.29770923
0.82128024,0.10115214,-0.5022604,0.7041571,0.9024856,-0.5574478,-0.47076416,-1.0066838
0.21649891,0.05244161,-0.112383805,0.18125397,0.3803842,-0.3727019,-0.53452563,0.041089475
-0.44502285,0.28341526,0.9498142,-1.3454432,-0.6315697,-0.049111225,0.5360218,0.15609846
-0.52725536,-0.27833337,0.7712062,0.13190472,-0.35721365,0.5699596,-0.797073,-0.477539
0.26951492,0.15083987,-0.49342102,0.47626996,0.80171907,-1.3401644,0.31177586,-0.10193217
0.26732886,-0.21350923,-0.13136512,-0.47586897,0.9882235,-0.3866073,-0.1765922,-0.75609964
0.3959597,-0.29534996,-0.16480564,0.82137436,0.8026043,0.87988114,-0.79226387,-0.063045084
0.4457258,0.35497084,0.91384995,-0.044065654,0.13802095,-1.8683836,-0.34362215,-0.5607875
0.090460554,0.13197702,-0.102959715,0.47335443,0.32390758,-0.042921156,0.60258996,1.472208
0.8829063,-0.064793184,0.7191962,0.11604372,0.7626976,0.7441067,0.5458861,0.24883427
-1.1029736,-0.62263185,0.81001663,1.4761465,-1.2320462,-0.23274162,-0.324304,0.2330181
0.41571027,-0.111227185,0.33728918,-0.5261078,0.05846253,-0.66058755,-0.5263548,0.31226796
-0.13312796,0.3609403,0.63085216,0.3889799,-1.5945909,0.19640058,-0.33513737,-0.5665046
