0,1,2,3,4,5,6,7
-0.039320927,-0.16435905,-0.040584173,-0.18786895,0.15406168,-0.336654,0.17369735,0.09832558
0.043205395,-0.16947973,-0.002234393,0.09713836,0.12661439,-0.16569664,0.06709078,0.017065091
0.023492975,0.022005847,-0.028278818,-0.014971151,0.027430914,-0.08716921,0.08877601,0.12668154
0.017705722,0.10775848,0.022171764,-0.09972721,0.049123216,-0.06282932,-0.17493151,0.0768268
-0.052617736,0.0042381133,0.11072674,-0.06527026,0.06828658,-0.22232716,0.02859268,0.07755318
0.03577683,0.03169,0.07368424,-0.07911366,0.12235815,-0.09778078,-0.043356203,-0.009340305
-0.0865958,-0.08289048,-0.03717422,-0.13004196,0.1214305,0.008165688,0.009473819,0.0006840865
-0.04060832,-0.10028586,-0.048126478,-0.1770215,0.034487974,-0.03833592,0.12545358,-0.044656426
-0.07832795,-0.09368691,-0.036185205,-0.029294455,0.031356867,-0.11144251,-0.03144144,0.081973664
-0.12962186,-0.18218209,0.0032378233,-0.07667265,0.05460368,-0.21110772,-0.030088775,-0.032783348
0.05035863,0.050390806,-0.007171244,-0.16324121,0.18219978,-0.08666089,0.04174497,0.002741586
0.13451077,-0.022564812,-0.11009306,-0.11157467,0.045384243,-0.0025912717,-0.013899786,-0.103405975
0.000735565,-0.14630637,-0.024562148,0.020615883,0.12654693,-0.29032478,0.09900754,0.068073496
0.008889139,0.094396375,-0.07163415,-0.06308444,0.10683151,-0.12779494,-0.013391017,-0.26381618
0.03141068,-0.07619912,-0.054672223,0.009488343,0.09569651,-0.12754998,0.10219088,0.14151064
-0.11804665,0.060150348,-0.039725732,-0.31544662,0.10404697,-0.10042941,-0.053622235,-0.004743043
-0.012767668,-0.09493174,0.073274516,-0.075815566,0.22819883,-0.18629196,-0.011799245,0.0513399
0.053782213,0.011654029,0.022334432,-0.020979803,0.03770567,-0.14784043,-0.009106324,-0.030749021
-0.01034642,0.016858038,-0.02249394,0.06906199,0.011297286,-0.11093156,-0.10196264,-0.03793916
-0.004446993,0.032612856,-0.026512913,-0.15716648,0.083991505,-0.05776319,0.03361197,0.011300829
0.025428193,-0.048099384,0.059644226,-0.11202587,0.14712965,-0.11340614,0.12178425,0.062214542
-0.0540689,-0.047102123,0.036291562,-0.18381757,0.0024082263,-0.054697476,-0.052574743,0.0065959375
0.04978163,-0.059231054,-0.0494199,0.005448861,0.10722667,-0.07347745,-0.09026278,-0.10139701
0.04429283,0.1419453,0.04433255,-0.20403937,0.065040976,0.1134916,0.080089234,0.089521825
-0.18063322,-0.15156944,0.0141809555,0.021857558,0.117469795,-0.20693105,-0.019460445,0.23144297
0.046962846,-0.012874541,0.042792615,-0.14228658,0.0706541,-0.07484547,-0.16980925,0.07687431
0.06493082,0.045932952,0.007522138,0.033466205,0.06278052,-0.14505883,0.018371215,0.014301024
0.0070330612,-0.2551022,0.038426112,-0.14546551,0.18304615,-0.278859,0.10019763,0.12094383
-0.009002829,-0.18969026,0.027782492,-0.11437642,0.044463683,0.13198875,0.066977166,0.006508649
-0.020642672,0.115298204,-0.10337936,-0.11365643,0.119504385,-0.018442718,-0.006640501,0.06172005
-9.163022e-05,0.07576003,0.008474477,-0.26839054,0.0034003616,0.011978187,-0.12092647,-0.064297706
-0.036077026,-0.0036393544,0.14437695,-0.008980324,0.009553036,-0.025439085,0.0036829447,-0.019855477
0.11622472,-0.005361019,0.13001294,0.074047044,-0.104833014,-0.019998707,-0.028600402,0.024687205
-0.057744175,0.06110913,0.04930419,-0.1293573,0.11806837,-0.18368267,-0.041129123,0.16753699
0.023298947,-0.106422424,0.004829612,-0.15905792,0.13820249,-0.13912587,0.096060924,0.01397704
-0.012257104,-0.00431402,-0.04086483,-0.0064978,-0.036851443,0.026263844,-0.015409776,-0.0681621
0.061114825,-0.15664834,0.083068684,-0.1714596,-0.049228877,-0.14609765,-2.2950248e-05,0.09973339
-0.0043114875,-0.035238054,0.10455918,-0.1405323,0.12286541,-0.17330019,0.06618068,0.17967127
0.106022574,-0.031931676,0.034075573,-0.053369116,0.058097467,-0.109669544,0.040269222,0.10024288
0.044095658,0.009393757,-0.10707131,-0.12509565,0.04143732,-0.21919453,-0.07572652,0.032000136
-0.053289786,-0.024417352,0.01443668,-0.06487299,-0.0014611104,-0.11911798,0.18885592,0.044695653
-0.03287976,-0.09167341,0.06116933,-0.1028547,0.1385896,-0.05981827,-0.09098969,-0.011770559
-0.108948834,-0.017115548,0.043505345,-0.087707564,0.035073895,-0.15915938,0.011114304,-0.14647026
-0.044438228,-0.036182616,0.10793019,0.026458658,0.042992603,-0.06855579,-0.0024179965,-0.03327606
-0.050427794,0.009739208,0.085895866,-0.13699377,-0.07774199,-0.06358366,0.08176593,-0.047553506
0.042226586,0.027573962,-0.069345504,-0.1634647,0.08856828,-0.077103026,0.019518875,0.07561467
