inf0,inf1,inf2,inf3,inf4,inf5,inf6,inf7,inf8,inf9,,inf0,inf1,inf2,inf3,inf4,inf5,inf6,inf7,inf8,inf9
2.253806399,0.497468145,0.56246808,0.568510377,0.187410384,0.060610512,0.090394036,-0.101572919,0.792941759,-0.043470085,,1.604189004,0.367406121,0.267064343,0.27871959,0.317619402,0.114727894,0.147030921,0.115901511,0.081467198,0.128800881
2.425341594,-1.159137747,-2.294797714,-2.048425591,-1.217395687,-1.972006955,-1.613361717,-1.137269055,-0.000529998,-1.113547815,,,,,,,,,,,
3.109189066,2.122417543,1.475785251,1.599503576,1.993878766,1.639384165,1.66157566,1.632665516,1.865429173,1.622825437,,,,,,,,,,,
2.31546052,2.020454388,1.839110715,1.675533288,1.675706251,0.882624717,0.712583145,0.350466089,0.336430212,0.397474926,,,,,,,,,,,
2.881232757,2.220592474,2.355040006,2.209061479,2.292589416,2.069843134,1.974138855,1.901205131,1.556200508,1.892894328,,,,,,,,,,,
2.428730851,1.513673298,2.4041512,2.53124787,1.270552476,1.730461156,1.548011099,2.066321989,1.287903078,1.611199074,,,,,,,,,,,
2.931467917,2.626908137,2.576154932,2.674026318,3.02415072,2.875532671,2.963304785,3.062126512,2.06242702,3.055774901,,,,,,,,,,,
2.189148896,0.977593,2.165382996,2.085569944,0.523675925,0.982033344,1.022515044,1.584876263,2.295215376,1.596597056,,,,,,,,,,,
2.629458393,0.377238714,0.187435057,-0.137683344,0.741848809,0.703402937,0.509092826,0.211225555,0.756212263,0.273972997,,,,,,,,,,,
2.483572189,1.391355221,2.061023179,1.506912453,1.35484999,1.374239587,1.354133028,1.425179338,2.010650322,1.463788778,,,,,,,,,,,
2.611358173,1.766403773,1.747481189,1.802707527,1.642351343,1.835833807,1.884772801,1.146893995,1.057390831,1.278305668,,,,,,,,,,,
2.564408184,3.472243122,1.689711996,2.174384679,3.152344045,1.847589855,2.227259201,3.231324969,3.261899202,3.180717837,,,,,,,,,,,
2.59997254,1.335995149,1.967231926,1.875938178,1.151258806,0.955657188,0.783131529,0.878795312,1.737586191,0.935733662,,,,,,,,,,,
2.812157273,1.240519896,0.766444902,0.884219584,1.347947564,1.250945104,1.384087661,0.955232068,0.872848123,1.310829489,,,,,,,,,,,
2.460976926,0.188016018,0.056742807,0.128666608,0.128210113,0.129341035,0.431973914,0.128643838,0.512466727,0.06352976,,,,,,,,,,,
2.992371375,1.34908409,1.306160927,1.310116548,1.517951987,1.542930893,1.584912039,1.532001756,1.887726225,1.53672486,,,,,,,,,,,
2.313560494,1.728288502,2.094867062,2.129611534,1.628480354,1.664606678,1.801988249,1.863112533,1.428066971,1.732004376,,,,,,,,,,,
2.23572198,2.197536874,0.990466198,0.974680606,1.847653043,0.944216184,1.141993127,0.935648115,1.010722224,0.834686785,,,,,,,,,,,
2.518531082,2.03212829,2.917542203,2.769613958,2.181712702,2.105918429,1.859850906,1.482533809,0.766812185,1.73265714,,,,,,,,,,,
2.586327851,0.339088799,0.144869209,0.276175401,0.379345695,0.325427737,0.472655645,0.330852801,1.098638925,0.309975997,,,,,,,,,,,
2.462853547,1.112255607,1.829397495,1.555086217,1.19289145,1.586710663,1.426563812,1.941226732,1.328376833,1.691745069,,,,,,,,,,,
2.788404531,1.477548922,1.399522449,1.486001025,1.262275659,1.238424991,1.611520446,1.364773435,1.475342248,1.380985996,,,,,,,,,,,
3.354832661,2.126436457,2.100108876,1.5904978,1.938624129,2.014092211,1.648783578,1.456374205,1.762635404,1.448214577,,,,,,,,,,,
2.580416901,0.936772637,0.781464571,0.908889591,1.030443886,0.38015879,0.518354991,1.167418034,0.787390932,0.986732428,,,,,,,,,,,
2.813925975,1.464416643,0.743301732,0.681319987,0.933587919,0.891704275,0.902554027,1.081983267,0.664818266,0.62974223,,,,,,,,,,,
2.224346875,2.198566383,2.727748894,2.73344249,2.106724913,2.524371903,2.575728621,2.90648511,1.614961547,2.683803451,,,,,,,,,,,
2.714282148,-0.096321998,-1.465888053,-1.541035308,-0.133598555,-1.33634908,-1.425449007,-1.619596925,-0.444113145,-1.623948905,,,,,,,,,,,
2.472966833,3.062233118,3.173388944,3.100048089,2.704528099,2.321192618,2.25999059,1.966438777,2.561520559,1.892327315,,,,,,,,,,,
2.927614755,1.132604273,0.847132814,0.767497033,1.015462922,1.299157083,1.216069065,1.039406066,1.04911909,0.973393175,,,,,,,,,,,
2.683046188,1.789598603,1.89209426,2.013811709,2.029325315,1.630284716,1.854275578,1.930008913,1.954820532,1.892027339,,,,,,,,,,,
2.261147559,1.249301617,0.71370028,1.361110017,0.578166206,-0.296901871,-0.00246262,-0.172165169,0.340142637,-0.098065879,,,,,,,,,,,
