0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.18807356,-0.33116004,-0.021803344,0.0056171715,0.3215428,0.5133636,0.22431058,0.07154974,-0.28012872,-0.06293681,0.21691598,-0.35731912,0.013695313,0.2689435,-0.0994141,0.16328675
-0.108973034,0.4005834,-0.17688516,0.07468703,-0.22609186,-0.086875744,0.06380172,0.5884182,-0.361866,-0.13984543,-0.34719783,0.4305504,0.23197542,-0.021261722,0.2294079,0.015502885
-0.24449705,0.34460354,0.020734563,-0.079582214,-0.48454362,-0.60910845,-0.4707651,-0.14872043,0.4911889,0.04759766,-0.005523585,0.23831673,0.1454401,-0.3827181,-0.013919659,-0.13482136
-0.21318127,-0.063489854,0.17967927,-0.20323668,-0.28199774,-0.59654605,-0.5444553,-0.6390233,0.85368073,0.13036281,0.33776337,-0.13664801,-0.053024266,-0.47718787,-0.23540443,-0.14420995
0.16684817,-0.76453054,0.071300894,-0.108940974,0.61759454,0.6605754,0.29968828,-0.14069259,-0.14841011,-0.09203154,0.3940965,-0.5440615,-0.15222304,0.24161695,-0.23638418,0.13051721
-0.026512377,-0.35150793,0.034741335,-0.13905981,0.18824941,0.16197228,0.05542752,-0.09780186,0.03712504,-0.06295572,0.16487904,-0.18335493,-0.06042948,-0.040920675,-0.11587744,0.056855254
-0.0722836,0.35642594,-0.076485604,0.06341214,-0.27968198,-0.27394277,-0.19591746,0.22685319,0.07384281,-0.029679567,-0.1970168,0.28558064,0.18000229,-0.114580065,0.08192938,-0.09307392
-0.048888996,0.31947184,-0.12779173,0.06491676,-0.21383826,-0.11244992,-0.029334247,0.38921875,-0.16612388,-0.092816964,-0.2008168,0.28478697,0.21162985,-0.011503354,0.12513766,0.02261918
-0.05315505,0.17453729,-0.09293312,-0.016805043,-0.14693086,-0.019366235,0.026076227,0.28970015,-0.20320705,-0.07129592,-0.12525366,0.18717577,0.15012284,-0.04630123,0.11237447,0.04732062
0.07018928,-0.13375595,-0.005249515,-0.028090294,0.10493612,0.09346229,-0.019045174,-0.03363824,0.069528505,-0.0331844,0.13754453,-0.116422325,0.055557337,0.05166523,-0.089184515,0.008250624
0.29340744,-0.7118213,0.027642459,-0.042171378,0.64682823,0.7612568,0.32538733,-0.107841484,-0.22537765,-0.067643195,0.39477545,-0.6058512,-0.11267315,0.40049225,-0.24559331,0.18270648
