0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.08793789,-0.081964254,0.11659311,-0.008090004,-0.108356,0.027742613,0.10394193,0.045514315,0.026763719,-0.10502455,0.004036106,0.13171695,0.13916773,0.10932096,-0.025556833,-0.09678049
0.2546825,-0.11489573,0.09795056,0.07770314,-0.42837122,-0.098918945,0.2773827,0.1227,0.055522192,-0.57089543,-0.16996428,0.33187926,0.49853605,0.23012769,-0.01300415,-0.24143526
0.26862535,-0.15058693,0.0864407,0.10149754,-0.48304978,-0.12272394,0.2913412,0.112311356,0.06893663,-0.5988401,-0.18340555,0.412291,0.5333359,0.2623831,-0.01329229,-0.29491043
-0.12777974,0.08493559,-0.040788364,-0.050533485,0.422061,0.02827894,-0.17543769,-0.097008236,-0.1617449,0.48305228,0.11839836,-0.3184737,-0.3615114,-0.3427425,-0.03156154,0.1993986
0.15531933,-0.07499194,0.0016564317,0.07822778,-0.23827279,-0.13666327,0.16951476,0.052891158,-0.04474777,-0.30612162,-0.09559981,0.16243598,0.29911035,0.036370095,-0.039183773,-0.13491379
-0.07643765,0.021065846,-0.056183126,0.018693335,0.255913,-0.03433323,-0.12071706,-0.09222274,-0.14486638,0.29218218,0.028310522,-0.23857413,-0.22499576,-0.29640812,-0.03667807,0.14518781
0.03921871,-0.020915247,-0.04791813,0.06058199,0.118268915,-0.110699624,0.0063276626,-0.024353176,-0.14872104,0.04995881,-0.041921385,-0.12251973,-0.039199516,-0.23952596,-0.05773264,0.07172548
0.088156104,-7.50497e-05,-0.047590364,0.05068379,-0.043843918,-0.13536932,0.07992342,0.01468838,-0.10237058,-0.094676584,-0.060636155,0.037096098,0.12520187,-0.102452755,-0.040474534,-0.043854937
-0.072535776,0.017123178,0.027840126,-0.044503786,0.34564123,0.05522255,-0.13781397,-0.0634228,-0.11361969,0.38235718,0.091557786,-0.2915109,-0.28910175,-0.25535393,-0.04609654,0.17667648
0.20950755,-0.09437257,0.018221758,0.09411969,-0.32456884,-0.14414525,0.20297144,0.06253963,-0.0037177317,-0.43438968,-0.1589458,0.22252345,0.37332502,0.08113,-0.018360987,-0.18021592
0.28633624,-0.08868396,0.09167004,0.079847656,-0.54963696,-0.10163632,0.31575456,0.12968746,0.11153503,-0.7059021,-0.20218107,0.36850217,0.59866154,0.3032412,0.022748051,-0.2819014
0.013611913,-0.006083049,0.042813253,-0.004881628,0.16233267,0.04013898,-0.046642445,-0.024621148,-0.06947083,0.1414987,0.0032965988,-0.16121987,-0.0779836,-0.14717162,-0.033844694,0.094430536
-0.07636425,0.02825725,-0.0037232526,-0.014681157,0.22211245,0.013199747,-0.074213915,-0.081769906,-0.07701767,0.243122,0.08487823,-0.23526545,-0.19647542,-0.21051407,-0.02028098,0.12182769
-0.09988634,-0.03197573,0.052301746,-0.057928838,0.47200143,0.13664505,-0.22282769,-0.10436202,-0.13736129,0.5857088,0.14448982,-0.32541355,-0.41296682,-0.28816128,-0.058328606,0.21207498
0.011570826,0.0625097,-0.024156287,-0.003716305,0.21747527,-0.03355547,-0.046508662,-0.019886002,-0.1273151,0.17904158,0.016096197,-0.1609829,-0.11567966,-0.23184405,-0.030701712,0.1011103
0.104631275,-0.114772424,0.08716022,0.045745157,-0.21713004,-0.0069775283,0.12236594,0.022341013,0.032969616,-0.19827637,-0.02740892,0.19708186,0.20098215,0.14910804,-0.007721409,-0.14450708
0.22217697,-0.12284647,0.043602467,0.119105436,-0.4325577,-0.14242588,0.2608926,0.08668148,0.032823853,-0.54274225,-0.18205768,0.34232202,0.47931123,0.18522859,-0.01909732,-0.24719727
0.15585047,-0.021890037,0.058737393,0.04351239,-0.20280486,-0.06271501,0.16923925,0.0529211,0.008766171,-0.328567,-0.07387569,0.11014873,0.27048957,0.10131553,0.006410286,-0.0828379
0.08183706,-0.025794275,-0.034011293,0.06310608,-0.018478807,-0.11035028,0.08161448,-0.0031932816,-0.09191897,-0.11329675,-0.06722096,-0.07517022,0.106193244,-0.13787124,-0.043770187,0.021710373
-0.068397485,0.023297448,0.05806414,-0.051262148,0.42314008,0.12742245,-0.17357293,-0.07276126,-0.11751435,0.4599561,0.10561394,-0.3260467,-0.33398312,-0.26847363,-0.039127894,0.223849
0.04007867,0.032275133,0.095842734,-0.013588525,0.081123754,0.037079673,0.02797607,0.018548086,-0.012351669,-0.041365325,-0.044871457,-0.04271049,0.057957783,-0.019786641,0.0053754114,0.036622323
