0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-0.20036754,-0.13415837,0.1114472,-0.12993656,0.054959003,0.22364876,-0.048153386,0.15256935,-0.099852264,0.12225671,-0.13847186,-0.047870763,0.007784335,0.013563868,-0.30179524,0.2914341
-0.3188184,-0.2958313,0.12461306,-0.32127178,0.0532083,0.35092854,-0.13532886,0.24421036,-0.17812566,0.3392169,-0.284746,-0.0772674,-0.006886307,0.028449617,-0.4707576,0.6884208
-0.15674862,-0.08861343,0.03447098,-0.07162431,0.027600277,0.17429052,-0.041988857,0.024564102,0.009027161,0.12519406,-0.079119205,-0.051328927,0.025696024,0.060391076,-0.14455368,0.19236216
-0.28002283,-0.21369585,0.123620614,-0.27962792,0.058570333,0.3177866,-0.123421066,0.19601321,-0.15100281,0.28626788,-0.27284652,-0.080419585,0.014530914,0.013107985,-0.39197093,0.57500225
0.16075563,0.32959765,-0.23660523,0.4617843,0.0123924725,-0.1438554,0.2134892,-0.3870284,0.35741192,-0.43350947,0.37803882,0.095882885,0.092544705,0.03474533,0.5395515,-0.8133038
-0.26104861,-0.25998744,0.20975894,-0.23430483,0.051759094,0.29685432,-0.10246279,0.3096003,-0.20026347,0.2326263,-0.23851718,-0.064536825,-0.023873914,0.007006105,-0.51782924,0.5301696
-0.13521428,-0.06600257,-0.032161433,-0.020275071,0.022208422,0.14628273,-0.014139488,-0.012616523,0.059549984,0.0745938,-0.03266011,-0.03121314,0.046967298,0.071664974,-0.061719816,0.11425554
-0.033978395,0.051897813,0.033432342,0.11765238,0.049917653,0.072614595,0.04782102,-0.024126228,0.02920841,-0.108678326,0.06664093,0.015353693,0.011566021,-0.0012518484,-0.019362178,-0.14517322
0.037900526,0.18804869,-0.10430683,0.22748125,0.05067183,0.018979762,0.10922624,-0.17984217,0.13571472,-0.21771277,0.20608917,0.061886884,0.062408786,-0.0008208342,0.22742136,-0.3391845
-0.24524489,-0.17911157,0.13737455,-0.24023719,0.07756086,0.30242667,-0.09712205,0.1924214,-0.19467016,0.21531065,-0.2101544,-0.059937842,0.01101771,-0.015915822,-0.37815943,0.511691
-0.10584502,-0.011984006,0.03441287,-0.017870098,0.052697215,0.14945972,-0.0053169206,0.034442216,-0.037837703,0.012484655,0.00050949305,-0.0015607737,0.036971837,0.010176234,-0.10216205,0.109858654
-0.30289698,-0.25117573,0.17000936,-0.35353625,0.07240237,0.33337295,-0.1717549,0.29153353,-0.27256608,0.3083071,-0.32453543,-0.08179919,0.0028793067,-0.011363186,-0.5189901,0.74363416
0.116049096,0.22019659,-0.048443858,0.3696401,0.049521588,-0.06518163,0.1703836,-0.18153659,0.16689603,-0.35099095,0.26723963,0.082083434,0.01796782,-0.012949213,0.23282327,-0.588794
-0.17475441,-0.073304094,0.08095132,-0.15155055,0.078120396,0.20563039,-0.04669971,0.116756804,-0.14314413,0.09902501,-0.12191334,-0.039171755,0.041634556,-0.005094122,-0.24120353,0.338727
