0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.22514759,-0.25764823,-0.020636,0.13061632,0.23888972,-0.056167133,0.22117274,-0.12219042,-0.0461033,0.0027651265,-0.14169362,0.21329446,0.035793483,0.049958043,0.052762497,-0.10810079
0.16978994,-0.3000079,-0.104197726,0.20996948,0.30880138,-0.08879743,0.08568044,-0.18989772,-0.23621948,0.0740462,-0.15775865,0.394685,0.10071338,-0.02619169,0.07403736,-0.2723835
-0.4809739,0.6272237,0.13684267,-0.132161,-0.2997167,-0.1697126,-0.41134906,0.33995834,0.18334086,0.095212854,0.33384475,-0.45151564,0.28413475,-0.008626111,-0.12627271,0.14837971
0.08697472,-0.17646182,-0.030142851,0.1674447,0.18878978,-0.08809251,0.1159839,-0.09740012,-0.1486945,0.020687185,-0.096984185,0.22484599,0.071101144,0.037869748,0.022321502,-0.110854775
-0.36632842,0.4702313,0.08329311,-0.10732531,-0.2495754,-0.1496869,-0.30573928,0.30597764,0.1023842,0.086182564,0.2433838,-0.31747922,0.2248646,0.029062368,-0.14275202,0.09489143
0.3984892,-0.35194567,-0.037906572,0.11034903,0.35152617,0.010158859,0.3279848,-0.21101525,-0.11219103,0.01342335,-0.21498632,0.39072108,0.06975285,0.02675195,0.056077093,-0.10978986
-0.38122487,0.4965479,0.06945998,-0.0950215,-0.2583898,-0.14672521,-0.37297904,0.31675002,0.091329396,0.10439217,0.2542203,-0.28718483,0.27561218,0.0020088702,-0.11065985,0.050840545
0.074672975,-0.17059827,-0.045059413,0.14356975,0.18703546,-0.13289288,0.1238724,-0.110604815,-0.066346124,0.052170515,-0.11497102,0.1527013,0.077669665,0.03469778,-0.009258356,-0.12905478
0.25487357,-0.47123387,-0.08282389,0.25221336,0.34641933,-0.07112523,0.24326485,-0.2715731,-0.24489023,0.014817603,-0.27201045,0.45427454,-0.002359312,0.024241172,0.08481304,-0.26372534
-0.06686401,-0.07122493,-0.021425188,0.15435404,0.13804178,-0.16649723,-0.000117242336,-0.07943872,-0.106204875,0.05768086,-0.059404083,0.12791106,0.113989815,-0.008914322,-0.008197244,-0.14058384
0.20783311,-0.41811785,-0.074084565,0.24176331,0.32936046,-0.08894292,0.22442727,-0.26031822,-0.18497975,0.02003077,-0.23654185,0.38613966,0.0107183345,0.021248177,0.061345406,-0.25666842
-0.45224154,0.5194578,0.09682122,-0.11247802,-0.27558565,-0.18129179,-0.39066708,0.30530843,0.10447603,0.09604657,0.27562,-0.3745258,0.2193714,-0.014476173,-0.121767476,0.08817702
-0.28791445,0.35777664,0.04210296,-0.044949424,-0.1465389,-0.1699611,-0.25872606,0.222038,0.04460533,0.08679625,0.16890061,-0.2133401,0.20511465,-0.019191988,-0.103559315,0.073615044
0.4483389,-0.6502833,-0.12012625,0.2950757,0.502147,-0.026894398,0.38313508,-0.3898864,-0.27383107,0.017945204,-0.35738978,0.63964367,0.0065541617,0.011264391,0.12501378,-0.33391812
0.39691174,-0.5003089,-0.070920154,0.21678503,0.43625742,-0.024347484,0.33903313,-0.31729576,-0.16038692,0.009217273,-0.25431755,0.4737746,0.02288971,-0.013180442,0.11550324,-0.2469939
-0.2666597,0.27104992,0.032969125,0.017665535,-0.07968361,-0.17752838,-0.15680678,0.15113565,0.07385392,0.079945505,0.10717785,-0.23339263,0.16703987,0.06670556,-0.10331304,0.055351693
-0.33340073,0.40700725,0.027830277,-0.06755147,-0.19697806,-0.15869382,-0.34239787,0.2537321,0.012899608,0.10708408,0.22300448,-0.20820224,0.23039822,-0.028225727,-0.10141505,0.02388456
0.48399907,-0.6087078,-0.09397125,0.25455117,0.48694804,-0.01934532,0.43351597,-0.38257524,-0.1973691,0.012536306,-0.32815835,0.5529018,0.01190684,0.03771559,0.112047404,-0.26367146
-0.03633739,-0.046936654,-0.02502495,0.12982784,0.10760818,-0.1342093,0.0032303184,-0.03187453,-0.08999903,0.054945424,-0.046995692,0.12349504,0.11682488,0.017412156,-0.022441134,-0.103498474
0.122149736,-0.2678707,-0.057568356,0.21661915,0.24811019,-0.09634634,0.10500875,-0.18450063,-0.1476406,0.045083724,-0.15419352,0.31850654,0.06871747,-0.003913,0.04873738,-0.23572636
-0.49667948,0.70417356,0.1089515,-0.19431975,-0.35607553,-0.17444438,-0.46533203,0.41745016,0.1853085,0.13640437,0.36530855,-0.4809701,0.31522936,-0.024321131,-0.17766553,0.17044666
-0.18080756,0.3040146,0.04464954,-0.061288483,-0.09514928,-0.12720805,-0.13848145,0.21014789,0.0812925,0.08165595,0.12697728,-0.17345062,0.19655907,0.0010492355,-0.11959724,0.08531667
-0.46597844,0.5772968,0.104056254,-0.1067941,-0.28820127,-0.18073651,-0.3775872,0.32911152,0.19898318,0.07980826,0.30576983,-0.4728888,0.2612718,0.038023148,-0.11520052,0.15633824
-0.02564931,-0.05056136,-0.028365865,0.11881305,0.11093846,-0.12672865,0.0015485734,-0.013525568,-0.06470796,0.056432903,-0.060945317,0.09248202,0.106977545,0.013985552,-0.018400695,-0.09043297
-0.17462939,0.17362177,-0.055259973,0.07014814,0.020000655,-0.16337693,-0.21020733,0.096510105,-0.066495284,0.122091934,0.10536148,-0.0096578,0.23514682,-0.03386133,-0.048771665,-0.09651013
0.23699436,-0.35954386,-0.055713713,0.20144351,0.32078472,-0.04544484,0.23083538,-0.19535118,-0.2062199,0.022606347,-0.21311903,0.39518806,0.04964856,0.023080647,0.062218014,-0.20835987
-0.11561787,-0.005763687,-0.032200277,0.12995543,0.08054679,-0.16283622,-0.089353725,-0.033701003,-0.119825445,0.060905457,-0.005795221,0.099022165,0.13520892,-0.017521434,-0.015830282,-0.14183502
0.06792366,-0.1515925,-0.009280823,0.12119523,0.15672226,-0.11853237,0.09646116,-0.12297972,-0.07463889,0.025917765,-0.08263064,0.16609134,0.09450466,0.009880103,0.027168958,-0.11500707
-0.32157212,0.36580455,0.06874196,-0.040769774,-0.18424414,-0.15456548,-0.28744125,0.19410658,0.052319497,0.07108761,0.2076222,-0.20570329,0.22814505,-0.013323404,-0.07073347,0.020972878
0.23064163,-0.3409739,-0.09138185,0.19508012,0.3136224,-0.097088836,0.19124071,-0.21172953,-0.13919608,0.043382376,-0.19791229,0.34067065,0.071749814,0.0024770051,0.063149095,-0.20414421
