z,y0,y1,influence_true,influence_0
0.2946650026871097,0.1275454901341101,0.447220236189988,0.42857142857142855,0.42857142857142855
0.5305867556052941,0.43053620102521245,0.4229590849712692,0.6666666666666666,0.6666666666666666
0.19152078694749486,-0.2883233794396503,0.2304100927417645,0.5,0.5
0.06790035819129137,-0.06813012234790393,0.4517412797282727,0.5,0.5
0.7869854599999133,0.06965636497411037,0.7422931871274278,0.5,0.5
0.6563335217758555,0.02996621495382788,0.9133860111385759,0.6363636363636364,0.6363636363636364
0.6375208960436358,0.14098440071207508,0.58010569128579,0.625,0.625
0.575602893753034,0.2877869636749117,0.635044808351872,0.6666666666666666,0.6666666666666666
0.03906291618886648,-0.22820617378794902,-0.11829043778585556,0.0,0.0
0.35781360448354893,0.10575618424617383,0.23018041617809626,0.2727272727272727,0.2727272727272727
0.9456831868184076,0.1636491614883262,1.0825107685886792,0.5,0.5
0.060044680315385346,-0.22695296063590947,0.2562750484408765,0.3333333333333333,0.3333333333333333
0.864042103546211,0.015170930779940861,0.2394031480825894,0.6666666666666666,0.6666666666666666
0.8772905261480303,0.16521337226433094,0.6012266502595123,0.5,0.5
0.05119366562045369,-0.1208088343058281,0.28875983844359143,0.5,0.5
0.6524186154656548,0.053341409698594563,-0.12199188599294714,0.0,0.0
0.5517513686348753,0.48369920039586767,1.0528044437579296,0.5714285714285714,0.5714285714285714
0.597513253239051,0.18657739680027174,0.4504626619641537,0.47058823529411764,0.47058823529411764
0.4835286243100021,-0.045388410065209175,0.19484072010191705,0.6,0.6
0.2829881608569912,0.019103118948564035,0.457354052264451,0.8181818181818182,0.8181818181818182
0.29772571830177164,0.03700765638759427,0.21876421424537595,0.6,0.6
0.5615089053263611,0.6219613389224667,1.1100794273394536,0.6,0.6
0.3960474360470265,-0.37054948139791655,0.275878167120227,0.6363636363636364,0.6363636363636364
0.7887007096788996,0.1453490954896683,0.5490252589058673,0.6,0.6
0.41848438534587695,-0.18656698461882132,0.01549459180754284,0.36363636363636365,0.36363636363636365
0.14390392077532788,0.07932787239096453,0.49995423857496474,0.75,0.75
0.15090669442067706,-0.23322389584339331,-0.2176396235837704,0.2857142857142857,0.2857142857142857
0.05524135021582377,-0.10513180845990383,0.27497830984103633,0.6,0.6
0.7180371937036457,0.18662118206911799,0.6235728070039054,0.8571428571428571,0.8571428571428571
0.29231735450413854,-0.08477060175304155,0.26500165027518985,0.3333333333333333,0.3333333333333333
0.19877387220034304,-0.08354073606756654,0.3966619992772158,0.4,0.4
0.831363922310521,0.1847501810016891,0.6367315391414314,0.5714285714285714,0.5714285714285714
0.567991119724631,0.06695582090444255,0.5841915177326454,0.6923076923076923,0.6923076923076923
0.08233974921248077,0.15635581791102635,0.3609358711806747,0.3333333333333333,0.3333333333333333
