inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3
1.5874093835507428,1.2443714655608669,0.9889319517594497,1.1237158271410805,0.8700072891964757,1.1281731807780844,1.6090030276816125,1.247860086251667
1.7017107532547897,0.920057753231583,0.7490485206180645,0.822113935313004,0.9890090215598253,0.8394596176153082,1.7521623317102715,0.9045109980214593
1.4817379827571628,0.9762883048088177,0.9721971163434592,0.9086549482413422,0.25397978924114073,0.8339530625271756,1.5112562898348054,0.9646774666228393
1.5101776806308815,1.1247499160647056,1.0924638115806156,1.0570563117871157,0.2316197427425376,0.9881007775612867,1.3233309748578153,1.1160162044337054
2.0660171128002514,1.1695226211662495,1.7860796542479909,1.1645212883965814,1.7789579096757344,1.1593774321297605,1.9298301357896293,1.181306304474999
2.532583333848352,1.0572792006474248,2.095200693989278,1.0041945830247583,2.4780259315413344,1.042063273563602,2.5224471973421734,1.073291065456067
1.803610249818402,1.2389016772463068,0.8640391175823752,1.1098581710737836,0.8234550991136464,1.104931573620962,1.8059701014509217,1.2673321945154998
1.2056781712549494,1.278962601160849,1.130327676855654,1.2813108490496932,-0.21203443549919343,1.16802361495888,1.1040622781906706,1.2881198662110003
2.2326809070634717,1.1391597641976468,1.704617090610945,1.0546574443840093,1.056990569271877,0.9893855004687724,2.150569670173714,1.1496508711620403
1.8529740891461113,1.1353170059445838,1.1247954048883058,1.0498816762635943,1.3773117620615603,1.1224714689737358,1.6856752154995271,1.180747632688547
1.4036014275643156,1.2179103068839634,0.7297035422438791,1.0933124600577242,-0.0347856044013547,1.0009464213093184,1.355896335544067,1.2306700393841732
2.058718721637481,1.1784938332675832,1.5167849636742348,1.1364928126823992,0.7018355441631275,1.0186782107860677,2.0151218160469746,1.1885695065924275
1.9848895063472634,1.156587253202138,1.237192857082917,1.0520863240581735,0.644504408984787,1.058554009799513,2.0896824644014416,1.16019267608691
2.021793519540238,1.3194744598050905,1.3873267536602802,1.2768586178216148,0.6453520329178826,1.250895378797194,1.962312802261804,1.3324411893607029
1.2091456693623774,1.0592470089857304,1.1059773285704915,1.0110919307161923,0.4822135366867385,0.9923036643730374,1.1153345155592913,1.0693478891696726
2.095226603055604,1.1697107303428398,1.7310778523069457,1.1232659481973228,-0.05372608330291875,0.9424255934627332,2.0809726028764004,1.1761956270192762
1.8776517894762579,1.2991014288263671,1.3199186290825757,1.1875170849303118,0.5479086388930362,1.1702214762100094,1.9524493174948097,1.2778195159216708
1.7639072667596645,1.133263304820373,1.4382294007112764,1.06670709949042,1.4565460939129398,1.1000635106489682,1.8239853800182635,1.1734121050303217
2.308314947296803,1.1451771172524152,2.3354292336398963,1.1116954511916992,1.7020797363179168,1.0727970144929762,2.3590881655485716,1.1125473732798978
1.7692943720532226,0.9913044698451974,1.374041173600963,0.9161353397646708,0.38396489566638503,0.8539931499129,1.71190692215249,1.0172903707327428
2.49011589325648,1.106153601199928,2.6597020771898725,1.0857508757413679,1.8056071725330634,1.0300245226298588,2.5038697098787592,1.1294977580779717
1.9299675696490817,1.280809598062449,1.5910137636103667,1.2227403362047213,1.1793169488156194,1.1877671121920148,1.935873099238007,1.2886722411772977
1.9488540471008053,1.001642719753057,1.0346227181964058,0.9019573565617967,1.0746790118423948,0.945481292669812,1.9362594453234765,0.9962147034682549
1.858567101910214,1.1093387153406842,1.069153338826697,1.0004439707961015,0.5826091526490335,0.9959137592584875,1.8308986213714311,1.1213659992728209
2.17130673088759,1.0365469380661685,2.0850321053183682,0.9897092999532464,1.3096632957429062,0.9635160178335331,2.0671928697198316,1.0495001230204246
1.5027126037190475,1.1711844197413435,1.3173717746000482,1.1247226725901727,0.7309457859803554,1.0725429251131908,1.5520372222854273,1.1728642882228137
1.4021990740614285,1.278023738883478,1.08602234719603,1.2565644273287409,0.1916942652545206,1.1917920331065421,1.3129222455638132,1.272698615916855
2.4290578097495974,1.1754115490917014,2.0211762349600555,1.132125372750165,1.3597477317561548,1.084827199080859,2.61647960296947,1.1705872470128729
2.036573836263704,1.092747024552583,1.9726804656696388,1.074190384786362,1.9836125034471488,1.0948808364678846,1.9843981848235694,1.086946576029039
2.2882826566526258,1.3130043729962315,1.8971377809328311,1.3003299305158253,0.254289014844429,1.1563918882751298,2.2930693903271453,1.313081382086323
1.2701336659073899,1.0650385057016793,0.7963428674722921,1.0544818752460476,0.6882109937830234,1.018358556472895,1.2129284202781254,1.0654871182301957
2.4999982958739557,1.2077598227919841,1.8586254044440467,1.1310588119348817,1.5089799673173978,1.0495375114410583,2.4145994941506608,1.2005639817453486
2.121310546874569,1.2208931807779853,1.518271603010851,1.1517628211724573,0.6293574315938191,1.1011503014027926,2.0969950775613864,1.2013604736367527
2.015570824444673,1.412753458030524,2.0196934339454127,1.4023989452844017,0.7843389770333746,1.283954076104476,1.968541508142211,1.3992403219734877
1.6878567358309853,1.1633493199002638,1.3023432123027856,1.1463314378903924,0.5611326903476445,1.1062439140628295,1.668094355810831,1.1713068917152096
1.7532506681419824,1.0928229662414517,1.2503669140176725,1.052713386965882,1.9165431803892128,1.0946007923504824,1.7084066442333514,1.1178712588837607
2.5084119825344136,1.1445935652773223,1.8725489189464506,1.0465138216239676,1.2136113606165355,1.0150349223814534,2.640515027291838,1.159526913889468
