inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs
0.471588293,0.901093795,0.394279514,0.840551225,0.392296675,0.840396629,0.472624155,0.902723867,0.107703325
0.588247711,0.583731827,0.599906069,0.530802456,0.626875127,0.572463659,0.604300606,0.569078587,0.126875127
0.555922444,0.607314624,0.501924461,0.611371198,0.501632988,0.563406631,0.572097767,0.590136817,0.001632988
0.505926622,0.759304728,0.427720153,0.729498495,0.393608406,0.689916597,0.458996637,0.755106028,0.106391594
0.606498224,0.805479698,0.578886927,0.7929559,0.610409539,0.819058853,0.615993813,0.817470564,0.110409539
0.900781609,0.762931568,0.801334981,0.713519348,0.894483199,0.769979237,0.903265318,0.769029802,0.394483199
0.559873178,0.847086441,0.478081294,0.848982324,0.49264085,0.816894564,0.5443446,0.879127814,0.00735915
0.614428097,0.908699945,0.518604931,0.868787599,0.54737657,0.893372947,0.593510398,0.913209694,0.04737657
0.754183807,0.802705867,0.763002111,0.795284805,0.758247106,0.788927273,0.722289549,0.806517994,0.258247106
0.773712703,0.82854952,0.780771342,0.836598388,0.587505471,0.73966027,0.747820079,0.865744356,0.087505471
0.522244464,0.851108587,0.440230166,0.806888622,0.440999049,0.800789523,0.53051411,0.863900218,0.059000951
0.677421979,0.841208921,0.566832014,0.752227733,0.677585387,0.785028804,0.656417587,0.854248566,0.177585387
0.541088043,0.843738605,0.439688698,0.784152958,0.496908831,0.747624102,0.545334502,0.856833867,0.003091169
0.489892938,1.036657763,0.479219837,1.019406396,0.525660471,1.013836307,0.481383828,1.037237988,0.025660471
0.495129996,0.690737296,0.450205512,0.701574035,0.408949357,0.638510705,0.46885558,0.6981419,0.091050643
0.566489169,0.845211315,0.407688558,0.754378522,0.493241008,0.818306397,0.580560972,0.8453073,0.006758992
0.609556013,0.960889486,0.570106595,0.924960257,0.615681045,0.964589473,0.595110726,0.942345184,0.115681045
0.636401044,0.830179709,0.604674637,0.785802295,0.519105442,0.731781629,0.628111812,0.877111507,0.019105442
0.760345891,0.838206116,0.677304936,0.867289951,0.711445532,0.802978777,0.758981526,0.81460459,0.211445532
0.645358528,0.613204385,0.589560567,0.598892571,0.645629553,0.601649234,0.63963587,0.640482821,0.145629553
0.663611049,0.737816166,0.647314511,0.739939746,0.648997138,0.737107948,0.648355416,0.765450486,0.148997138
0.536968271,0.961384771,0.570564555,0.968890463,0.465789585,0.907216769,0.526925932,0.971061077,0.034210415
0.747228193,0.634283749,0.703524957,0.595523169,0.680980978,0.571786296,0.753881626,0.620561289,0.180980978
0.726908773,0.793816054,0.620441338,0.720058105,0.747169101,0.729228634,0.739989203,0.801020148,0.247169101
0.647086889,0.652264209,0.665822032,0.656460778,0.617403619,0.56292147,0.611455735,0.668109137,0.117403619
0.488637534,0.813973579,0.460158689,0.817283092,0.464156421,0.768228107,0.500861561,0.818797116,0.035843579
0.508338776,0.913288588,0.33439178,0.837529788,0.450082957,0.880048532,0.502843068,0.908513459,0.049917043
0.675384709,0.843400308,0.633235463,0.858235459,0.58359723,0.8264886,0.717143703,0.829394681,0.08359723
0.789297512,0.733356762,0.721273463,0.689887383,0.736433628,0.706824682,0.764408516,0.72544327,0.236433628
0.770673496,1.017131174,0.681212041,0.996577087,0.543130002,0.885850044,0.76779458,1.018816695,0.043130002
0.58653253,0.692708907,0.585953896,0.727633548,0.613668607,0.701055279,0.576798615,0.702023857,0.113668607
0.847252392,0.921035633,0.722751549,0.88810108,0.705850452,0.882858978,0.83556974,0.895624533,0.205850452
0.839936307,0.816257274,0.822367345,0.775179043,0.776684297,0.820093669,0.82699028,0.800219408,0.276684297
0.557418175,1.085571116,0.507779508,0.994483849,0.482170679,1.036586076,0.547293074,1.066767232,0.017829321
0.593407375,0.851054866,0.584465309,0.86549291,0.578006663,0.777990988,0.580274896,0.858285915,0.078006663
0.628667102,0.787651657,0.516045844,0.783740652,0.475141625,0.70194473,0.603182882,0.812515539,0.024858375
0.826152564,0.784784438,0.772474616,0.743325798,0.747824736,0.743313753,0.821063854,0.805624771,0.247824736
0.393517534,0.734974061,0.274915006,0.698325763,0.309648317,0.691881421,0.395587407,0.711427074,0.190351683
0.521885382,0.791727901,0.424021862,0.719397448,0.484889744,0.753083736,0.513255618,0.791912343,0.015110256
0.64510181,0.765414837,0.64962632,0.746269689,0.638656484,0.775152014,0.612314334,0.763627563,0.138656484
0.735629122,0.844397045,0.704301619,0.825122239,0.769848788,0.849922146,0.742430349,0.826976461,0.269848788
0.697210219,0.75009204,0.696099466,0.738460932,0.6366413,0.715283725,0.704598082,0.749496269,0.1366413
0.673600817,0.712215694,0.615379342,0.647469407,0.762187955,0.765387655,0.67743286,0.712488208,0.262187955
0.48688222,0.924995932,0.390397569,0.904044861,0.400030754,0.8990201,0.528472759,0.943522811,0.099969246
0.667082607,0.860888456,0.686954088,0.860581464,0.691435886,0.84325984,0.658035897,0.887562672,0.191435886
0.565311116,1.023282056,0.566360313,1.020147992,0.531032336,0.931334489,0.56536851,1.010953097,0.031032336
