inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs0,abs1,abs2,abs3
0.471588293,0.901093795,0.394279514,0.840551225,0.360577842,0.816491069,0.472624155,0.902723867,0.028411707,0.105720486,0.139422158,0.027375845
0.588247711,0.583731827,0.599906069,0.530802456,0.649090806,0.612042518,0.604300606,0.569078587,0.088247711,0.099906069,0.149090806,0.104300606
0.555922444,0.607314624,0.501924461,0.611371198,0.535306385,0.594270945,0.572097767,0.590136817,0.055922444,0.001924461,0.035306385,0.072097767
0.505926622,0.759304728,0.427720153,0.729498495,0.378030711,0.682605424,0.458996637,0.755106028,0.005926622,0.072279847,0.121969289,0.041003363
0.606498224,0.805479698,0.578886927,0.7929559,0.57926506,0.813028913,0.615993813,0.817470564,0.106498224,0.078886927,0.07926506,0.115993813
0.900781609,0.762931568,0.801334981,0.713519348,0.846176709,0.740589604,0.903265318,0.769029802,0.400781609,0.301334981,0.346176709,0.403265318
0.559873178,0.847086441,0.478081294,0.848982324,0.498415208,0.816298608,0.5443446,0.879127814,0.059873178,0.021918706,0.001584792,0.0443446
0.614428097,0.908699945,0.518604931,0.868787599,0.536704232,0.913391931,0.593510398,0.913209694,0.114428097,0.018604931,0.036704232,0.093510398
0.754183807,0.802705867,0.763002111,0.795284805,0.748419271,0.783525644,0.722289549,0.806517994,0.254183807,0.263002111,0.248419271,0.222289549
0.773712703,0.82854952,0.780771342,0.836598388,0.625157293,0.755432976,0.747820079,0.865744356,0.273712703,0.280771342,0.125157293,0.247820079
0.522244464,0.851108587,0.440230166,0.806888622,0.418688699,0.812884034,0.53051411,0.863900218,0.022244464,0.059769834,0.081311301,0.03051411
0.677421979,0.841208921,0.566832014,0.752227733,0.748570279,0.83132809,0.656417587,0.854248566,0.177421979,0.066832014,0.248570279,0.156417587
0.541088043,0.843738605,0.439688698,0.784152958,0.448732436,0.733842273,0.545334502,0.856833867,0.041088043,0.060311302,0.051267564,0.045334502
0.489892938,1.036657763,0.479219837,1.019406396,0.511415794,1.029071804,0.481383828,1.037237988,0.010107062,0.020780163,0.011415794,0.018616172
0.495129996,0.690737296,0.450205512,0.701574035,0.444314508,0.630144305,0.46885558,0.6981419,0.004870004,0.049794488,0.055685492,0.03114442
0.566489169,0.845211315,0.407688558,0.754378522,0.577918986,0.853684818,0.580560972,0.8453073,0.066489169,0.092311442,0.077918986,0.080560972
0.609556013,0.960889486,0.570106595,0.924960257,0.557920494,0.916191956,0.595110726,0.942345184,0.109556013,0.070106595,0.057920494,0.095110726
0.636401044,0.830179709,0.604674637,0.785802295,0.615333105,0.783638435,0.628111812,0.877111507,0.136401044,0.104674637,0.115333105,0.128111812
0.760345891,0.838206116,0.677304936,0.867289951,0.748978533,0.827821613,0.758981526,0.81460459,0.260345891,0.177304936,0.248978533,0.258981526
0.645358528,0.613204385,0.589560567,0.598892571,0.62679884,0.595911999,0.63963587,0.640482821,0.145358528,0.089560567,0.12679884,0.13963587
0.663611049,0.737816166,0.647314511,0.739939746,0.643166255,0.733998652,0.648355416,0.765450486,0.163611049,0.147314511,0.143166255,0.148355416
0.536968271,0.961384771,0.570564555,0.968890463,0.396595054,0.871619891,0.526925932,0.971061077,0.036968271,0.070564555,0.103404946,0.026925932
0.747228193,0.634283749,0.703524957,0.595523169,0.631848716,0.558645767,0.753881626,0.620561289,0.247228193,0.203524957,0.131848716,0.253881626
0.726908773,0.793816054,0.620441338,0.720058105,0.639035492,0.720924577,0.739989203,0.801020148,0.226908773,0.120441338,0.139035492,0.239989203
0.647086889,0.652264209,0.665822032,0.656460778,0.602569457,0.561189711,0.611455735,0.668109137,0.147086889,0.165822032,0.102569457,0.111455735
0.488637534,0.813973579,0.460158689,0.817283092,0.495721461,0.775225203,0.500861561,0.818797116,0.011362466,0.039841311,0.004278539,0.000861561
0.508338776,0.913288588,0.33439178,0.837529788,0.454368537,0.863492111,0.502843068,0.908513459,0.008338776,0.16560822,0.045631463,0.002843068
0.675384709,0.843400308,0.633235463,0.858235459,0.535916893,0.799309688,0.717143703,0.829394681,0.175384709,0.133235463,0.035916893,0.217143703
0.789297512,0.733356762,0.721273463,0.689887383,0.703254148,0.687414653,0.764408516,0.72544327,0.289297512,0.221273463,0.203254148,0.264408516
0.770673496,1.017131174,0.681212041,0.996577087,0.479149372,0.860992428,0.76779458,1.018816695,0.270673496,0.181212041,0.020850628,0.26779458
0.58653253,0.692708907,0.585953896,0.727633548,0.60646091,0.674573083,0.576798615,0.702023857,0.08653253,0.085953896,0.10646091,0.076798615
0.847252392,0.921035633,0.722751549,0.88810108,0.73278216,0.880736343,0.83556974,0.895624533,0.347252392,0.222751549,0.23278216,0.33556974
0.839936307,0.816257274,0.822367345,0.775179043,0.749986301,0.821477123,0.82699028,0.800219408,0.339936307,0.322367345,0.249986301,0.32699028
0.557418175,1.085571116,0.507779508,0.994483849,0.47570939,1.010234269,0.547293074,1.066767232,0.057418175,0.007779508,0.02429061,0.047293074
0.593407375,0.851054866,0.584465309,0.86549291,0.52339703,0.790798275,0.580274896,0.858285915,0.093407375,0.084465309,0.02339703,0.080274896
0.628667102,0.787651657,0.516045844,0.783740652,0.485348915,0.711370567,0.603182882,0.812515539,0.128667102,0.016045844,0.014651085,0.103182882
0.826152564,0.784784438,0.772474616,0.743325798,0.701697837,0.717738571,0.821063854,0.805624771,0.326152564,0.272474616,0.201697837,0.321063854
0.393517534,0.734974061,0.274915006,0.698325763,0.325426322,0.697372362,0.395587407,0.711427074,0.106482466,0.225084994,0.174573678,0.104412593
0.521885382,0.791727901,0.424021862,0.719397448,0.450513815,0.727690062,0.513255618,0.791912343,0.021885382,0.075978138,0.049486185,0.013255618
0.64510181,0.765414837,0.64962632,0.746269689,0.645378452,0.72009466,0.612314334,0.763627563,0.14510181,0.14962632,0.145378452,0.112314334
0.735629122,0.844397045,0.704301619,0.825122239,0.764096459,0.845219695,0.742430349,0.826976461,0.235629122,0.204301619,0.264096459,0.242430349
0.697210219,0.75009204,0.696099466,0.738460932,0.691856754,0.74179651,0.704598082,0.749496269,0.197210219,0.196099466,0.191856754,0.204598082
0.673600817,0.712215694,0.615379342,0.647469407,0.648096042,0.717453989,0.67743286,0.712488208,0.173600817,0.115379342,0.148096042,0.17743286
0.48688222,0.924995932,0.390397569,0.904044861,0.452757167,0.940335471,0.528472759,0.943522811,0.01311778,0.109602431,0.047242833,0.028472759
0.667082607,0.860888456,0.686954088,0.860581464,0.653851154,0.826949257,0.658035897,0.887562672,0.167082607,0.186954088,0.153851154,0.158035897
0.565311116,1.023282056,0.566360313,1.020147992,0.539448328,0.955451937,0.56536851,1.010953097,0.065311116,0.066360313,0.039448328,0.06536851
0.578871569,0.920938499,0.440870997,0.751935846,0.559156584,0.86716679,0.591718812,0.88769533,0.078871569,0.059129003,0.059156584,0.091718812
0.484149348,0.967859809,0.326397867,0.912324821,0.309194044,0.944126554,0.431946903,0.977493992,0.015850652,0.173602133,0.190805956,0.068053097
0.585800404,0.844352166,0.587115436,0.83298241,0.538688854,0.798904706,0.567128473,0.863183518,0.085800404,0.087115436,0.038688854,0.067128473
0.419093132,0.763117435,0.396802515,0.732834579,0.529339956,0.788312389,0.396963711,0.784934656,0.080906868,0.103197485,0.029339956,0.103036289
0.588026369,0.947250584,0.572187549,0.954503759,0.635333047,0.934276807,0.629725024,0.986963295,0.088026369,0.072187549,0.135333047,0.129725024
0.52858642,0.849763921,0.419366036,0.835951406,0.383068531,0.786477929,0.514392409,0.840670327,0.02858642,0.080633964,0.116931469,0.014392409
0.758029801,0.809669761,0.657980406,0.778982076,0.634388421,0.714089218,0.733100049,0.844384514,0.258029801,0.157980406,0.134388421,0.233100049
0.66824727,0.780925561,0.581552964,0.741582252,0.626236994,0.758447806,0.699076558,0.777857327,0.16824727,0.081552964,0.126236994,0.199076558
0.578405161,0.775813321,0.54880713,0.74457424,0.497987207,0.708990228,0.57390393,0.781386655,0.078405161,0.04880713,0.002012793,0.07390393
0.722066425,0.736734307,0.729894269,0.719129444,0.720541437,0.727004775,0.751236963,0.757040438,0.222066425,0.229894269,0.220541437,0.251236963
