inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs1,abs2
0.502047091,0.901041646,0.503287844,0.902640089,0.499901396,0.876167555,0.511910114,0.901930849,0.003287844,9.86042E-05
0.536370622,0.594016245,0.561992359,0.601961909,0.554633617,0.606374935,0.531051101,0.580941353,0.061992359,0.054633617
0.569324289,0.605061576,0.561758448,0.601335815,0.577413716,0.608794181,0.570339894,0.589845122,0.061758448,0.077413716
0.503901707,0.759645762,0.495493937,0.748621337,0.43083686,0.686428168,0.476649419,0.752715649,0.004506063,0.06916314
0.582853661,0.804043018,0.576095753,0.80586712,0.573284914,0.778447414,0.570328681,0.813940575,0.076095753,0.073284914
0.589079952,0.847039283,0.590871472,0.840312936,0.590715435,0.833894863,0.592890478,0.851378525,0.090871472,0.090715435
0.640742734,0.84272287,0.663531727,0.820734522,0.621467294,0.85243241,0.629049054,0.873393113,0.163531727,0.121467294
0.546463639,0.921925857,0.526751401,0.921490909,0.525179469,0.899164819,0.542346078,0.923468011,0.026751401,0.025179469
0.543936547,0.782275672,0.586743772,0.815087048,0.532438047,0.752588563,0.521387411,0.783253926,0.086743772,0.032438047
0.549697397,0.830984664,0.537801218,0.821418305,0.503260289,0.788881756,0.536695738,0.867663571,0.037801218,0.003260289
0.593433735,0.856174622,0.518211787,0.816266099,0.58389461,0.843647035,0.586705328,0.868289393,0.018211787,0.08389461
0.599589262,0.839985867,0.598378054,0.816578269,0.615898831,0.827879462,0.587484188,0.853420007,0.098378054,0.115898831
0.584896192,0.858331375,0.553684666,0.822964832,0.559446089,0.843690708,0.590061158,0.871158462,0.053684666,0.059446089
0.513397639,1.034906201,0.525876883,1.033321311,0.554871654,1.010864365,0.488765724,1.037111878,0.025876883,0.054871654
0.501771832,0.690971734,0.491040928,0.682979742,0.540841776,0.729170445,0.522592351,0.699769845,0.008959072,0.040841776
0.535268371,0.846348986,0.439741057,0.678985051,0.541119256,0.815941056,0.527754486,0.849072035,0.060258943,0.041119256
0.436923972,0.982953654,0.542685833,1.021272531,0.479352751,0.927821073,0.412587839,0.958534197,0.042685833,0.020647249
