x,z,y0,y1,influence_0
0.8488176972685787,0.015004156349900266,0.3431144024493739,0.8687042101728015,1.4838709677419355
0.17889592492099848,0.8997274088109545,0.0013103034504210712,0.7941179354067863,1.84
0.05436321430643143,0.6154001669174504,-0.40821676831977777,0.07622109913918965,1.393939393939394
0.36153844608822294,0.9709420683125343,-0.2662229693075254,0.7689029248096088,3.5384615384615383
0.27540092860641197,0.6216203340783855,-0.3292185269252216,0.983206134172205,3.2857142857142856
0.5300002248954253,0.9362624562662404,0.5590434137903125,0.3786707083521411,2.1904761904761907
0.305918915735916,0.5990396713972187,-0.26506269932826493,0.04603551193508182,2.1904761904761907
0.3044743591541431,0.13927871531915537,0.6260513513234405,0.7061428188490899,2.3
0.1117412761755947,0.6783747232389689,-0.6025897835719264,-0.06970136410735696,1.5333333333333334
0.24989901388011448,0.5463390473331029,-0.6888831904288797,0.07086718627374067,2.3
0.9176298978365625,0.009044383533662548,-0.24534441007518848,0.4783469361540476,1.2777777777777777
0.2641468532533736,0.7747702399200641,0.4176344340119171,1.1063704623862383,1.7692307692307692
0.7177736874735561,0.12142450487678924,-0.2716704357323912,1.0416990315905583,2.0
0.865715034190154,0.5173941425728488,0.7617467066073538,1.544803545985643,1.5333333333333334
0.8070794822453757,0.6657523438415871,0.5620047009297146,0.7404125315338952,1.0222222222222221
0.21055058265882798,0.7629128415038007,0.4702794570534052,1.6331111980788988,3.066666666666667
0.16724303145644548,0.9408788806763205,0.5672685509565423,0.8753741885037347,1.6428571428571428
0.04670639168207169,0.12398756441911152,-0.014576836823907558,1.2685860221125858,1.5333333333333334
0.03942231175749811,0.20999573804245497,-0.10227488741293692,0.7449901056856371,1.5333333333333334
0.20023080977547292,0.3653677020716356,-0.46940446586968226,0.31094924846674016,1.84
0.998543402727172,0.40128849973594516,-0.06379808264484814,0.6108688871403037,1.0
0.3727869783278882,0.5900054614056987,-0.29487487038486687,0.5131819234352399,3.5384615384615383
0.7605102739289497,0.9939147012278791,0.8291782019459384,1.4565852013149252,1.7037037037037037
0.4734744426831612,0.6115088735479919,-0.030749217605002894,0.19914668170230598,2.0
0.5097153058176547,0.6830213508992106,-0.5106112880117958,0.5959595096722897,1.9166666666666667
0.9450384171904427,0.09621129351913138,-1.0533246319779852,-0.9347223020223623,1.1794871794871795
0.10944664834182993,0.43402167155975613,-0.648993191060895,-0.5012503745424044,1.6428571428571428
0.46509316076483553,0.12915869529940904,-0.01913909418334139,1.7475883132932026,2.875
