0,1,2,3
0.10289168,-0.13814577,-0.2847371,-1.3281695
0.41871515,-0.08067444,1.0039597,-0.49693003
1.0165197,-0.25381646,-0.97169864,0.29962012
-1.2117466,0.48780063,0.28104937,0.015280336
0.1390802,-0.18946074,0.26241815,-0.9169233
-0.44287106,0.015143774,-0.86007404,-1.4259864
0.59710646,-0.33382368,0.44795454,-1.0738518
-0.25985923,-0.06585264,-0.7461537,-0.78874505
0.95046437,0.12380783,-1.4120069,0.5646206
-0.4014766,0.33142564,0.26371533,1.5360936
-0.9164742,0.21965754,-1.3814964,-0.4702079
-1.1426809,0.5890391,-1.2425311,-0.08775753
0.79078734,-0.5194465,0.0903188,-0.86188245
0.41871515,-0.08067444,1.0039597,-0.49693003
-0.34939703,-0.15606882,-0.31786728,-1.063566
0.11554608,0.14866164,-0.4649905,0.9922931
-0.2609785,0.50287855,-0.017907262,0.7226318
-1.417528,0.47974226,-0.579468,-0.49627176
0.29446352,0.05207868,0.47738492,1.5615412
0.8609059,-0.5501679,0.2504778,-0.096297055
0.5213685,-0.02329433,0.7624416,0.1975393
-0.5742887,0.11620082,-0.61559486,-0.44792423
-0.8878418,-0.13503036,0.11945081,-0.36414737
-0.55259836,0.2785711,0.12634897,-0.4044832
0.0557338,0.026077077,-0.9532684,0.14119777
0.6279144,-0.31636983,0.42772818,-0.76874983
-1.373391,0.34228796,0.088439524,0.33066162
-0.45685473,0.22019663,0.15003204,-0.59495944
0.88180125,-0.62408674,0.20986265,-0.31147367
0.49835593,-0.13111591,0.05091864,0.6512704
-1.6987695,0.577214,-0.7871866,-0.27731526
-0.04767275,0.24361655,-1.500804,0.8339975
0.41622528,0.0027702004,-0.11061537,1.0362002
-0.109551996,0.3437481,0.48822343,1.3641415
0.7108795,-0.34972367,0.7009622,0.30341563
-0.050073683,-0.124891564,-0.5052912,-0.9564011
-1.2142754,0.32319665,-0.10795474,0.10875657
0.74796104,-0.0889353,0.10411441,0.66513836
0.54643303,-0.26140577,0.6037766,-0.9116329
-1.1783115,0.5709119,0.30955678,0.94367063
-1.1470525,0.26088503,0.20263624,-0.010630369
-0.5340028,0.30677828,0.39546257,1.6379744
-0.7429851,0.2680985,-1.137543,-1.1772748
0.51261556,-0.2154262,0.71753246,-0.79571015
1.042813,-0.06376463,-1.2442253,0.8542805
-0.86480093,0.11027394,-1.1122427,-0.95718443
0.5461728,-0.07821625,0.53373724,1.1688837
0.5042831,-0.16212939,0.57110083,-0.9040551
-1.2687403,0.089378506,-0.3999393,-0.009514123
-0.7492256,0.49105725,-1.1818755,0.68895864
-1.5197878,0.42061934,0.5172694,0.39905134
0.85793716,-0.62152135,0.47971427,-0.012536645
0.5208745,0.13614866,0.6699198,0.7171515
-1.4546539,0.387851,-0.17301989,-0.19775286
0.6985345,-0.43232903,0.4098,-0.6954677
0.5224058,0.39759028,-0.35131204,2.0951757
-1.2461838,0.5251266,-0.045680404,0.52617943
0.636757,0.32389954,-0.45436716,1.777826
0.8787037,-0.6577443,0.3578266,-0.21370926
0.5989431,0.14339124,0.6128762,1.3188785
1.0373156,-0.24055013,-1.2115316,0.09795937
0.4546076,-0.12304246,0.9777934,-0.41886812
-1.3686208,0.29304865,0.19425565,0.3489966
0.6922339,-0.43074867,0.5565205,-0.4744451
-1.0394562,0.29887208,-0.8732803,-0.6102942
-0.19504616,0.21577328,-0.55284905,-1.3270918
0.12326497,0.32504144,0.658692,0.91070855
0.85793716,-0.62152135,0.47971427,-0.012536645
0.19654715,-0.062210023,0.16245937,0.82082784
-0.98967445,0.2430326,-0.98525476,-0.89660347
-0.34962705,-0.043311372,0.65943605,-0.2737233
-0.62295544,0.476302,0.4194197,1.264636
-0.038546056,-0.049400643,-0.18840551,-1.1538464
-1.0170016,0.07766317,-0.48855042,-0.35843846
-0.5482664,0.37069073,0.28312498,1.1182154
-1.0875763,0.34009078,-0.46732688,0.14411214
0.6174247,-0.5665852,0.17210323,-0.78164184
-0.967142,0.5373658,-0.40870118,0.9897522
0.4759303,-0.1482121,0.9622488,-0.37249374
0.49026126,-0.06587465,0.79484683,-0.19710365
0.65540165,-0.38506442,0.6034904,-0.50812453
0.2670511,0.14465976,0.39301723,1.4678768
0.69373506,-0.115769565,0.631325,1.0450054
0.8411975,-0.60596645,0.4535852,-0.1374014
0.38877568,0.20460448,-0.31192088,1.8967406
0.7534404,-0.5111469,0.43761063,-0.5127614
0.34172872,-0.2523455,-0.015587926,-1.2164919
0.9448998,-0.66357124,0.22618246,0.092018455
0.6038248,-0.34207094,0.4780137,-0.99662244
-0.41830507,0.5861505,0.22854,1.5940117
-0.50619495,0.36039874,-0.15102756,1.2296962
0.6050068,0.014961958,0.37076306,0.369633
0.74668837,-0.38517866,-0.12153542,-1.0470257
-0.9575834,0.27151537,-0.2497809,-0.5880461
-0.33061466,-0.15367924,-0.5988277,-1.300453
-0.42357156,0.27980164,0.033668876,0.6156248
0.4123358,-0.24407,0.11356759,-1.2162427
-0.96855235,0.29091117,0.30201364,0.2322416
0.68310106,-0.2085849,0.67672193,0.63265276
0.84853727,-0.61805785,0.41698945,-0.19354042
