0,1,2,3
-0.013677068,0.2637191,-0.0068422183,-0.031506777
0.5605011,-0.19553468,0.067723915,-0.46333322
0.20321453,0.13592583,0.044863462,-0.16617961
0.52854764,-0.12736748,0.09302397,-0.41268492
0.3422428,0.074763715,0.08056387,-0.25816628
-0.4533251,0.5572519,-0.095040835,0.29079878
-0.28750986,0.5005331,-0.023783475,0.18185008
-0.5126985,0.5868712,-0.10984026,0.33049548
0.7788643,-0.35497275,0.1017943,-0.6051309
0.3259195,0.036376894,0.064686716,-0.27053156
0.5373082,-0.17772977,0.07158385,-0.45064422
0.5235756,-0.24156013,0.040931568,-0.44953093
-0.1082436,0.33479494,-0.012047693,0.038774967
-0.44489807,0.6234842,-0.06477706,0.30364227
0.42745835,-0.045720562,0.07253429,-0.34942397
-0.35213804,0.50897694,-0.0884271,0.22473994
-0.0131038055,0.2985115,-0.008095212,-0.018280178
-0.57007664,0.66812706,-0.10641921,0.37738043
-0.4203962,0.6271982,-0.06313458,0.2950189
0.22154397,0.12333441,0.033963144,-0.2004186
0.4867372,-0.14337814,0.073046,-0.4196006
-0.2602811,0.463897,-0.042984433,0.16007853
0.13310704,0.16667032,0.03674966,-0.14535305
0.30505824,0.060145497,0.05738841,-0.2447418
-0.49453628,0.6647056,-0.06753357,0.33624774
0.5879103,-0.1499348,0.10758948,-0.45949808
0.19736695,0.19416982,0.056041807,-0.14754651
-0.304969,0.535106,-0.04815843,0.20496222
0.015453547,0.29968458,0.008045554,-0.016116992
-0.44934618,0.49337888,-0.1292119,0.2676597
0.9530569,-0.5225309,0.1345738,-0.7419015
-0.08380826,0.3249516,-0.021481745,0.025587484
0.4274884,-0.04315743,0.06926857,-0.34621677
-0.45656323,0.61436963,-0.07989406,0.30578184
-0.69638777,0.7319969,-0.15343773,0.46004957
0.39988965,-0.03356038,0.07061435,-0.33377707
-0.050404325,0.35297298,0.0020105392,0.012710273
0.1170411,0.23163912,0.044974416,-0.09346665
0.14356166,0.14663184,0.0041324645,-0.12950072
-0.41781735,0.56349736,-0.08359217,0.2764976
-0.1774507,0.3297038,-0.049967423,0.080047846
0.3700415,-0.13258713,0.023435906,-0.3447901
-0.52619237,0.6481333,-0.0993909,0.35631073
-0.42298537,0.58245116,-0.077949144,0.2881747
0.050263222,0.18066856,-0.0144567415,-0.08802757
-0.5386314,0.57448274,-0.11027795,0.33245277
-0.13502304,0.29173648,-0.05064086,0.049910992
-0.3692813,0.5054012,-0.075687125,0.23040122
-0.15345182,0.365147,-0.049066097,0.08670908
-0.45893335,0.54732114,-0.088250116,0.28664625
0.597951,-0.2179726,0.08790557,-0.48864174
0.0052619055,0.21917272,-0.026305586,-0.041653633
0.70326424,-0.38325685,0.08425014,-0.5829296
0.8390868,-0.38879907,0.1409605,-0.65354156
-0.25363368,0.4703158,-0.0454385,0.15517628
-0.29384857,0.4607011,-0.061385795,0.18171817
0.8338237,-0.37332374,0.12729992,-0.6365856
0.30446708,-0.041668832,0.0075694174,-0.2752563
-0.22688703,0.52593476,-0.010659903,0.1609393
0.0932022,0.21838978,0.016640961,-0.08784639
-0.4499033,0.53103024,-0.12440105,0.28368878
0.35673225,0.008387402,0.068170905,-0.29444855
-0.32520777,0.40763158,-0.086389616,0.17481261
0.71660197,-0.26945186,0.12885503,-0.5649746
0.83469874,-0.45032305,0.09273112,-0.65661716
-0.31461078,0.5183687,-0.057309605,0.20116809
0.07898989,0.12078744,-0.018790416,-0.116075866
-0.21874897,0.4759289,-0.03343174,0.1493302
0.33255935,-0.056712687,0.017403707,-0.30195314
-0.25147098,0.40469414,-0.06257702,0.13606301
0.90676963,-0.34785116,0.16734348,-0.6771345
-0.054263607,0.32183298,-0.0053997636,0.003619492
0.10374817,0.09873688,-0.019151628,-0.13589212
0.45901585,-0.11786592,0.053936407,-0.38292807
0.5354485,-0.1307061,0.100808546,-0.42501336
-0.27527636,0.46935558,-0.048129514,0.17229566
-0.18186213,0.31237036,-0.068804085,0.072265476
0.8821075,-0.32648385,0.17167704,-0.67353153
-0.16012569,0.35105968,-0.04707595,0.08983749
0.550952,-0.12200163,0.09830281,-0.43178773
0.12774348,0.19906563,0.026060998,-0.120928936
-0.037550867,0.26453996,-0.02276975,-0.008452997
0.77939206,-0.32299638,0.12654568,-0.5926312
-0.0987425,0.3024293,-0.034530252,0.03045012
-0.039579883,0.3123938,-0.010813177,-0.002825752
-0.596762,0.6310731,-0.12778401,0.37989503
-0.4968679,0.59029245,-0.09809566,0.3274305
-0.4923886,0.62004304,-0.07202865,0.31577253
-0.10166094,0.3174565,-0.02515719,0.030198932
-0.4675889,0.570621,-0.08537327,0.29253757
-0.051129892,0.379829,0.005417049,0.024513394
0.48878974,-0.09658713,0.093917415,-0.39852417
0.19084308,0.13160533,0.03074056,-0.16546994
0.6489152,-0.20037445,0.1170387,-0.49429563
-0.15874527,0.315203,-0.06259058,0.0651899
0.891471,-0.45736086,0.1304471,-0.69979763
-0.6226685,0.7011503,-0.11888531,0.41275042
0.6646601,-0.18162265,0.1239433,-0.50568795
0.4443143,-0.033402324,0.09579961,-0.3495381
0.49239832,-0.122413054,0.07650232,-0.3938951
