0,1,2,3
-1.1699866,-0.24785326,0.054395407,-0.5945118
-0.531886,-0.42741156,-0.19514391,0.9231057
1.3777244,0.0907533,-0.5366231,-0.13730535
0.4713732,0.2760217,0.19904292,-1.2565926
0.74545777,0.09782493,-0.2490483,-0.75441223
0.12455723,-0.36653423,-0.73766947,0.27021003
-0.8850908,-0.31294936,-0.03969872,0.6886864
0.039270908,0.088308364,0.215056,-1.0122454
-0.06043935,-0.096026644,0.046011686,-0.33424258
0.13337371,-0.44078112,-1.0218565,-0.41189092
-0.68592775,-0.43702638,-0.5848751,-0.4712333
-1.0669161,-0.18238597,0.27281946,0.43193084
1.0292444,-0.012928918,-0.5363687,0.20256515
0.10396293,0.4610964,1.5327122,0.1531374
-1.2128735,-0.1739587,0.4397061,0.2816779
-0.801335,-0.19831286,0.17375362,0.39572918
-0.90659416,-0.53729504,-0.8417542,-0.35722524
-1.0436327,-0.122129455,0.33850235,-1.1403224
-0.34798083,0.21739417,0.996232,0.5327756
-0.027455628,-0.18859039,-0.069889754,0.7530365
0.9059026,0.3237139,0.2685961,0.0014825761
-0.7707267,0.46055156,1.7917249,-1.043108
-1.2082802,-0.20011957,0.16059035,-0.40591872
0.82151055,-0.17563398,-0.9984085,-0.20810471
-1.4619491,-0.40564364,0.39859414,0.39489543
0.58315206,0.06910434,-0.18550453,-0.94044966
1.3069005,-0.0046678036,-0.67752194,0.5439374
0.53578544,0.11962347,0.016162425,0.372797
1.3285382,0.255195,-0.24462067,-0.17377111
0.8958236,0.35389864,0.9339083,0.7187002
-0.018982023,-0.25702167,0.118227065,1.9285377
-1.5756831,-0.38914698,0.3529889,-0.16795152
-0.2827513,-0.52963316,-0.31529778,1.9595531
-0.9751159,-0.5705346,-0.46645522,0.23203118
-0.87159777,-0.12104489,0.082826614,-0.6141921
-0.7333771,-0.22041787,-0.100491285,-1.2165192
-0.705796,-0.9185292,-1.6700702,-0.71254736
-0.2258434,-0.43390346,-0.09415704,2.065833
0.10332385,-0.18398304,-0.1415441,1.2534367
0.14430952,0.204144,0.49052483,-0.56074816
-1.2636906,-0.42717487,-0.22223246,-0.4705227
0.20777701,-0.269139,-0.35198218,1.411202
-0.3873053,-0.28560507,-0.35403994,0.21608956
-1.0512751,-0.21390556,0.25523317,0.2915476
0.0056105554,0.10578741,0.6753542,0.7788655
-0.8096318,-0.41812974,-0.6573915,-0.5656059
-0.33019695,0.3216973,0.9681688,-1.0729816
-0.76464677,-0.33145368,-0.46511847,-0.77319115
-1.264908,-0.31511527,0.26693815,-0.95510477
0.8784596,0.1885487,-0.12906435,-0.79479206
0.8766003,0.30130112,0.5770132,0.7900491
-1.3635976,-0.8104033,-0.9973684,-0.93987805
0.31978568,-0.12967815,-0.57935596,-1.0103551
-0.59885526,0.27828878,1.2190199,-0.26151875
-0.6582854,-0.1729344,0.60950667,1.3734614
-0.98094,-0.12572746,1.0020738,0.82411796
0.72813237,0.38314983,0.3903011,-0.84533924
1.1517825,0.52345926,0.81477386,-0.2043121
-0.9461975,-0.33617043,-0.394027,-0.34678012
1.0735339,0.4768241,0.81672436,0.091116026
-0.15915665,-0.271908,-0.03277856,1.83313
0.6087209,-0.37125224,-1.1874506,0.27176613
-0.46083054,0.16688696,0.6485043,-1.2212361
-1.0439737,-0.34869492,0.06692386,-0.4493304
0.5079561,-0.20606829,-0.4753476,0.6077104
-0.60728526,-0.6213788,-1.1487021,-0.16456348
-0.11575207,0.36865395,0.9037022,-1.3043526
-1.2580655,-0.30622303,0.3074683,0.16633852
-0.5932182,-0.37299824,-0.36236754,0.65517783
-1.4487334,-0.6878326,-0.47139394,0.13087673
0.12097442,0.18153858,0.08274013,-1.4276279
0.6065104,0.7063626,1.9986732,-0.23367457
1.4537789,0.6211665,1.3583353,-0.10832947
0.15419036,-0.7484112,-1.7220771,0.16636342
0.9438456,0.15007654,-0.5101676,-0.66982627
0.2679891,0.2623997,0.748373,0.3261466
0.51296663,0.112598404,0.15877199,-0.61359507
-0.77124536,-0.69424695,-1.1197145,-0.013984293
-0.03405425,-0.32439172,-0.7539929,0.21437319
-0.5552269,0.15926287,1.1386595,0.58828735
0.02381453,-0.5349615,-1.47052,-0.3513245
0.251167,0.42600438,1.0399394,0.31837863
0.48171556,0.46284142,1.146142,-0.50042903
1.2674885,0.07591471,-0.40952566,-0.4970659
-0.49383906,-0.660484,-1.0433481,0.17380501
0.74714094,0.05346313,-0.16544399,-1.2605126
-0.978408,-0.45786697,-0.69505745,-0.8441043
-0.1225746,-0.14437295,-0.08858529,0.023945987
-0.5073309,-0.11286314,0.22888261,0.3363992
-1.1726273,-0.1872559,0.71379286,0.48081315
-0.028514147,0.19895983,0.5971734,0.073760614
-0.96538293,-0.30740684,0.47365028,0.84662044
-1.1865866,-0.5053987,-0.086075544,0.73108816
-0.26907954,-0.6357288,-1.2543797,0.5728425
0.46366,0.034021586,-0.103856444,-0.71196866
0.9732162,-0.20694505,-0.71849847,0.5181962
-0.3481845,-0.06561305,0.41812432,0.8850038
0.7019106,0.26508737,0.7765079,0.882261
0.79930127,-0.1976649,-0.88826644,0.8721032
-0.6070186,0.19795251,1.1848197,0.19383793
