x,z,y0,y1,influence_0
0.5881308010772742,0.8254647512641256,-0.28983523313901827,5.221781003579639,15.666666666666666
0.897713727909418,0.38540456172748716,-0.10614746843218295,3.8052529410436753,11.75
0.891530729474708,0.3543459622518986,-0.8036043155338495,2.68542057541427,9.4
0.815837477307684,0.42807852245780553,-0.8347361956532832,2.017836910175694,11.75
0.03588958561685329,0.39506518155388726,-0.06361397118139928,1.2617448799485023,5.875
0.6917575817588839,0.8446297141474857,-0.15420554680858753,5.179181721117221,15.666666666666666
0.37868094200540814,0.37382380916296487,-0.15746056790626778,3.3300132276273255,9.4
0.5185109454480806,0.37158097618591446,0.21369885168383038,3.3633670594461322,11.75
0.657951465558813,0.4159429580075482,-0.2171365950340499,3.839331688244033,11.75
0.19385021788294832,0.4245444763632228,-0.12273184082006755,3.0609738847225874,9.4
0.2723164020665839,0.662804842833816,0.366797814135009,4.130513223832407,11.75
0.7186059336011658,0.18977592561632284,0.5372610539010078,3.1310536686197628,9.4
0.7830036094590105,0.7224786511124369,-0.10884317664860929,4.528897833071672,15.666666666666666
0.8503276397749954,0.25366097290227063,-0.07553697444400531,1.7610235876411213,6.714285714285714
0.7752448939943627,0.9626741385244615,-0.5231554031256188,-0.6583763065194703,0.0
0.03666430642108576,0.13266124581933758,-0.3329626997610039,1.9379345196567128,6.714285714285714
0.11669373513289516,0.8067966973677213,0.4395160620382347,2.4845476438707936,6.714285714285714
0.7512806994877009,0.3549954503924939,0.4910622673770031,8.398815093585096,23.5
0.23921821619960948,0.08463830480062273,-0.3397242686368809,1.9191853226274849,5.222222222222222
0.25480601394214675,0.73116877570882,-0.31831794605735975,14.277556608505899,47.0
0.8576255311697625,0.9966008545534079,-0.6355760043118115,13.941619023505723,47.0
0.9497790261143028,0.009592770783399152,-0.32190715421106403,1.1916879568191643,9.4
0.5616868580111579,0.23757338754052892,0.12561437706115622,7.857848242671417,23.5
0.17878051984997656,0.4619247817133454,0.11429159109636475,3.6945342781469077,9.4
