inf0,ylag0,inf1,ylag1
0.30701209133367297,0.810177415151272,0.30528943876034276,0.8008280064584165
0.3021961252230938,0.4912431376622163,0.3007291707923294,0.521463514060701
0.30078386614140884,0.5188787064603204,0.29955276593498276,0.5196649421125946
0.30149116018948924,0.639768179269888,0.3013386602522409,0.6342473632886512
0.30808685446272044,0.6526002338742908,0.30766124485994883,0.6276789483819526
0.30838992209929417,0.6785173291954762,0.3109662316372628,0.7006388859113117
0.3063427695222035,0.6668377893239483,0.30688838050562506,0.6668582558752979
0.302958282861965,0.849399279117342,0.30077978001272987,0.8275502699013758
0.3093464081141998,0.6439250043735436,0.3070236264807833,0.6450855052415254
0.3022061388023745,0.746118553068923,0.2996351226805719,0.7002180527597387
