inf0,ylag0,inf1,ylag1
0.33575858777034606,0.8740764515683125,0.34825245489409706,0.8948659687083302
0.31225660850901055,0.4812646900056469,0.338904183279504,0.5201072460838986
0.3185990560348446,0.5513856855598529,0.326530849138519,0.5400427686318229
0.30577598287377766,0.6438252302600003,0.3076286268818658,0.6574753843544636
0.3429798151994803,0.6134948402178712,0.32872458262231946,0.6178020382767269
0.32000561062824573,0.6302753291800801,0.31078900300355516,0.6304154499212993
0.30928247387066843,0.6604615999313663,0.303765232560533,0.6412261430479482
0.30815050855359777,0.8546813613873356,0.30381951956399605,0.8257610350251813
0.3154189282554292,0.6337910065696843,0.303921320904219,0.6414585546328411
0.3101266989223974,0.7561547329352465,0.2760308644306805,0.7719523023099665
