z,y0,y1,influence_0,x
0.24851012743772993,-0.06716499155824195,0.21376684311892358,0.5,0.38869383728787166
0.44997542105079547,0.2369411180144756,0.2927552977732878,0.625,0.6664077029431497
0.4109408029965408,-0.19232595278895856,-0.11005616690041611,0.4166666666666667,0.44356048723431896
0.26029969088689986,-0.17808321892882056,0.0452338279920978,0.4117647058823529,0.6089401865000075
0.8703956883469495,0.13834458723165569,0.5946142573270693,0.56,0.7844213237801871
0.18503992716190498,-0.37882227940397384,0.09131124270114147,0.5,0.9679759976124533
0.01966142543004401,0.005076101534303046,0.17956171128864848,0.4,0.3732680338790636
0.9532520315037121,0.08212874870728076,1.0183495209949383,0.5454545454545454,0.6727242990057668
0.6804508047310392,0.2629977931356398,0.6188768649522766,0.5,0.80768002592499
0.48658812655052786,-0.25135157174721223,0.35447066983840053,0.6,0.6974601463506537
0.9650268198659541,-0.021925365453426382,0.37906797746218823,0.3,0.8061300812582205
0.39339873912163337,0.0745096396979554,0.2825877508827011,0.48,0.267023511841742
0.07955757128689422,-0.1692419327124609,0.06880732441486381,0.3333333333333333,0.3185012124023998
0.35140742441379624,-0.21168465724838023,0.35029684924189514,0.3684210526315789,0.15996464727464832
0.16363516260509525,0.14869803124392392,0.24870310492546205,0.625,0.8160745145339378
0.9831668210338976,0.49833352017305194,0.4131248607890178,0.42105263157894735,0.8727742443632663
0.8806281842152414,-0.11617836842517947,0.3363697963214905,0.6875,0.825923412054277
0.49406346811156343,0.06135754906956892,0.7244306289569716,0.7333333333333333,0.7552134671000478
0.40095924111847847,-0.23841674217237274,0.04502108629526835,0.5833333333333334,0.5171186228655802
0.4512914630087632,0.3402742550443248,0.6089386330032407,0.3333333333333333,0.5526963757668745
0.7208768485038962,-0.3340802197323821,0.5563188356562735,0.5294117647058824,0.5581334424594048
0.2477682844367063,0.031089403092365492,0.5118870343572984,0.5555555555555556,0.9937185366751322
0.622779952404151,0.0062236650119650745,0.08201987844644948,0.6,0.9865362440179062
0.1424488158654288,-0.24133411997214677,0.14069412671922601,0.4,0.5101813017674265
0.20117628247191477,-0.17222187654248655,0.09275583618473257,0.5625,0.7556713865594816
0.08121772944869132,-0.05465737429586097,0.2273200937260017,0.5714285714285714,0.9365952312462513
0.9534722948091259,0.274806692325174,0.5050587656637733,0.5454545454545454,0.7019600886806018
0.055738269642170435,-0.2776511509108345,0.09430455443858024,0.46153846153846156,0.4322742472437593
0.599536483455435,-0.22355812647426337,0.5209778708380565,0.6666666666666666,0.12204580491917427
0.7229976304934824,0.2379369652696055,0.5346990869718635,0.5,0.630286771761288
0.970289719364822,0.09409877538393413,0.35644735543975464,0.5625,0.7673790610506092
0.8215694574121691,-0.07617528833589063,0.29363337264798656,0.6875,0.263394990697595
0.5275510674393611,0.3367766077412166,0.9551544703559974,0.42857142857142855,0.1232362346056739
0.3314767295436676,0.052928685493915544,0.2895795708269441,0.3888888888888889,0.7226787851232438
0.3539821955907989,0.2967915615873877,0.4006443699193461,0.4666666666666667,0.26939605420015766
0.07903030125787225,0.15247662988881447,0.4852753131491805,0.4,0.2645241089710051
0.5559143804253861,-0.13682326084179874,0.05837993057966476,0.2857142857142857,0.20130348889006755
0.16579446288973876,0.08170478769876531,0.18025467330068135,0.3125,0.8579673072475748
0.2952378310408912,-0.11544980060234818,0.056406027963148475,0.5555555555555556,0.5627972898830722
0.8406084851586391,-0.03988420864174609,0.5787453836234896,0.5789473684210527,0.26883229662811836
0.3625620094136722,-0.01080148939583106,0.35132641641711254,0.5,0.47768857577024304
0.34081397752267173,-0.2148484604538584,0.4689012104534747,0.4666666666666667,0.4221427103723586
0.7104017442165317,-0.05519889581042939,0.39471617343590276,0.5,0.608009120262763
0.03170775152874872,0.13863788343882735,0.26791355536950456,0.5652173913043478,0.7187894587893521
0.4723878660443215,0.056072446474373865,0.13428302749811039,0.38095238095238093,0.4620403704825854
0.731576622605548,-0.3361832700346032,0.36471922596624107,0.5789473684210527,0.3867554845049517
0.7732157742636852,-0.09381978647713234,0.3064542002324361,0.6153846153846154,0.053834636192314766
0.24124479217051886,0.2223203319742687,0.5622417437178743,0.7272727272727273,0.03832007833593443
0.30619704551042826,-0.014721672362712677,0.13258400073345566,0.375,0.18565617959514213
0.13664963834754318,0.1636310024147819,0.7447371890954688,0.5833333333333334,0.029429883845652594
0.5957357197268306,0.33777475270364155,0.4654516981524818,0.5384615384615384,0.7234742705999655
0.16256886647960578,0.016166827198936223,0.02081273023702801,0.5833333333333334,0.2688945656250754
0.802327214343073,-0.1537019679460493,0.4010656507942819,0.5454545454545454,0.8742503351662875
0.5001266521852319,0.04595159569986096,0.33445661242032454,0.45,0.1329187732743955
0.05949432526546028,-0.2925459952877324,-0.06130030034508095,0.4444444444444444,0.8028939960191965
0.3918657759759151,0.13659472965540553,0.6505651389541518,0.5789473684210527,0.571189942687253
0.6197755020056901,0.06559823844502945,0.6435754686187822,0.5789473684210527,0.7686513638028475
