z,zn,y0,y1,influence_true,influence_0
0.5434049417909654,0.4105073726561757,0.4007083367107702,0.5025638753077203,0.43333333333333335,0.43333333333333335
0.27836938509379616,0.4816701210519635,-0.2831554112404623,0.44433195329486275,0.2777777777777778,0.2777777777777778
0.4245175907491331,0.4603647707609097,0.5094836135197371,2.027760484861037,0.5172413793103449,0.5172413793103449
0.8447761323199037,0.567171914501125,0.05662075465423086,1.0828711764057473,0.3076923076923077,0.3076923076923077
0.004718856190972565,0.20961772727214284,0.2690634026174477,1.2977759856173694,0.5333333333333333,0.5333333333333333
0.12156912078311422,0.2773540353447972,0.7494477036216727,1.736821897275891,0.6086956521739131,0.6086956521739131
0.6707490847267786,0.5745973567874108,0.5896534224785207,1.7043256751493328,0.3333333333333333,0.3333333333333333
0.8258527551050476,0.5142921089980301,0.3577965466107082,1.0295800173839902,0.38095238095238093,0.38095238095238093
0.13670658968495297,0.26005095551559215,-0.5404699118239416,0.04694330790396917,0.5454545454545454,0.5454545454545454
0.57509332942725,0.45006620171689743,-0.30899365362226067,0.8380448423861246,0.4444444444444444,0.4444444444444444
0.891321954312264,0.6488668515082423,-0.1758058591785977,0.9150740309537828,0.42857142857142855,0.42857142857142855
0.20920212211718958,0.4203993289202143,-0.37219211485486436,0.4458960991498583,0.391304347826087,0.391304347826087
0.18532821955007506,0.43238198645480846,-0.23754340640483673,0.1853990526897883,0.5294117647058824,0.5294117647058824
0.10837689046425514,0.32211439904318107,0.4211839384531396,1.3470752738511933,0.4090909090909091,0.4090909090909091
0.21969749262499216,0.3407193982717876,0.021095059528437387,1.0215973994527046,0.4444444444444444,0.4444444444444444
0.9786237847073697,0.6829161277848943,-0.8099586128098721,0.6997929335355171,0.5833333333333334,0.5833333333333334
0.8116831490893233,0.6201312250186001,-0.8615196499646768,0.01785664403202497,0.3333333333333333,0.3333333333333333
0.1719410127325942,0.3574416282236074,0.16558501689362193,1.4433014631019803,0.5909090909090909,0.5909090909090909
0.8162247487258399,0.5121185546362491,-0.4374957528900066,0.5714258903659777,0.4117647058823529,0.4117647058823529
0.2740737470416992,0.35811396330552536,-0.7386999011447473,-0.5423037957492847,0.48148148148148145,0.48148148148148145
