inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,inf4,ylag4,inf5,ylag5
0.3071386401066251,0.8274762351477583,0.30762269664270736,0.8142120115752786,0.3033124523223534,0.840665138116123,0.30982687110918783,0.80367568970474,0.3092245684039684,0.7904573193484468,0.30613329522289867,0.8208509672347115
0.3049761872694991,0.4684615769118077,0.3024448127068369,0.45198060328771716,0.30711069542107045,0.47939209689335743,0.3121083225539843,0.49978223112099646,0.30825412528456786,0.48006031039658154,0.30866378510610637,0.47520526184315953
0.2951615636511685,0.6035295263115872,0.2934445019014279,0.641005328255879,0.2961815762144203,0.5985612686891524,0.2963659374056591,0.5761487725889212,0.2940684825631487,0.6141949049942845,0.29814640433986334,0.5565181324556681
0.29971830736532656,0.6193435141806123,0.3053941720081646,0.6043771200146848,0.2995742668576231,0.6259693794924923,0.3032528534839316,0.6209662668585638,0.305679272077539,0.6018076225341362,0.30305279692436987,0.6273713070742415
0.3082217321385949,0.6436302914890835,0.31078963458186676,0.6203375432747474,0.3111009730937172,0.6267059827566586,0.3089775581900394,0.6423640356009319,0.3112298085135901,0.6200848256344844,0.311120232630179,0.6258558126455459
0.3042269910226711,0.5902722606943256,0.3024653118538206,0.5992935997663604,0.3001777280163789,0.5917188525517113,0.30402724071673953,0.5872667765014156,0.30239034087342354,0.5967709363848536,0.3001059375203342,0.5872880310856089
0.3039396469883391,0.6866693665132417,0.3050582867178767,0.6514226214814138,0.2991367665683866,0.6797318853040857,0.3034349296534992,0.6901529980271981,0.3044017217674424,0.6550088637893915,0.2976648504649876,0.6876216533016932
0.30005603666394043,0.8704855538923313,0.3016867136223627,0.806916345902292,0.30399096296365025,0.8598390894079312,0.3026827777400428,0.859177130965205,0.30291141698015345,0.8055196913836682,0.30491686971233867,0.8427236286567019
0.3091378499296783,0.6459820192320873,0.3118432408770457,0.6551055597874327,0.3077682399025532,0.6530754480742513,0.31069079478839634,0.6325821893197708,0.3130121791342866,0.6445055018567292,0.3080511204452332,0.6443327576256561
0.30664367551699606,0.7827911826920967,0.3045479257827078,0.7850953950996857,0.311992356800543,0.7957289376034622,0.30996243128722345,0.761841235328649,0.30731969755830235,0.7637169751165447,0.31200701900269306,0.7953946024336795
