inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,inf4,ylag4,inf5,ylag5
0.30847392036153476,0.8105354015808339,0.30652417097707785,0.8015834730945294,0.3054578789006165,0.8223351454767349,0.3061556764447753,0.8179560703367741,0.3055839366422345,0.8156290407894478,0.3069870341804364,0.8168411285642034
0.3025756509502284,0.49131770522102636,0.30095100153131304,0.5218494245759715,0.3044038910371899,0.4823143857543941,0.305057249390551,0.5058990020957674,0.3029225120543926,0.5437231987426467,0.305066619464761,0.48389508874469767
0.3011301153854894,0.5186206633210839,0.2997552497482837,0.5185117651720877,0.2993407490215585,0.5619312286706769,0.29787618810998284,0.556912788931773,0.29768778287339925,0.5441481178043917,0.2981463808711703,0.5828218218668244
0.3011801404637726,0.6395987739944883,0.30029683700057996,0.6345881910889796,0.30579821846150435,0.6416983433030412,0.29679192496102746,0.6405256373459935,0.2984790764905844,0.6333490405801672,0.3028492754334043,0.6325244601180706
0.30838965949193825,0.6484620215121517,0.30719269956153916,0.6230697176261608,0.30034160256968845,0.6526269915166665,0.3019698033153035,0.6409690028253114,0.30537054752696274,0.6212466635702975,0.29962323090847276,0.6549643565113349
0.31017662275071417,0.6753817597230408,0.31320605449220085,0.695859274178247,0.3085122505111907,0.6525746398554957,0.30620128537914537,0.6364952831297265,0.3095291417992331,0.6399473885702315,0.3068156058134,0.6501715333670025
0.3066437899810255,0.6683078585375014,0.3069984759037768,0.6679773027574034,0.3013908845995925,0.6597303457560066,0.30023556111430105,0.6734732425562394,0.3043230574273579,0.7089747792723289,0.30051970820494117,0.6555529822026986
0.3037282388088859,0.8508891058550813,0.30115322642975745,0.8274040308240737,0.306095234211468,0.8414858585505599,0.30284228000210156,0.8534546604166073,0.30159839908038855,0.8264515449909879,0.3054876345099895,0.8425123540746942
0.3111019593028683,0.6446195278630286,0.30850907366373437,0.6457867245813751,0.30969025519250104,0.6331794582584374,0.308568262295994,0.655238472562542,0.3073001119171331,0.6520371661214557,0.3088691603499625,0.6407217966780046
0.30128704279564267,0.746747268008205,0.2973402407974272,0.6978056875520535,0.3005297796053659,0.7251758939174274,0.29782224840815485,0.7543402026136824,0.2972315829692356,0.6998887831530329,0.2997964487115765,0.7398799091578667
