inf0,ylag0,inf1,ylag1
0.3573123915340784,0.8448812143856768,0.32430470130057937,0.831258533815974
0.3595517678414044,0.4537833614173815,0.2922990407266433,0.4656874697420714
0.37202404433830016,0.5803760686694566,0.2817685316381934,0.5592682040407213
0.3466455855272041,0.627519391890509,0.1887106809730622,0.666770548881976
0.3592047219284989,0.6289555365636351,0.25798842675999417,0.6259590003211164
0.4098683243837275,0.6000571840750377,0.41249350538468904,0.5947804849182261
0.3605073537228532,0.6691944709619476,0.2723319983579605,0.6520868157551123
0.3175766064540253,0.8736647630651708,0.24046294196346113,0.8557852323774889
0.39257223864147367,0.6448987281998415,0.36580705015964293,0.6805179133256862
0.3786929455025791,0.7902072511241862,0.29246017734860913,0.7753918787916303
