inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,inf4,ylag4,inf5,ylag5
0.3043702022512399,0.837244136174526,0.3038241534468302,0.8332093399925662,0.30020284946540754,0.8127633089825518,0.30305161772632205,0.8387606804388255,0.3029844191304886,0.8409330398478858,0.30094905419053386,0.8082300532159156
0.30446935579482054,0.4834280803512726,0.3040156045519746,0.4969952055812864,0.30334671052216844,0.48793359201591313,0.30517391777099445,0.48828108794868563,0.30474739475404833,0.5036177217270741,0.30318353484590566,0.4860887200649614
0.30050745842346127,0.586845431635989,0.29794852224988577,0.6005856154153503,0.2994888818974897,0.5884525919987331,0.29942548597208085,0.5948006336712627,0.2975464508430775,0.6048135619997879,0.29946350390071347,0.589643939416036
0.30071355813871736,0.6247574469363881,0.299138839272068,0.647311462169723,0.30602613659401645,0.5984405508001867,0.2996046556013221,0.628760768059067,0.2987992290965912,0.6481141761188759,0.3048479187756191,0.6040207101838282
0.3035711357537456,0.6191411979664143,0.3045993104372551,0.588124940739713,0.300947267407817,0.605178176908474,0.3006716376808535,0.6360405304288123,0.3020062579275486,0.6041698346034993,0.3001826450284293,0.6215047298115743
0.30557488798464977,0.6231882633114108,0.3055607151864252,0.5877722564631935,0.3074568394022569,0.5725427864112667,0.3020484489482315,0.6060538882357385,0.3028088359328547,0.5979443909114327,0.3060880235817217,0.566490978303462
0.3066509036591705,0.6606082872438603,0.30671460072882767,0.6601854976618386,0.304480845992961,0.641576207730669,0.3050169984895401,0.6468141393718532,0.3062223245964523,0.636580238871677,0.30250430441719545,0.6849204995520135
0.2989635505091789,0.8702965827553262,0.2979967324244889,0.8299157844526699,0.3005575927166302,0.8297307642628461,0.29930435029631963,0.8702429026385756,0.2983835601887044,0.824708863020241,0.30103843132391206,0.8245131409180746
0.3042675534538295,0.6303732932353494,0.30191910771261415,0.6262513353061243,0.3029195097895515,0.6425491714753111,0.3029538519614883,0.6452897491213134,0.30169391529017264,0.6296109191409581,0.30269809964149164,0.6503875286634178
0.2991680072915499,0.7854628729652713,0.29853350281683866,0.7818101273890455,0.29880704296598226,0.7487189311830191,0.2965628352308247,0.7816716689482228,0.2965040492418982,0.781314831785007,0.2972391817053692,0.7924984795912704
