inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,inf4,ylag4,inf5,ylag5
0.35851961549937855,0.8778631582666448,0.384449326925659,0.8982379215528256,0.37743930501231454,0.9101705089002718,0.3686699027399081,0.878241834699803,0.3843709462982673,0.8956145474680007,0.3867666945106545,0.9089961292316675
0.329522006191886,0.4691926819492096,0.29415075635772275,0.49366563950751474,0.3137070805451039,0.4695184259815127,0.3680064826705134,0.4854586609939621,0.31391195557328133,0.5134901045965504,0.33741553099300664,0.4861219372793447
0.32268613756792625,0.5741242786186569,0.33907099193299056,0.6050846219816153,0.307611090551554,0.5905193807479373,0.3321337443217107,0.5583709451668353,0.3408042480739575,0.596478126746282,0.3157617642726105,0.5689445681380015
0.26708625777232303,0.6267811621928172,0.05708514759637043,0.6701448502547478,0.13772631934226442,0.6706492504188356,0.25684296588617905,0.6258782092230849,0.055707613315746043,0.6726581682889959,0.13398994013338406,0.6696500917206788
0.3512425527496283,0.6144405455137244,0.4102756461063854,0.6411974749578467,0.3600280483666558,0.601654241500277,0.3424535367293106,0.6194398264258086,0.4089636181272496,0.646007398538614,0.353907170999315,0.6044963855102439
0.3250740001168415,0.612714447078528,0.3204806502575343,0.5939509805171352,0.3209205447015326,0.6042860457908829,0.3227579155338655,0.5992869063591468,0.32053387740247463,0.5929752025670127,0.320925149563303,0.602922808365089
0.3397983592126318,0.6617911214897381,0.27196317240349865,0.7139240623999759,0.2686964538742934,0.6774457454181689,0.32405718193612765,0.6739731943395363,0.26969440479424633,0.7215761441179123,0.2564783825740137,0.6921754161670108
0.28757300988950185,0.8624542729939906,0.2858565174548997,0.8662947952328424,0.29731753278182366,0.8469345939695331,0.2916220585747661,0.8628596136338584,0.2917035744150832,0.8664887610084088,0.3186330927549009,0.844704497964401
0.35165656202019435,0.6391273631219387,0.2850762004051937,0.6490848498962192,0.36452356518991824,0.6381307837927409,0.3475942557980214,0.6410366343384334,0.2858420024484331,0.6480542723914855,0.3558267512503361,0.6419523530629068
0.3176845923772149,0.778014870557666,0.28867992630264216,0.803669490110535,0.23738245461683222,0.7483398759925658,0.32424110034729803,0.7762959227672284,0.29357395286248306,0.7962442684142549,0.2539598272249566,0.7252737131540251
