inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,inf4,ylag4,inf5,ylag5
0.3012819937212937,0.8206716926173412,0.29903488531651234,0.793755850108925,0.29715176488740397,0.8349237033368482,0.3009283568914494,0.8279667426555173,0.2990321005741871,0.7943907439234036,0.2983432280708745,0.8008300198389336
0.3019963160293744,0.47647019150784997,0.3021435608223758,0.4604041143439641,0.29953193806889267,0.51948095125672,0.3042788783633253,0.492175167280153,0.30411036703133243,0.48500165830533915,0.29966101870020706,0.5360856532167331
0.30008784803489885,0.5647636695522055,0.2989260033628843,0.5959600952825352,0.30169825760211055,0.569680655389725,0.3002412039146515,0.5589341265767844,0.29906881326135565,0.588172254432225,0.3020905203853467,0.5532069786137317
0.2975283518091223,0.6287315171153622,0.29707370574756164,0.6689148627283369,0.29682943755926683,0.6247182316761065,0.29743566340118266,0.6286956318829189,0.2973863221536355,0.6681363244523999,0.2968973745516189,0.6246079358113584
0.3016387623138988,0.6238425358787474,0.3011681749572353,0.6018270389875435,0.29902298081982515,0.6379884396113911,0.29981242185553325,0.629858651804859,0.29976714570846047,0.6064676329713672,0.2989185344967132,0.6400291388624355
0.30572388934323025,0.6396997985069164,0.3056252023827555,0.6388597530599642,0.3064279528901915,0.6048005255785169,0.30449877746511556,0.616257352815919,0.30413295865406476,0.6122485020086037,0.30599965108796867,0.5872207835904013
0.3046220843225944,0.6694323567868286,0.3054023067243017,0.6819197514756161,0.3031471929891622,0.6769751017134171,0.30444971377704455,0.6773139864817543,0.3056182195926488,0.6930102996516112,0.30269310336586663,0.6919216060157707
0.3027175313455204,0.8532387805100019,0.30310147604725624,0.8592525765094916,0.30813982223360603,0.7914036582990636,0.30304920766412646,0.8509487928440151,0.3033992055129099,0.8584952593138047,0.308853058695187,0.7916450176358284
0.30660434953036514,0.6244250052527167,0.30708533760860607,0.5909367482522251,0.30827731945641956,0.6663595524585538,0.30613221365486476,0.6345147508984519,0.3068542652324435,0.6045245157636269,0.30828434086440226,0.6662330156878333
0.2976278809314623,0.76921520931921,0.29599881718644894,0.7485032534637636,0.29726630665402687,0.7650667014241996,0.29751650440357,0.7700972876870825,0.2961357674681505,0.7440501515981969,0.2973150465260129,0.7537412678897206
