inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,inf4,ylag4,inf5,ylag5
0.34944550075421,0.8740517710930706,0.3595216642955237,0.8819962140069934,0.36001317500418195,0.8676034558030513,0.3562308483674683,0.8766798758343217,0.3614870154450113,0.8795587629973761,0.36007523630614996,0.8678070856550639
0.3277562481522515,0.4733280733429007,0.350122635001642,0.48108794469935606,0.3450046563083497,0.4772321536365527,0.36837187690547624,0.48404099187757027,0.35460457798784295,0.4824612335026672,0.3616828065828595,0.4837430555050167
0.32646050800580634,0.5520045323108229,0.3611751297038168,0.52734341677764,0.32716372591989806,0.5511372924302372,0.3281880616484116,0.5510338011731598,0.35858279255669223,0.5253574129934654,0.3272521047969099,0.5511091582573739
0.3052136066159754,0.6395185645491336,0.28376792198273315,0.6140406786126095,0.3245637303707073,0.634972221683147,0.23092512569266016,0.6442413631646454,0.255807466939435,0.6171456750028961,0.26767269803868377,0.6403995874738236
0.3699513479184502,0.6198365563759111,0.38101895835068206,0.621086930644013,0.36039148182370645,0.6243854732495207,0.3481159785767252,0.6271586858239159,0.3842148414928828,0.628488575391581,0.35535980017549884,0.6283907080527955
0.3222419205045869,0.644481325440923,0.3173139674823111,0.617524749200748,0.3170109141928776,0.6356853934681251,0.3141583846585294,0.6163592503926147,0.32251456137336004,0.6149488186822897,0.31487562667069346,0.6421420580062185
0.3379448615672369,0.6630598349242868,0.30850871353960524,0.6578090195547377,0.29803904731948294,0.5892647445508521,0.28733516170789974,0.6745924432015074,0.31569180435721367,0.6713127048947178,0.29034593435186434,0.6093639627920835
0.31140841240038664,0.860502549963917,0.35743534761331924,0.8557555272034818,0.2961473792288282,0.8555604117649249,0.2866398733991018,0.8597590079382557,0.33040461719287895,0.8353600569483792,0.3013211959312275,0.8604874930087547
0.3182719872793617,0.6372125663790611,0.30022371292401756,0.6433703607450971,0.29522125193928433,0.6402519713191256,0.28739657888074865,0.6531427730655914,0.2994419235875979,0.6400300437102131,0.2832940211085771,0.6527909375417156
0.31614394282555697,0.7581200551841476,0.30320860770903796,0.7577944067751108,0.30850505305321047,0.7657948678417875,0.29146757289295283,0.7492583208444901,0.3004189409622039,0.7551033141871117,0.3037372264082804,0.7653171962788139
