inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,inf4,ylag4,inf5,ylag5
0.30733161942805404,0.843602153467296,0.3100617626725293,0.8570974967964372,0.3046179942269133,0.8334014909481328,0.3062358321128575,0.845182046135259,0.3089963013532028,0.8600361724333017,0.30446114438656713,0.8349748992539693
0.306288969238742,0.47527018120568876,0.30208932474017874,0.48049152574103826,0.3009443025365013,0.5404468585667652,0.30788848557764803,0.48230645301250075,0.30457959037561233,0.49603322969326435,0.30236107645563925,0.5498329845833616
0.30707662303133576,0.6014282441756817,0.3072091196060528,0.6038352421580743,0.3029290197699896,0.6028912643258497,0.3069087125606322,0.6021382847174885,0.30710495509930186,0.6054679814491479,0.3028870656853247,0.6032770851403203
0.3072400458571919,0.6363344989129476,0.3041147066050584,0.6091527046249872,0.3054858151277982,0.625297030674476,0.30704220342404137,0.6365019050152356,0.30406129098367524,0.6091008179385009,0.3057385963453795,0.6246553864454821
0.3063024806886066,0.6227970947691118,0.29696666001030614,0.6122940362483091,0.30257290825897204,0.6461320041199938,0.3020444722067396,0.6370973978847834,0.2954830462509177,0.6212544628801193,0.300132207974534,0.6638909478214186
0.3096853555956617,0.6054543059487996,0.3065118375095513,0.6331318301787051,0.3080859883703923,0.6111352093497733,0.3056580106211102,0.5904830028983254,0.30473401741763656,0.6183234159396774,0.30771506587106606,0.6044414364339767
0.31305077313779384,0.651802741904771,0.31254435440029715,0.6626004343889406,0.3119247976561612,0.6135370382182062,0.3095422737647877,0.6473743827186729,0.31119783132360435,0.6586382706505294,0.3102998050229884,0.6201697599367707
0.3084023854267029,0.8655993756200302,0.3051684327244759,0.8396551557166185,0.31371093802921524,0.8534715896067496,0.30942298070063606,0.8667353505036757,0.30616775278226943,0.8405166586732794,0.3144056116298627,0.8521387000078742
0.31041095373360394,0.6384987726057766,0.3082767321140226,0.6469718384077847,0.30428137966173896,0.6766416149617175,0.3099161430473061,0.641625453511439,0.30840545909701655,0.6459881057179399,0.3044872400164481,0.6750440651819942
0.30326870852943083,0.7891929370616624,0.2963051289606444,0.7307980353319916,0.2957664991966229,0.7139591506343893,0.30018425116150976,0.7850472858267524,0.2961800153046236,0.7321721795689313,0.2934459239365853,0.7350716497570009
