inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,inf4,ylag4,inf5,ylag5
0.3698486795692423,0.8443745667006175,0.46832621827640963,0.8089066961384106,0.4743050836194541,0.8591432550724343,0.3774594640139685,0.8438060648233536,0.46765185532499265,0.8111618220851482,0.47968379647948356,0.8584184687326656
0.3596123760485301,0.4659762202984735,0.40711398947005817,0.48179854209201756,0.3046174020469657,0.46534303416124256,0.444366508522388,0.4787040276642265,0.44274438097495084,0.49693491952498037,0.35622318995979224,0.4802297229635501
0.3288062456095171,0.5754785417992581,0.29407989671854345,0.5729736666809302,0.1951977020142225,0.576028315075314,0.3379301449630857,0.5682342717416724,0.2987929511395697,0.5641539144039481,0.1946261133375824,0.5764827664154775
0.2938032990069283,0.6268864656585945,0.2084036036055732,0.636206096349837,0.03832952833027589,0.6677754045545268,0.28587424512657905,0.627183865860093,0.20613428036692677,0.635679656508799,0.03807641489245012,0.6678143170763593
0.38371485360106394,0.6151991591752034,0.4411960427184346,0.5818590436399749,0.2961441528276342,0.6333013856672888,0.36655236686051507,0.6212348872949875,0.44409652659945875,0.5882033710857842,0.29525755413786064,0.6341956970168168
0.4329685532707951,0.6202913018013629,0.6525574414307084,0.5849626487639197,0.5673022671374405,0.6418006208579902,0.4333685365275861,0.620472599314253,0.6494841352784335,0.5817000398709055,0.5581692893024104,0.6386705639341544
0.36932200614606603,0.6641040144402235,0.30820993290898224,0.6634374191302255,0.24891124868244632,0.6885989223339181,0.3271218623230627,0.6749295008635282,0.2976758085199243,0.6778843801453204,0.2245978946960542,0.7032074400174362
0.2935850671393403,0.8651946703202301,0.31896101657691894,0.8527257887783233,0.3648943175981344,0.8598952530090909,0.3175753994901498,0.8692034963898487,0.3289439020923869,0.855751668916557,0.41064823939805806,0.8618465646565397
0.39663007919646165,0.638125686599745,0.5151919346283205,0.6106065630484667,0.49494513708516463,0.6309026991126216,0.41243465992399864,0.6317080625335685,0.513651147863341,0.6139157808179866,0.4904965608877292,0.6342768417298772
0.40391138308516816,0.7844062008562795,0.3684109690054216,0.7642784649435073,0.18180240472732936,0.7504701560250262,0.44042583213255954,0.7840825151295748,0.3773166422602372,0.7551970153185388,0.20487444465301427,0.7393516412253993
