0,1,2,3,4,5,6,7
-0.020624354,-0.13812926,-0.0012668818,-0.05771894,-0.03112659,-0.16024196,-0.012537631,-0.06911991
-0.02652207,-0.1416151,-1.1146069e-05,-0.07131923,-0.03774716,-0.17269997,-0.020923842,-0.0801065
-0.033546805,-0.17079937,-0.019359842,-0.08901895,-0.023247927,-0.14829268,-0.0033215876,-0.07075055
-0.058841377,-0.20299727,-0.05058655,-0.08764162,-0.031999554,-0.16291721,-0.014760635,-0.07362164
-0.052389994,-0.20668536,-0.038427204,-0.09113731,-0.03325743,-0.16494532,-0.015915513,-0.07666057
-0.043765813,-0.18989298,-0.031872064,-0.08781906,-0.03012132,-0.1599645,-0.0127542745,-0.07291676
-0.011075377,-0.114219576,0.019687489,-0.062432103,-0.035331607,-0.16788845,-0.016371964,-0.08109616
-0.015106127,-0.12910816,0.0029881746,-0.059196018,-0.03527018,-0.17003183,-0.018575244,-0.076507255
-0.04055363,-0.1741338,-0.02479896,-0.081907175,-0.025289612,-0.15299338,-0.006614616,-0.06875791
-0.04091984,-0.18059221,-0.029980242,-0.08263285,-0.030601285,-0.16202305,-0.013886782,-0.07149031
-0.028482929,-0.15629634,-0.009637982,-0.059817456,-0.028982498,-0.15888049,-0.012789046,-0.069905065
-0.016777277,-0.14605859,-0.003953889,-0.069345586,-0.025980601,-0.15659858,-0.008807767,-0.06929038
-0.036513105,-0.16736677,-0.016517863,-0.07562909,-0.034887668,-0.16564079,-0.01791499,-0.075222336
0.017846048,-0.075790316,0.0423813,-0.02816581,-0.028659636,-0.1585397,-0.013179386,-0.06769929
-0.028746977,-0.14130601,-0.0084293485,-0.06660279,-0.03572039,-0.1682157,-0.01998888,-0.07250001
-0.0234586,-0.15316099,-0.0008227378,-0.07002143,-0.029597772,-0.15793735,-0.010357625,-0.073546685
0.012117863,-0.07387379,0.038285732,-0.03946597,-0.0361248,-0.17286909,-0.020050563,-0.08118094
-0.02340974,-0.14285502,-0.00019568205,-0.076121084,-0.0325855,-0.16376007,-0.014435418,-0.07683125
-0.05845833,-0.21970916,-0.04826662,-0.094944574,-0.029562103,-0.15769975,-0.011672737,-0.07060138
-0.020794079,-0.13792506,-0.0069765,-0.058100455,-0.030276356,-0.16354868,-0.013109714,-0.07024547
-0.024608493,-0.14082581,0.0005917251,-0.075624384,-0.034631815,-0.16742146,-0.016897237,-0.078800626
-0.030819267,-0.15587953,-0.010897905,-0.08340932,-0.025055466,-0.15411292,-0.0064560976,-0.07147048
0.006529957,-0.10876843,0.033065006,-0.04540407,-0.024612302,-0.15414254,-0.007706186,-0.070008874
-0.028992683,-0.14908636,-0.009167999,-0.0706789,-0.03284849,-0.16354823,-0.01482235,-0.07575553
-0.035394818,-0.1601719,-0.019838363,-0.061973162,-0.035483886,-0.16786054,-0.01944339,-0.071964085
-0.015232086,-0.13571352,0.0030159652,-0.05202002,-0.029503012,-0.16144209,-0.012966502,-0.068667315
-0.021833166,-0.14338121,-0.0026960075,-0.06636321,-0.032862473,-0.16641256,-0.015590449,-0.07875009
-0.04044056,-0.17833564,-0.02529928,-0.07838135,-0.032509502,-0.16333514,-0.013668597,-0.07523624
-0.013549864,-0.12434873,0.010189593,-0.062379874,-0.032816008,-0.16341753,-0.014465545,-0.07739169
-0.010616884,-0.122875184,0.009052575,-0.047283553,-0.029441377,-0.15894449,-0.012881571,-0.06655897
-0.048142985,-0.18000197,-0.031068772,-0.076553546,-0.034073815,-0.16409677,-0.016582565,-0.074644454
-0.049740255,-0.19563353,-0.034442246,-0.098434515,-0.026140772,-0.15380001,-0.008124414,-0.07244549
-0.048217803,-0.1888935,-0.0343993,-0.09137953,-0.027679943,-0.15561526,-0.009425259,-0.0718219
-0.04043919,-0.20109925,-0.029221356,-0.08355998,-0.02602521,-0.15348127,-0.008249118,-0.06972443
