inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs0,abs1,abs2,abs3
0.471588293,0.901093795,0.446155636,0.838766278,0.458889653,0.863082987,0.475264833,0.896455007,0.028411707,0.053844364,0.041110347,0.024735167
0.588247711,0.583731827,0.454305275,0.518637029,0.608167135,0.559892624,0.68284564,0.596181838,0.088247711,0.045694725,0.108167135,0.18284564
0.555922444,0.607314624,0.52466201,0.573515205,0.583189194,0.625725826,0.570562872,0.618433556,0.055922444,0.02466201,0.083189194,0.070562872
0.505926622,0.759304728,0.524388133,0.758486693,0.5013628,0.763694335,0.526896532,0.707353248,0.005926622,0.024388133,0.0013628,0.026896532
0.606498224,0.805479698,0.571977069,0.782814386,0.59815881,0.771876227,0.518346094,0.806489035,0.106498224,0.071977069,0.09815881,0.018346094
0.900781609,0.762931568,0.88820939,0.76550081,0.915553115,0.797668726,0.907419777,0.754345209,0.400781609,0.38820939,0.415553115,0.407419777
0.559873178,0.847086441,0.498861184,0.83362699,0.54491197,0.873841814,0.53343993,0.839358691,0.059873178,0.001138816,0.04491197,0.03343993
0.614428097,0.908699945,0.562774775,0.885623667,0.570832536,0.879388543,0.609517636,0.83180376,0.114428097,0.062774775,0.070832536,0.109517636
0.754183807,0.802705867,0.762282717,0.778661301,0.733631572,0.786880828,0.760659361,0.811749065,0.254183807,0.262282717,0.233631572,0.260659361
0.773712703,0.82854952,0.599931686,0.758155959,0.769657721,0.814912189,0.833006979,0.85076988,0.273712703,0.099931686,0.269657721,0.333006979
0.522244464,0.851108587,0.449597499,0.830086045,0.501143433,0.828056254,0.547858979,0.844845041,0.022244464,0.050402501,0.001143433,0.047858979
0.677421979,0.841208921,0.628409981,0.794340722,0.670826999,0.808433512,0.674801106,0.835019872,0.177421979,0.128409981,0.170826999,0.174801106
0.541088043,0.843738605,0.495302459,0.774884596,0.563654576,0.826217575,0.557610341,0.842675909,0.041088043,0.004697541,0.063654576,0.057610341
0.489892938,1.036657763,0.512315764,1.047187203,0.511067827,0.984478627,0.453576856,1.009748245,0.010107062,0.012315764,0.011067827,0.046423144
0.495129996,0.690737296,0.472761688,0.682324401,0.458732597,0.690441294,0.488817416,0.694748085,0.004870004,0.027238312,0.041267403,0.011182584
0.566489169,0.845211315,0.372170357,0.699599111,0.522217423,0.781872047,0.520290756,0.797561115,0.066489169,0.127829643,0.022217423,0.020290756
0.609556013,0.960889486,0.600595294,0.965747758,0.584967035,0.980645999,0.606992403,0.937360145,0.109556013,0.100595294,0.084967035,0.106992403
0.636401044,0.830179709,0.619943627,0.817396629,0.657934202,0.835215656,0.657449523,0.865058803,0.136401044,0.119943627,0.157934202,0.157449523
0.760345891,0.838206116,0.692532933,0.835270632,0.714022801,0.808464262,0.677920967,0.82593654,0.260345891,0.192532933,0.214022801,0.177920967
0.645358528,0.613204385,0.54888215,0.57707436,0.669045668,0.603588913,0.635395714,0.633316912,0.145358528,0.04888215,0.169045668,0.135395714
0.663611049,0.737816166,0.575487879,0.731063408,0.640884234,0.704899806,0.655765588,0.715627843,0.163611049,0.075487879,0.140884234,0.155765588
0.536968271,0.961384771,0.569811914,0.93867083,0.565699014,0.959199289,0.527503417,0.989947165,0.036968271,0.069811914,0.065699014,0.027503417
0.747228193,0.634283749,0.634478163,0.571890767,0.735434659,0.643802732,0.759486289,0.679569624,0.247228193,0.134478163,0.235434659,0.259486289
0.726908773,0.793816054,0.589233011,0.68047103,0.727008477,0.789107747,0.737727586,0.80911375,0.226908773,0.089233011,0.227008477,0.237727586
0.647086889,0.652264209,0.540732754,0.549714109,0.597786553,0.638372394,0.611299155,0.656204363,0.147086889,0.040732754,0.097786553,0.111299155
0.488637534,0.813973579,0.527790417,0.769483354,0.450764937,0.819951086,0.51618219,0.835282826,0.011362466,0.027790417,0.049235063,0.01618219
0.508338776,0.913288588,0.430300409,0.916107629,0.512165987,0.924577262,0.51422103,0.918904988,0.008338776,0.069699591,0.012165987,0.01422103
0.675384709,0.843400308,0.538608689,0.818767545,0.590476141,0.754850559,0.67308499,0.826365226,0.175384709,0.038608689,0.090476141,0.17308499
0.789297512,0.733356762,0.760361184,0.715722402,0.751521156,0.705519404,0.791190623,0.721049055,0.289297512,0.260361184,0.251521156,0.291190623
0.770673496,1.017131174,0.594945977,0.917720141,0.775362623,0.984688163,0.78256822,1.007658913,0.270673496,0.094945977,0.275362623,0.28256822
0.58653253,0.692708907,0.564183887,0.688050442,0.597466849,0.666652631,0.573872715,0.710548805,0.08653253,0.064183887,0.097466849,0.073872715
0.847252392,0.921035633,0.730778785,0.841617503,0.869200991,0.906309701,0.772374088,0.921421619,0.347252392,0.230778785,0.369200991,0.272374088
0.839936307,0.816257274,0.740339644,0.760534626,0.84148551,0.768054433,0.84166189,0.809187549,0.339936307,0.240339644,0.34148551,0.34166189
0.557418175,1.085571116,0.432729878,0.945153458,0.496576491,0.998404431,0.567716103,1.077688785,0.057418175,0.067270122,0.003423509,0.067716103
0.593407375,0.851054866,0.537502901,0.800211032,0.620011087,0.843047554,0.610644263,0.838013386,0.093407375,0.037502901,0.120011087,0.110644263
0.628667102,0.787651657,0.50170503,0.732690114,0.61857147,0.791998763,0.679086947,0.768859877,0.128667102,0.00170503,0.11857147,0.179086947
0.826152564,0.784784438,0.777630681,0.776880331,0.789493216,0.750505189,0.829801049,0.786670469,0.326152564,0.277630681,0.289493216,0.329801049
0.393517534,0.734974061,0.349149863,0.691930951,0.413372928,0.715379396,0.38252024,0.731341561,0.106482466,0.150850137,0.086627072,0.11747976
0.521885382,0.791727901,0.461123714,0.752085731,0.523740597,0.760586293,0.544418176,0.804348656,0.021885382,0.038876286,0.023740597,0.044418176
0.64510181,0.765414837,0.580366454,0.717447248,0.662676525,0.771664406,0.651735429,0.79704988,0.14510181,0.080366454,0.162676525,0.151735429
0.735629122,0.844397045,0.66922658,0.793598161,0.748385975,0.854278903,0.751173793,0.846670782,0.235629122,0.16922658,0.248385975,0.251173793
0.697210219,0.75009204,0.68467252,0.717285775,0.687554528,0.753862481,0.712847916,0.744698007,0.197210219,0.18467252,0.187554528,0.212847916
