inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs
0.55423323,0.897762578,0.372367,0.763692686,0.280975669,0.7759493,0.56389168,0.892953546,0.219024331
0.680121821,0.558636314,0.345444312,0.489375451,0.463703467,0.516964578,0.738915171,0.565809731,0.036296533
0.560446305,0.607220645,0.459663108,0.557845112,0.442392565,0.56299591,0.567779572,0.61747003,0.057607435
0.552098822,0.757226568,0.452199924,0.700653435,0.355301496,0.687952021,0.554702286,0.70823369,0.144698504
0.790654625,0.783566353,0.698977829,0.703638904,0.694433882,0.742524685,0.747140091,0.792469247,0.194433882
0.967946832,0.732789897,0.791827003,0.672425028,0.871942957,0.721693226,0.976516469,0.721197495,0.371942957
0.748223953,0.84769756,0.465620444,0.779459487,0.320773622,0.711974586,0.775726977,0.836156503,0.179226378
0.518742563,0.933718568,0.311621402,0.913114371,0.221636499,0.869065649,0.529052341,0.852810084,0.278363501
0.834691736,0.79695633,0.711560893,0.764305692,0.547716577,0.650102625,0.833737307,0.809926628,0.047716577
0.69579106,0.80527514,0.500250464,0.757077975,0.553614433,0.769300916,0.786134472,0.815949207,0.053614433
0.540839785,0.853641003,0.340325216,0.728735025,0.275957466,0.760087441,0.566072546,0.851537225,0.224042534
0.822412533,0.834743928,0.731445155,0.805173804,0.511990831,0.728744871,0.810083375,0.830458195,0.011990831
0.780190722,0.84341551,0.63615878,0.783182123,0.686052162,0.788979821,0.804686365,0.842070573,0.186052162
0.702672556,1.018659518,0.428013665,0.867472753,0.347800071,0.884009404,0.670781225,0.995345686,0.152199929
0.525828747,0.691203618,0.397574897,0.676755404,-0.116391086,0.529447809,0.596551058,0.696032118,0.616391086
0.72894747,0.838875677,0.387162221,0.664337396,0.261973945,0.619719886,0.65869809,0.792742331,0.238026055
0.750153219,0.948297424,0.587848525,0.869664604,0.39692166,0.825213237,0.750256709,0.924205627,0.10307834
0.692788239,0.809966505,0.709250892,0.798622629,0.697965802,0.808414333,0.703412811,0.842928847,0.197965802
0.869573529,0.804035274,0.668901677,0.730818545,0.727598815,0.757059497,0.80557683,0.794120961,0.227598815
0.732042175,0.618007208,0.638336332,0.575122316,0.423195385,0.543763372,0.719969553,0.636752343,0.076804615
0.938864639,0.751920281,0.898399511,0.74194936,0.753910462,0.707976085,0.935914139,0.725400285,0.253910462
0.791025164,0.925628429,0.569002218,0.872176219,0.572404825,0.869476843,0.770569486,0.95689874,0.072404825
0.595304028,0.625857191,0.453524691,0.604113654,0.334015128,0.611032852,0.585970655,0.668743588,0.165984872
0.74819084,0.767581305,0.390820998,0.637209959,0.141387452,0.575699263,0.756014844,0.779177729,0.358612548
0.82169184,0.647657426,0.670599115,0.522867404,0.685521053,0.543219769,0.824854108,0.644903281,0.185521053
0.612270686,0.819022483,0.589761729,0.818630197,0.478510451,0.762070505,0.617476469,0.842991666,0.021489549
0.582123756,0.906252589,0.305892024,0.860529887,0.196102355,0.863209877,0.601888576,0.910476173,0.303897645
0.913845445,0.830065027,0.802251245,0.796046986,0.483450728,0.747188721,0.897721159,0.809748408,0.016549272
0.707379291,0.758149259,0.393890497,0.620687603,0.412957365,0.648444293,0.710330518,0.74116854,0.087042635
0.948467078,0.987509834,0.756667176,0.924495491,0.304413531,0.837195438,0.943499042,0.980350303,0.195586469
0.482843264,0.69955291,0.334849565,0.632334111,0.231462217,0.623158885,0.432231484,0.719198859,0.268537783
1.023311611,0.846406965,0.696735242,0.793266963,0.64620603,0.748748704,0.994847455,0.830562153,0.14620603
0.93231627,0.850626513,0.704163837,0.779725128,0.664388044,0.777589742,0.944659047,0.84075085,0.164388044
0.915156542,1.070731354,0.750894882,1.008813499,0.793795238,0.987070287,0.970947148,1.059842541,0.293795238
0.721612358,0.822315756,0.55758445,0.79914295,0.413080471,0.772453363,0.764951469,0.805856819,0.086919529
0.697860845,0.780414913,0.498520777,0.723201503,0.554623312,0.736829105,0.71713202,0.774714773,0.054623312
1.053318725,0.765304101,0.904175416,0.70472121,0.840174408,0.745145841,1.095007302,0.749921088,0.340174408
0.501643302,0.719016003,0.421425257,0.696885336,0.183907461,0.652309636,0.484249164,0.72177717,0.316092539
0.758144029,0.782807316,0.505760777,0.701558684,0.510498366,0.70489844,0.796814248,0.798480759,0.010498366
0.763279753,0.762144209,0.773933177,0.765584797,0.549973025,0.729980896,0.772499769,0.794133656,0.049973025
0.783986372,0.825091695,0.40031994,0.641532765,0.859052861,0.818364824,0.798889632,0.825653184,0.359052861
0.682083923,0.765760636,0.326840536,0.690881305,0.264040422,0.650793041,0.71592075,0.755791943,0.235959578
0.717575578,0.708729627,0.604595507,0.659313085,0.625894965,0.641389245,0.698396796,0.683596144,0.125894965
0.506577061,0.922323108,0.279592051,0.850164261,0.321389212,0.872091073,0.518342843,0.926927412,0.178610788
0.882602178,0.852481225,0.899026945,0.859045958,0.874000931,0.836662304,0.872900044,0.865931984,0.374000931
0.696073185,1.019192269,0.489713997,0.949646023,0.438103342,0.974442601,0.715069952,0.984193119,0.061896658
0.789615941,0.924052639,0.400210544,0.677109189,0.422319117,0.727295763,0.744286018,0.910369566,0.077680883
0.594723775,0.951363243,0.31104007,0.871361986,0.367517802,0.868080431,0.597577909,0.951950108,0.132482198
0.604334064,0.84035571,0.505335251,0.768368675,0.324418931,0.702879567,0.640444585,0.827048813,0.175581069
0.510412229,0.748012521,0.507923253,0.746454161,0.377777546,0.714678798,0.47745748,0.757634234,0.122222454
0.75156377,0.933957631,0.650375949,0.918763575,0.505291793,0.819067327,0.756623597,0.92493415,0.005291793
0.637577667,0.841973039,0.637577667,0.841973039,0.431738002,0.750849397,0.603504323,0.806203393,0.068261998
1.016143563,0.801741508,0.999871665,0.800859227,1.037685034,0.801400519,1.059862911,0.813657839,0.537685034
0.708628316,0.764362735,0.526387872,0.647317023,0.457355931,0.67989143,0.72258179,0.783712287,0.042644069
0.570728561,0.77177317,0.507037334,0.748829559,0.468529218,0.72809515,0.573609521,0.776427559,0.031470782
0.697173755,0.726546771,0.697068291,0.718081049,0.630915601,0.697680507,0.705011088,0.729954852,0.130915601
0.803090966,0.923539669,0.730434852,0.902310975,0.84008872,0.896310558,0.787932557,0.939579977,0.34008872
0.887053709,0.884392102,0.731447175,0.829361954,0.705511672,0.833668478,0.877791408,0.900470433,0.205511672
0.79928231,0.882341444,0.761224502,0.860538271,0.768432775,0.860906081,0.86825096,0.926591072,0.268432775
0.830947099,0.727408682,0.42427946,0.517878912,0.389868452,0.58171059,0.851597624,0.706947903,0.110131548
0.86847988,1.000027261,0.768127144,0.937010577,0.74382179,0.933638815,0.895707756,0.991256437,0.24382179
