inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs0,abs1,abs2,abs3
0.355338506,0.769907633,0.445021768,0.784907365,0.447760749,0.788665329,0.378959926,0.769889918,0.144661494,0.054978232,0.052239251,0.121040074
0.312794554,0.49418676,0.264214646,0.474608059,0.171332458,0.464747565,0.403790316,0.515653896,0.187205446,0.235785354,0.328667542,0.096209684
0.313765359,0.471781304,0.420068124,0.514210449,0.402427172,0.508735906,0.313280822,0.47561181,0.186234641,0.079931876,0.097572828,0.186719178
0.290034462,0.626038816,0.463544852,0.675317882,0.475854423,0.687635546,0.255448974,0.552447307,0.209965538,0.036455148,0.024145577,0.244551026
0.290983443,0.57588911,0.390439172,0.645208126,0.440919953,0.673200342,0.289069672,0.601446613,0.209016557,0.109560828,0.059080047,0.210930328
1.090417689,0.723256559,0.934699612,0.690611426,0.757292754,0.624002617,1.102173893,0.712131726,0.590417689,0.434699612,0.257292754,0.602173893
0.497375715,0.653621182,0.559378911,0.714474057,0.473004928,0.672842489,0.53520744,0.664552047,0.002624285,0.059378911,0.026995072,0.03520744
0.366085633,0.874945426,0.482924282,0.873858122,0.452676725,0.862283334,0.365177693,0.790127316,0.133914367,0.017075718,0.047323275,0.134822307
0.639183844,0.616184558,0.72125188,0.680892079,0.742979517,0.682603897,0.650261629,0.633656465,0.139183844,0.22125188,0.242979517,0.150261629
0.691811338,0.715052271,0.639790998,0.758840946,0.656845838,0.767014165,0.829606353,0.718199995,0.191811338,0.139790998,0.156845838,0.329606353
0.482693872,0.723708456,0.366281649,0.679906741,0.379105373,0.715553586,0.512206766,0.717072272,0.017306128,0.133718351,0.120894627,0.012206766
0.375945743,0.722114561,0.471079708,0.72677134,0.458007998,0.731022948,0.433712734,0.737673429,0.124054257,0.028920292,0.041992002,0.066287266
0.119351272,0.671087949,0.205379866,0.677458442,0.212278345,0.667026351,0.144766963,0.678117503,0.380648728,0.294620134,0.287721655,0.355233037
0.329948917,0.759194591,0.27762855,0.776610702,0.348724942,0.770973773,0.267972768,0.728094673,0.170051083,0.22237145,0.151275058,0.232027232
0.412002402,0.584455171,0.427656326,0.608523618,0.433946966,0.600536002,0.471359682,0.594487842,0.087997598,0.072343674,0.066053034,0.028640318
0.382296274,0.644465563,0.456912997,0.589752287,0.405113192,0.610125514,0.294997227,0.6195629,0.117703726,0.043087003,0.094886808,0.205002773
0.363691203,0.817339338,0.526799065,0.787471483,0.53495112,0.813096755,0.423729433,0.802578243,0.136308797,0.026799065,0.03495112,0.076270567
0.685643603,0.723458612,0.669470531,0.688271648,0.653242152,0.682373515,0.716620917,0.748602039,0.185643603,0.169470531,0.153242152,0.216620917
0.835051364,0.686653229,0.906333896,0.666214565,0.937540929,0.702915387,0.832288727,0.687088478,0.335051364,0.406333896,0.437540929,0.332288727
0.625304036,0.525200253,0.68185278,0.548393563,0.651751855,0.526353562,0.645205901,0.557956812,0.125304036,0.18185278,0.151751855,0.145205901
