inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs0,abs1,abs2,abs3
0.504062258,0.90089069,0.440481513,0.848914466,0.444905591,0.871960934,0.511032831,0.896096401,0.004062258,0.059518487,0.055094409,0.011032831
0.584847761,0.579784464,0.375327865,0.503416838,0.551086022,0.566578706,0.681788388,0.586288876,0.084847761,0.124672135,0.051086022,0.181788388
0.604951527,0.608978327,0.508543636,0.580833082,0.538835813,0.587718713,0.610815236,0.619614839,0.104951527,0.008543636,0.038835813,0.110815236
0.510651919,0.759656193,0.421699671,0.671449359,0.448651416,0.734858437,0.538457582,0.70926651,0.010651919,0.078300329,0.051348584,0.038457582
0.511184213,0.797759156,0.410987893,0.702264519,0.503186786,0.804698903,0.455896917,0.801370082,0.011184213,0.089012107,0.003186786,0.044103083
0.960686308,0.749861322,0.903633898,0.728283007,0.966402872,0.755515926,0.971726597,0.736407482,0.460686308,0.403633898,0.466402872,0.471726597
0.547651101,0.851287529,0.3952514,0.799312827,0.508602548,0.780030793,0.528926207,0.841693673,0.047651101,0.1047486,0.008602548,0.028926207
0.555989357,0.924649646,0.419922635,0.854729975,0.580055333,0.926955326,0.554960766,0.846891395,0.055989357,0.080077365,0.080055333,0.054960766
0.806675663,0.779407652,0.700000287,0.730382498,0.813526306,0.740647563,0.80642899,0.789142323,0.306675663,0.200000287,0.313526306,0.30642899
0.621168025,0.817134492,0.3409416,0.730906058,0.548768479,0.806089443,0.715650348,0.825561514,0.121168025,0.1590584,0.048768479,0.215650348
0.579863076,0.853497876,0.352107578,0.738882411,0.593471208,0.846942946,0.606945203,0.851382816,0.079863076,0.147892422,0.093471208,0.106945203
0.805572132,0.827318925,0.601140649,0.765469801,0.799339881,0.829556704,0.79630522,0.824036424,0.305572132,0.101140649,0.299339881,0.29630522
0.685237679,0.844207608,0.618776011,0.805408432,0.639515964,0.817097909,0.694859759,0.842301915,0.185237679,0.118776011,0.139515964,0.194859759
0.56115316,1.032211635,0.432971767,0.930728303,0.500089453,0.944815983,0.526877425,1.005957232,0.06115316,0.067028233,8.94529E-05,0.026877425
0.602734158,0.689934247,0.426482354,0.656693799,0.557928017,0.671563402,0.632079585,0.693959249,0.102734158,0.073517646,0.057928017,0.132079585
0.683789488,0.837460437,0.394965142,0.641885482,0.614143492,0.701921397,0.612562514,0.79227517,0.183789488,0.105034858,0.114143492,0.112562514
0.680416589,0.947034982,0.540556542,0.88872794,0.666699144,0.952001815,0.685092593,0.921046781,0.180416589,0.040556542,0.166699144,0.185092593
0.652139831,0.821170983,0.606835109,0.766326092,0.625986329,0.821513647,0.660391001,0.852714785,0.152139831,0.106835109,0.125986329,0.160391001
0.892075236,0.80304032,0.756155248,0.753827851,0.90765751,0.813810888,0.813983597,0.796311361,0.392075236,0.256155248,0.40765751,0.313983597
0.688436293,0.61660481,0.686053158,0.592902831,0.68195809,0.608110408,0.6888596,0.634656596,0.188436293,0.186053158,0.18195809,0.1888596
0.757128285,0.740161068,0.700962527,0.708507138,0.796394636,0.735274504,0.744332625,0.717009879,0.257128285,0.200962527,0.296394636,0.244332625
0.602170361,0.955756571,0.493582228,0.886951824,0.660556254,0.932452968,0.588761451,0.985322087,0.102170361,0.006417772,0.160556254,0.088761451
0.702370428,0.622118428,0.582295543,0.54898493,0.666955616,0.59490506,0.696071774,0.664644518,0.202370428,0.082295543,0.166955616,0.196071774
0.663055308,0.807089736,0.578707426,0.75836675,0.663055308,0.807089736,0.685664804,0.814449739,0.163055308,0.078707426,0.163055308,0.185664804
0.756636066,0.646693992,0.702935378,0.616211172,0.765777285,0.630002676,0.749517016,0.644736759,0.256636066,0.202935378,0.265777285,0.249517016
