inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs0,abs1,abs2,abs3
0.54276975,0.769880321,0.556159492,0.754530361,0.582256017,0.776285034,0.571707472,0.768978563,0.04276975,0.056159492,0.082256017,0.071707472
0.428332839,0.498070297,0.37219827,0.465232425,0.378913961,0.446842041,0.531629594,0.521936559,0.071667161,0.12780173,0.121086039,0.031629594
0.249335421,0.472911082,0.320671902,0.50911909,0.312442548,0.513712769,0.242189924,0.476532334,0.250664579,0.179328098,0.187557452,0.257810076
0.344555657,0.635460779,0.450874607,0.65951524,0.344834936,0.640813604,0.331745039,0.566142064,0.155444343,0.049125393,0.155165064,0.168254961
0.210502483,0.564853371,0.340106541,0.57988778,0.270284243,0.602851017,0.215710639,0.590074358,0.289497517,0.159893459,0.229715757,0.284289361
1.02530561,0.730286417,0.804205157,0.657975064,0.874951944,0.675742767,1.032417163,0.716925259,0.52530561,0.304205157,0.374951944,0.532417163
0.564289796,0.659040146,0.522762635,0.684261684,0.559417643,0.652223354,0.622639019,0.671891637,0.064289796,0.022762635,0.059417643,0.122639019
0.53710717,0.850492712,0.60392762,0.844469118,0.572321517,0.821962309,0.514616699,0.769161293,0.03710717,0.10392762,0.072321517,0.014616699
0.542604615,0.595313504,0.643222357,0.687268806,0.554798696,0.608858184,0.547145047,0.610674122,0.042604615,0.143222357,0.054798696,0.047145047
0.568483467,0.728700577,0.549755219,0.74269507,0.523670273,0.731740315,0.636141962,0.740417903,0.068483467,0.049755219,0.023670273,0.136141962
0.359767443,0.704463704,0.327166569,0.697888527,0.284123599,0.714084208,0.376505644,0.695891166,0.140232557,0.172833431,0.215876401,0.123494356
0.418765249,0.723855687,0.634924846,0.753305103,0.541219624,0.727456875,0.472459584,0.739955549,0.081234751,0.134924846,0.041219624,0.027540416
0.236002767,0.688737211,0.310256456,0.704092943,0.279243765,0.698050314,0.256859299,0.693858828,0.263997233,0.189743544,0.220756235,0.243140701
0.482734099,0.767511452,0.485230434,0.777683702,0.436424075,0.789751951,0.447518223,0.739477289,0.017265901,0.014769566,0.063575925,0.052481777
0.381664214,0.585585405,0.411190598,0.609700567,0.526424043,0.581469697,0.442862194,0.595422873,0.118335786,0.088809402,0.026424043,0.057137806
0.502840478,0.646916783,0.553451914,0.629138024,0.485889465,0.653701428,0.468060493,0.618790674,0.002840478,0.053451914,0.014110535,0.031939507
0.372824887,0.81799026,0.480440547,0.810967846,0.484944323,0.841068586,0.431006771,0.803233217,0.127175113,0.019559453,0.015055677,0.068993229
0.543324955,0.7166157,0.53022478,0.668339636,0.594452015,0.69432606,0.572015763,0.744592235,0.043324955,0.03022478,0.094452015,0.072015763
0.696646838,0.683487901,0.756434509,0.69236525,0.784156994,0.688601747,0.662954481,0.683671419,0.196646838,0.256434509,0.284156994,0.162954481
0.657179917,0.524648092,0.679592893,0.534535521,0.639095569,0.507799772,0.662360456,0.556417853,0.157179917,0.179592893,0.139095569,0.162360456
0.618776965,0.67201554,0.896118597,0.731074432,0.748865017,0.703226335,0.653447539,0.645694731,0.118776965,0.396118597,0.248865017,0.153447539
