inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs
0.55423323,0.897762578,0.372367,0.763692686,0.390542511,0.81413313,0.56389168,0.892953546,0.109457489
0.680121821,0.558636314,0.345444312,0.489375451,0.662912731,0.550204299,0.738915171,0.565809731,0.162912731
0.560446305,0.607220645,0.459663108,0.557845112,0.528577204,0.593488895,0.567779572,0.61747003,0.028577204
0.552098822,0.757226568,0.452199924,0.700653435,0.462367332,0.717429431,0.554702286,0.70823369,0.037632668
0.790654625,0.783566353,0.698977829,0.703638904,0.738596504,0.772532735,0.747140091,0.792469247,0.238596504
0.967946832,0.732789897,0.791827003,0.672425028,0.960745632,0.747817401,0.976516469,0.721197495,0.460745632
0.748223953,0.84769756,0.465620444,0.779459487,0.761968705,0.861913609,0.775726977,0.836156503,0.261968705
0.518742563,0.933718568,0.311621402,0.913114371,0.445398974,0.942548029,0.529052341,0.852810084,0.054601026
0.834691736,0.79695633,0.711560893,0.764305692,0.741106118,0.754698299,0.833737307,0.809926628,0.241106118
0.69579106,0.80527514,0.500250464,0.757077975,0.659878018,0.7977593,0.786134472,0.815949207,0.159878018
0.540839785,0.853641003,0.340325216,0.728735025,0.517690278,0.846819446,0.566072546,0.851537225,0.017690278
0.822412533,0.834743928,0.731445155,0.805173804,0.715482045,0.788891893,0.810083375,0.830458195,0.215482045
0.780190722,0.84341551,0.63615878,0.783182123,0.622936472,0.792595477,0.804686365,0.842070573,0.122936472
0.702672556,1.018659518,0.428013665,0.867472753,0.597978686,0.934393524,0.670781225,0.995345686,0.097978686
0.525828747,0.691203618,0.397574897,0.676755404,0.45068258,0.671510126,0.596551058,0.696032118,0.04931742
0.72894747,0.838875677,0.387162221,0.664337396,0.639700489,0.723073693,0.65869809,0.792742331,0.139700489
0.750153219,0.948297424,0.587848525,0.869664604,0.691735479,0.971571965,0.750256709,0.924205627,0.191735479
0.692788239,0.809966505,0.709250892,0.798622629,0.698060478,0.800228538,0.703412811,0.842928847,0.198060478
0.869573529,0.804035274,0.668901677,0.730818545,0.762832722,0.775314102,0.80557683,0.794120961,0.262832722
0.732042175,0.618007208,0.638336332,0.575122316,0.734172216,0.621709496,0.719969553,0.636752343,0.234172216
0.938864639,0.751920281,0.898399511,0.74194936,0.963121187,0.759601546,0.935914139,0.725400285,0.463121187
0.791025164,0.925628429,0.569002218,0.872176219,0.772508881,0.926327092,0.770569486,0.95689874,0.272508881
0.595304028,0.625857191,0.453524691,0.604113654,0.553927724,0.610821477,0.585970655,0.668743588,0.053927724
0.74819084,0.767581305,0.390820998,0.637209959,0.74819084,0.767581305,0.756014844,0.779177729,0.24819084
0.82169184,0.647657426,0.670599115,0.522867404,0.722415321,0.590638522,0.824854108,0.644903281,0.222415321
0.612270686,0.819022483,0.589761729,0.818630197,0.586257302,0.840587979,0.617476469,0.842991666,0.086257302
0.582123756,0.906252589,0.305892024,0.860529887,0.521424509,0.888534373,0.601888576,0.910476173,0.021424509
0.913845445,0.830065027,0.802251245,0.796046986,0.860902673,0.79007484,0.897721159,0.809748408,0.360902673
0.707379291,0.758149259,0.393890497,0.620687603,0.682324559,0.750116724,0.710330518,0.74116854,0.182324559
0.948467078,0.987509834,0.756667176,0.924495491,0.963362304,0.997230498,0.943499042,0.980350303,0.463362304
0.482843264,0.69955291,0.334849565,0.632334111,0.427560586,0.657860777,0.432231484,0.719198859,0.072439414
1.023311611,0.846406965,0.696735242,0.793266963,1.036740461,0.857744596,0.994847455,0.830562153,0.536740461
0.93231627,0.850626513,0.704163837,0.779725128,0.771396296,0.803799324,0.944659047,0.84075085,0.271396296
0.915156542,1.070731354,0.750894882,1.008813499,0.923096351,1.076172293,0.970947148,1.059842541,0.423096351
0.721612358,0.822315756,0.55758445,0.79914295,0.721612358,0.822315756,0.764951469,0.805856819,0.221612358
0.697860845,0.780414913,0.498520777,0.723201503,0.68892169,0.767364922,0.71713202,0.774714773,0.18892169
1.053318725,0.765304101,0.904175416,0.70472121,1.039878628,0.732171303,1.095007302,0.749921088,0.539878628
0.501643302,0.719016003,0.421425257,0.696885336,0.512817159,0.735180617,0.484249164,0.72177717,0.012817159
0.758144029,0.782807316,0.505760777,0.701558684,0.673273484,0.769617477,0.796814248,0.798480759,0.173273484
0.763279753,0.762144209,0.773933177,0.765584797,0.755897184,0.745673308,0.772499769,0.794133656,0.255897184
0.783986372,0.825091695,0.40031994,0.641532765,0.724394792,0.784022133,0.798889632,0.825653184,0.224394792
0.682083923,0.765760636,0.326840536,0.690881305,0.682083923,0.765760636,0.71592075,0.755791943,0.182083923
0.717575578,0.708729627,0.604595507,0.659313085,0.696715908,0.726695627,0.698396796,0.683596144,0.196715908
0.506577061,0.922323108,0.279592051,0.850164261,0.487879284,0.877491719,0.518342843,0.926927412,0.012120716
0.882602178,0.852481225,0.899026945,0.859045958,0.819522865,0.816189268,0.872900044,0.865931984,0.319522865
0.696073185,1.019192269,0.489713997,0.949646023,0.387866173,0.948565935,0.715069952,0.984193119,0.112133827
0.789615941,0.924052639,0.400210544,0.677109189,0.789615941,0.924052639,0.744286018,0.910369566,0.289615941
0.594723775,0.951363243,0.31104007,0.871361986,0.68829601,1.006872771,0.597577909,0.951950108,0.18829601
0.604334064,0.84035571,0.505335251,0.768368675,0.498899889,0.827669423,0.640444585,0.827048813,0.001100111
0.510412229,0.748012521,0.507923253,0.746454161,0.511227638,0.740339528,0.47745748,0.757634234,0.011227638
0.75156377,0.933957631,0.650375949,0.918763575,0.706052655,0.905465385,0.756623597,0.92493415,0.206052655
0.637577667,0.841973039,0.637577667,0.841973039,0.512638863,0.867830556,0.603504323,0.806203393,0.012638863
1.016143563,0.801741508,0.999871665,0.800859227,1.04349333,0.828129134,1.059862911,0.813657839,0.54349333
0.708628316,0.764362735,0.526387872,0.647317023,0.677269072,0.748539417,0.72258179,0.783712287,0.177269072
0.570728561,0.77177317,0.507037334,0.748829559,0.527440584,0.739298346,0.573609521,0.776427559,0.027440584
0.697173755,0.726546771,0.697068291,0.718081049,0.711775716,0.727976779,0.705011088,0.729954852,0.211775716
0.803090966,0.923539669,0.730434852,0.902310975,0.820971884,0.923439409,0.787932557,0.939579977,0.320971884
0.887053709,0.884392102,0.731447175,0.829361954,0.794591309,0.856698191,0.877791408,0.900470433,0.294591309
0.79928231,0.882341444,0.761224502,0.860538271,0.762191581,0.86813806,0.86825096,0.926591072,0.262191581
0.830947099,0.727408682,0.42427946,0.517878912,0.780348796,0.704376477,0.851597624,0.706947903,0.280348796
0.86847988,1.000027261,0.768127144,0.937010577,0.809068312,0.96290924,0.895707756,0.991256437,0.309068312
0.709642594,0.894762883,0.544561065,0.864429048,0.648589549,0.895470631,0.747363174,0.883708312,0.148589549
0.928954493,0.876168646,0.722636244,0.819124963,0.92630037,0.88273011,0.899444236,0.864743479,0.42630037
0.62006623,0.879762611,0.586136582,0.850018753,0.603567968,0.903901921,0.622981382,0.872298852,0.103567968
0.721393656,0.774826216,0.628812046,0.757988267,0.726354725,0.782386246,0.711738889,0.760192171,0.226354725
0.698700705,0.918860512,0.321994,0.752001527,0.698700705,0.918860512,0.702239535,0.951173438,0.198700705
0.7849985,0.888212738,0.595202012,0.817445878,0.741750584,0.863589197,0.752124954,0.883112315,0.241750584
0.920366261,0.777704715,0.83986009,0.741671209,0.922495726,0.746916465,0.933805332,0.792243345,0.422495726
