inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs
0.50581751,0.900937109,0.353268759,0.815083307,0.36964685,0.824899983,0.512962977,0.896305188,0.13035315
0.692018439,0.5610879,0.414197236,0.498950172,0.415592327,0.496716791,0.731795003,0.571451129,0.084407673
0.694479724,0.606600994,0.612605312,0.581453851,0.581619865,0.568361407,0.714054239,0.618067048,0.081619865
0.580487853,0.757601203,0.395918818,0.698434804,0.383991255,0.698521946,0.562417548,0.709732525,0.116008745
0.948134603,0.791106421,0.84081522,0.758204051,0.817028313,0.713583245,0.895735815,0.795177957,0.317028313
1.000706255,0.722666073,0.926851082,0.722300459,0.770815733,0.674131943,1.014463387,0.708928576,0.270815733
0.781787521,0.840507991,0.580065501,0.814782721,0.452585473,0.749776343,0.77577325,0.829752067,0.047414527
0.451608942,0.950487279,0.228914874,0.909514555,0.245132834,0.897851378,0.472056534,0.868876884,0.254867166
0.822389206,0.801603251,0.674064739,0.74321877,0.638181782,0.701132723,0.824200665,0.815753463,0.138181782
0.816843174,0.779126044,0.620200275,0.775750646,0.575244944,0.778228751,0.927472778,0.782629227,0.075244944
0.605282802,0.849644121,0.338390754,0.725954656,0.394929091,0.777317857,0.639647499,0.847899366,0.105070909
0.786881338,0.836164832,0.539800826,0.767373543,0.591287231,0.791983061,0.77495356,0.831422503,0.091287231
0.856861291,0.856553567,0.68226276,0.763900136,0.607395472,0.758123254,0.877303801,0.855047587,0.107395472
0.698646042,1.012102191,0.343083959,0.888250206,0.360264003,0.86407828,0.660606483,0.990845005,0.139735997
0.532543441,0.689807066,0.306170372,0.631116479,0.41730589,0.659668983,0.581684766,0.692256987,0.08269411
0.712223765,0.827695015,0.370323507,0.65080066,0.392875642,0.67043872,0.600695322,0.789307888,0.107124358
0.780162834,0.945161965,0.525552869,0.828376251,0.640617296,0.85476623,0.779492778,0.920408397,0.140617296
0.782065266,0.775837396,0.74241957,0.756273133,0.752453429,0.761553581,0.798104689,0.810145855,0.252453429
0.871301564,0.819108422,0.773972406,0.73194982,0.612511972,0.727969009,0.800573062,0.807950888,0.112511972
0.786258415,0.619330628,0.635556675,0.590934977,0.737163763,0.616236334,0.776351573,0.639006656,0.237163763
0.931791603,0.75065293,0.878068205,0.727415882,0.844110558,0.731041825,0.938629711,0.721252648,0.344110558
0.84131021,0.915088156,0.532439503,0.835734895,0.627310894,0.854612097,0.821969537,0.946130536,0.127310894
0.485225411,0.621828191,0.225966517,0.562263314,0.187376241,0.520119771,0.479624335,0.666957359,0.312623759
0.777828461,0.751575938,0.438873951,0.627061773,0.536932021,0.686109739,0.775594945,0.765512936,0.036932021
0.909160673,0.624327209,0.671681385,0.558383695,0.608655438,0.526076179,0.937793519,0.617905014,0.108655438
0.558453302,0.813476854,0.627907539,0.82950028,0.639284828,0.838047543,0.553383171,0.836716576,0.139284828
0.704573335,0.893733487,0.389086497,0.848665937,0.472893456,0.929981403,0.719926436,0.89882617,0.027106544
1.007313038,0.818496177,0.908570134,0.803122034,0.744843677,0.765617575,0.964857113,0.809565697,0.244843677
0.757255939,0.756738391,0.522735622,0.644736389,0.409181481,0.652838771,0.748647332,0.741391599,0.090818519
1.030776022,0.965056832,0.774689653,0.867389963,0.74812438,0.900172953,1.026719436,0.956986151,0.24812438
0.505808284,0.698990413,0.290091091,0.63263023,0.378548452,0.66434568,0.44730986,0.718382099,0.121451548
1.048200132,0.861783606,0.748942929,0.804486357,0.783416886,0.790165195,1.051067616,0.835087679,0.283416886
0.983963039,0.83592796,0.788289913,0.767704695,0.819575689,0.781083956,0.984756562,0.830031088,0.319575689
0.912950143,1.068889971,0.775265079,0.994494798,0.741063385,0.958030082,0.963529409,1.060761996,0.241063385
0.623934177,0.838485448,0.427135775,0.805083607,0.403789257,0.806098911,0.681580785,0.818662292,0.096210743
0.714025689,0.789110824,0.405561466,0.720934178,0.525531407,0.749574532,0.737348251,0.782597272,0.025531407
1.139232329,0.755385779,0.778874852,0.672130858,0.995386949,0.727636859,1.197398247,0.742772259,0.495386949
0.569604309,0.69666105,0.342674748,0.624211727,0.50809541,0.660922714,0.544001481,0.701550165,0.00809541
0.927950028,0.762342628,0.516506153,0.643357852,0.601847957,0.655330942,0.954589429,0.776943029,0.101847957
0.79273423,0.758713466,0.594908685,0.710183455,0.674915726,0.734989339,0.781555342,0.794393155,0.174915726
0.887344891,0.822897707,0.637058366,0.714866158,0.601243455,0.693693383,0.907248814,0.821159168,0.101243455
0.666425581,0.77104548,0.179482395,0.642745627,0.363833425,0.660303976,0.726649199,0.761226725,0.136166575
0.711813917,0.7032213,0.466797474,0.641953861,0.632153041,0.694815381,0.714184261,0.674109027,0.132153041
0.546603978,0.917108227,0.298096153,0.811834846,0.338167338,0.821032529,0.562342544,0.921074253,0.161832662
0.943943249,0.838628161,0.856094269,0.800335235,0.785909429,0.780791171,0.942204134,0.849299967,0.285909429
0.745565924,1.02121089,0.399729619,0.940781274,0.50086834,0.95837297,0.779118595,0.985046154,0.00086834
0.857102721,0.943051936,0.50619228,0.716325506,0.495368544,0.694480741,0.842392726,0.92505275,0.004631456
0.675369937,0.948175483,0.323094921,0.863273997,0.415624962,0.858800294,0.692933943,0.94687291,0.084375038
0.608295159,0.84780816,0.627389918,0.830068023,0.478319564,0.75123634,0.638426373,0.837044601,0.021680436
0.5623581,0.741530379,0.335131644,0.682830615,0.46534355,0.689374804,0.5291601,0.752229449,0.03465645
0.751579418,0.927556139,0.606250299,0.882940476,0.631425852,0.892310575,0.73352124,0.921252884,0.131425852
0.651542021,0.834956942,0.449845888,0.782300285,0.439128069,0.770136843,0.605390086,0.802346928,0.060871931
1.023612382,0.821536792,0.941481353,0.808840048,1.025444568,0.82626212,1.077281859,0.834825338,0.525444568
0.730682343,0.763443453,0.697177978,0.727372435,0.585332642,0.710458376,0.736518846,0.783037395,0.085332642
0.698500899,0.760942479,0.584673764,0.717397568,0.614056846,0.724657183,0.69349539,0.766951684,0.114056846
0.730126224,0.730714502,0.625699264,0.688053195,0.680290297,0.70087638,0.750307537,0.735418646,0.180290297
0.875351103,0.909361347,0.830576815,0.886115568,0.689234248,0.852303093,0.865368252,0.925471025,0.189234248
1.036607324,0.858423419,0.877461983,0.812041526,0.826041161,0.79125257,1.014961813,0.875536234,0.326041161
0.965533511,0.868518295,0.749351181,0.814406975,0.901820026,0.849910667,1.031631043,0.915424858,0.401820026
0.843616166,0.719047913,0.366410405,0.505835947,0.361599185,0.509904095,0.865459146,0.699683515,0.138400815
1.01066314,0.984042433,0.888527121,0.92849558,0.866377783,0.916634235,1.004752477,0.977097474,0.366377783
0.700387815,0.896001392,0.431745065,0.819464183,0.50489975,0.830280734,0.751147111,0.882592785,0.00489975
1.012881184,0.881530547,1.058878018,0.89529012,0.898705836,0.871926652,0.979468688,0.870731538,0.398705836
0.739422195,0.877402524,0.642046419,0.78851656,0.704726311,0.840118179,0.72524237,0.871294268,0.204726311
0.802049768,0.762713242,0.544424861,0.740787508,0.444867617,0.709515849,0.806964373,0.746872314,0.055132383
0.753434553,0.921293983,0.367611831,0.806677943,0.303605635,0.758494662,0.762750755,0.953623139,0.196394365
0.722150586,0.87818555,0.404281471,0.771242701,0.512115383,0.770636427,0.703419241,0.873548652,0.012115383
0.978879624,0.783666596,0.865877431,0.721922948,0.899743841,0.756754703,0.971437684,0.799810482,0.399743841
1.169486222,0.65379615,0.82942796,0.613545362,0.808410395,0.598247944,1.09745089,0.68931032,0.308410395
