z,y0,y1,influence_true,influence_0
0.008564797748379038,0.05407698302085783,0.9352419450810588,0.6666666666666666,0.6666666666666666
0.9543066730817349,0.30371565380728255,0.6394953041859391,0.6666666666666666,0.6666666666666666
0.44956503435418416,0.062488255840286666,0.46358298354227045,0.4,0.4
0.610218771727116,0.18116305222905596,0.6891786461088709,0.55,0.55
0.8520598174753039,0.10969023964024625,0.38274794796376477,0.6071428571428571,0.6071428571428571
0.7388102113969359,0.315850788950666,0.5560769961207866,0.47619047619047616,0.47619047619047616
0.9744315893430263,-0.3396749574498264,0.2672833282941829,0.5,0.5
0.8574618746329558,0.106526974814164,0.5157703705899753,0.5416666666666666,0.5416666666666666
0.8554104952510778,0.12497936261526124,0.8361710721308088,0.5,0.5
0.8595257526167451,0.09437070564687718,0.5719990691186924,0.6,0.6
0.35227891608837036,-0.013739287063032568,0.06773841608799164,0.5555555555555556,0.5555555555555556
0.21203178455120142,-0.21949284338088768,0.07587707759111784,0.4090909090909091,0.4090909090909091
0.7804443775241849,0.40329448510660043,0.9945895011835741,0.5,0.5
0.8994112523852209,0.061976346281204714,0.2618751981953129,0.6666666666666666,0.6666666666666666
0.047739652365652696,-0.08498426561707448,0.24722224086100347,0.4,0.4
0.13744735828732602,-0.011456100639822445,-0.08543088075475636,0.5454545454545454,0.5454545454545454
0.17633048486389646,-0.19499877703181548,0.4298100115957552,0.391304347826087,0.391304347826087
0.03674750709300445,0.22262842260809265,0.663786090855383,0.625,0.625
0.5104928340527509,-0.15115173365986118,0.26471326417240937,0.631578947368421,0.631578947368421
0.7670796437150034,0.10297297382371653,0.27250133136275606,0.44,0.44
0.4847385183317633,0.6286144826230519,0.5083652421534484,0.52,0.52
0.20961375946203953,0.12239336834895997,0.26945529836390314,0.5833333333333334,0.5833333333333334
0.4188491068322914,-0.11966223046455551,0.22079705342205397,0.55,0.55
0.5640089206619738,0.04581438902697045,0.3278657758350737,0.5789473684210527,0.5789473684210527
0.39151447474101575,-0.29300745874631606,0.17611305214019668,0.38461538461538464,0.38461538461538464
0.5134626804517672,-0.03218164905865421,0.19860300062907177,0.4117647058823529,0.4117647058823529
0.6961480378771275,-0.026640348465645947,0.4912198530510343,0.5652173913043478,0.5652173913043478
0.9958169256824368,0.22748609259998465,0.8171158180736126,0.6470588235294118,0.6470588235294118
0.6074706700068275,-0.02596595063728166,0.42146866835858565,0.46153846153846156,0.46153846153846156
0.8197467265081104,0.15333696466818528,0.6175388925273382,0.7083333333333334,0.7083333333333334
0.21280089285271842,-0.42644267278901904,-0.04903044660420752,0.4583333333333333,0.4583333333333333
0.28476175369816903,-0.010635844482173043,0.41473574114183376,0.35,0.35
0.44100592779834435,-0.3022475217107461,-0.066008243264984,0.5,0.5
0.36934449758469834,-0.4650757502520496,0.0925413623844966,0.631578947368421,0.631578947368421
0.09595811943720711,0.2939793953005121,0.696231070745025,0.5625,0.5625
0.26697427222559333,0.10540011763513381,-0.03427320876187451,0.5,0.5
0.21439832772463263,-0.2679109278176762,0.3555380617100903,0.4444444444444444,0.4444444444444444
0.8139370883661159,0.027657935278763077,0.5358154519123404,0.5238095238095238,0.5238095238095238
